"","gene_id","17_ctl2_Of_ZTH_1","18_T33_Of_VLL","23_ctl1_Of_CT_1","26_T12_Of_WCL","30_T23_Of_RPG","32_T22_Of_EVR","36_T43_Of_JJN","40_T13_Of_GWS","43_ctl3_Of_JVP_1","44_T41_Of_PVT_1","48_T31_Of_JNO","50_T21_Of_YZB","51_T42_Of_UOF","59_T11_Of_TQP","60_T32_Of_WY","scaffold","Gene.Predict","id","gene.start","gene.stop","pos1","pos2","pos3","attr"
"134","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","CDS",18601,18657,".","-","0","ID=cds-XP_020625613.1;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XP_020625613.1;Name=XP_020625613.1;gbkey=CDS;gene=LOC110063000;product=protein SEC13 homolog;protein_id=XP_020625613.1"
"135","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","exon",20308,20377,".","-",".","ID=exon-XM_020769954.1-3;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XM_020769954.1;gbkey=mRNA;gene=LOC110063000;product=protein SEC13 homolog;transcript_id=XM_020769954.1"
"136","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","exon",15488,15511,".","-",".","ID=exon-XM_020769954.1-11;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XM_020769954.1;gbkey=mRNA;gene=LOC110063000;product=protein SEC13 homolog;transcript_id=XM_020769954.1"
"137","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","CDS",20799,20880,".","-","1","ID=cds-XP_020625613.1;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XP_020625613.1;Name=XP_020625613.1;gbkey=CDS;gene=LOC110063000;product=protein SEC13 homolog;protein_id=XP_020625613.1"
"138","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","CDS",19686,19729,".","-","2","ID=cds-XP_020625613.1;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XP_020625613.1;Name=XP_020625613.1;gbkey=CDS;gene=LOC110063000;product=protein SEC13 homolog;protein_id=XP_020625613.1"
"139","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","exon",16694,16753,".","-",".","ID=exon-XM_020769954.1-9;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XM_020769954.1;gbkey=mRNA;gene=LOC110063000;product=protein SEC13 homolog;transcript_id=XM_020769954.1"
"140","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","CDS",17498,17571,".","-","0","ID=cds-XP_020625613.1;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XP_020625613.1;Name=XP_020625613.1;gbkey=CDS;gene=LOC110063000;product=protein SEC13 homolog;protein_id=XP_020625613.1"
"141","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","exon",17498,17571,".","-",".","ID=exon-XM_020769954.1-7;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XM_020769954.1;gbkey=mRNA;gene=LOC110063000;product=protein SEC13 homolog;transcript_id=XM_020769954.1"
"142","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","exon",17273,17393,".","-",".","ID=exon-XM_020769954.1-8;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XM_020769954.1;gbkey=mRNA;gene=LOC110063000;product=protein SEC13 homolog;transcript_id=XM_020769954.1"
"143","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","exon",24348,24485,".","-",".","ID=exon-XM_020769954.1-1;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XM_020769954.1;gbkey=mRNA;gene=LOC110063000;product=protein SEC13 homolog;transcript_id=XM_020769954.1"
"144","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","CDS",16492,16578,".","-","0","ID=cds-XP_020625613.1;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XP_020625613.1;Name=XP_020625613.1;gbkey=CDS;gene=LOC110063000;product=protein SEC13 homolog;protein_id=XP_020625613.1"
"145","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","CDS",15488,15511,".","-","0","ID=cds-XP_020625613.1;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XP_020625613.1;Name=XP_020625613.1;gbkey=CDS;gene=LOC110063000;product=protein SEC13 homolog;protein_id=XP_020625613.1"
"146","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","CDS",19815,19904,".","-","2","ID=cds-XP_020625613.1;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XP_020625613.1;Name=XP_020625613.1;gbkey=CDS;gene=LOC110063000;product=protein SEC13 homolog;protein_id=XP_020625613.1"
"147","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","CDS",17273,17393,".","-","1","ID=cds-XP_020625613.1;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XP_020625613.1;Name=XP_020625613.1;gbkey=CDS;gene=LOC110063000;product=protein SEC13 homolog;protein_id=XP_020625613.1"
"148","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","mRNA",15488,24485,".","-",".","ID=rna-XM_020769954.1;Parent=gene-LOC110063000;Dbxref=GeneID:110063000,Genbank:XM_020769954.1;Name=XM_020769954.1;gbkey=mRNA;gene=LOC110063000;model_evidence=Supporting evidence includes similarity to: 8 Proteins%2C and 95%25 coverage of the annotated genomic feature by RNAseq alignments;product=protein SEC13 homolog;transcript_id=XM_020769954.1"
"149","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","CDS",20308,20377,".","-","0","ID=cds-XP_020625613.1;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XP_020625613.1;Name=XP_020625613.1;gbkey=CDS;gene=LOC110063000;product=protein SEC13 homolog;protein_id=XP_020625613.1"
"150","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","CDS",24348,24454,".","-","0","ID=cds-XP_020625613.1;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XP_020625613.1;Name=XP_020625613.1;gbkey=CDS;gene=LOC110063000;product=protein SEC13 homolog;protein_id=XP_020625613.1"
"151","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","CDS",16694,16753,".","-","0","ID=cds-XP_020625613.1;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XP_020625613.1;Name=XP_020625613.1;gbkey=CDS;gene=LOC110063000;product=protein SEC13 homolog;protein_id=XP_020625613.1"
"152","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","exon",20799,20880,".","-",".","ID=exon-XM_020769954.1-2;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XM_020769954.1;gbkey=mRNA;gene=LOC110063000;product=protein SEC13 homolog;transcript_id=XM_020769954.1"
"153","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","gene",15488,24485,".","-",".","ID=gene-LOC110063000;Dbxref=GeneID:110063000;Name=LOC110063000;gbkey=Gene;gene=LOC110063000;gene_biotype=protein_coding"
"154","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",11839,11895,".","-",".","ID=exon-XM_020769962.1-5;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"155","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",14060,14103,".","-",".","ID=exon-XM_020769962.1-4;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"156","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",9730,9816,".","-",".","ID=exon-XM_020769962.1-9;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"157","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",10736,10809,".","-",".","ID=exon-XM_020769962.1-6;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"158","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",10511,10631,".","-",".","ID=exon-XM_020769962.1-7;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"159","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",9932,9991,".","-",".","ID=exon-XM_020769962.1-8;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"160","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",14682,14751,".","-",".","ID=exon-XM_020769962.1-2;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"161","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",7285,7383,".","-",".","ID=exon-XM_020769962.1-10;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"162","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",6794,6863,".","-",".","ID=exon-XM_020769962.1-11;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"163","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",2978,3064,".","-",".","ID=exon-XM_020769962.1-18;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"164","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",1146,1229,".","-",".","ID=exon-XM_020769962.1-19;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"165","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",14189,14278,".","-",".","ID=exon-XM_020769962.1-3;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"166","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",3180,3239,".","-",".","ID=exon-XM_020769962.1-17;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"167","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",11839,11895,".","-","0","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"168","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",10736,10809,".","-","0","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"169","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",14189,14240,".","-","0","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"170","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",14060,14103,".","-","2","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"171","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",6172,6215,".","-",".","ID=exon-XM_020769962.1-13;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"172","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",5087,5143,".","-",".","ID=exon-XM_020769962.1-14;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"173","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",3984,4057,".","-",".","ID=exon-XM_020769962.1-15;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"174","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",3759,3879,".","-",".","ID=exon-XM_020769962.1-16;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"175","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",6172,6215,".","-","2","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"176","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",5087,5143,".","-","0","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"177","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",3984,4057,".","-","0","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"178","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",3759,3879,".","-","1","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"179","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",3180,3239,".","-","0","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"180","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",2978,3064,".","-","0","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"181","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",1146,1229,".","-","0","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"182","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",10511,10631,".","-","1","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"183","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",6301,6390,".","-",".","ID=exon-XM_020769962.1-12;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"184","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",9730,9816,".","-","0","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"185","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",7285,7383,".","-","0","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"186","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",6794,6863,".","-","0","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"187","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",6301,6390,".","-","2","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"188","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","CDS",9932,9991,".","-","0","ID=cds-XP_020625621.1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XP_020625621.1;Name=XP_020625621.1;gbkey=CDS;gene=LOC110063009;product=protein SEC13 homolog;protein_id=XP_020625621.1"
"189","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","gene",1146,15264,".","-",".","ID=gene-LOC110063009;Dbxref=GeneID:110063009;Name=LOC110063009;gbkey=Gene;gene=LOC110063009;gene_biotype=protein_coding"
"190","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","mRNA",1146,15264,".","-",".","ID=rna-XM_020769962.1;Parent=gene-LOC110063009;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;Name=XM_020769962.1;gbkey=mRNA;gene=LOC110063009;model_evidence=Supporting evidence includes similarity to: 10 Proteins%2C and 91%25 coverage of the annotated genomic feature by RNAseq alignments;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"191","LOC110063009",105,15,42,46,25,32,42,34,125,126,39,29,31,61,43,"NW_018150037.1","Gnomon","exon",15173,15264,".","-",".","ID=exon-XM_020769962.1-1;Parent=rna-XM_020769962.1;Dbxref=GeneID:110063009,Genbank:XM_020769962.1;gbkey=mRNA;gene=LOC110063009;product=protein SEC13 homolog;transcript_id=XM_020769962.1"
"192","LOC110063719",60,10,21,20,13,6,23,23,50,65,19,28,20,29,14,"NW_018150072.1","Gnomon","gene",1486225,1493093,".","-",".","ID=gene-LOC110063719;Dbxref=GeneID:110063719;Name=LOC110063719;gbkey=Gene;gene=LOC110063719;gene_biotype=protein_coding"
"193","LOC110065550",22,2,14,6,3,7,7,9,23,19,6,7,9,11,7,"NW_018150170.1","Gnomon","gene",139338,143618,".","-",".","ID=gene-LOC110065550;Dbxref=GeneID:110065550;Name=LOC110065550;gbkey=Gene;gene=LOC110065550;gene_biotype=protein_coding"
"194","LOC110067001",23,79,0,122,51,39,159,70,38,15,114,85,42,120,84,"NW_018148680.1","Gnomon","exon",29821,29825,".","+",".","ID=exon-XM_020774275.1-2;Parent=rna-XM_020774275.1;Dbxref=GeneID:110067001,Genbank:XM_020774275.1;gbkey=mRNA;gene=LOC110067001;product=leucine-rich repeat protein SHOC-2-like;transcript_id=XM_020774275.1"
"195","LOC110067001",23,79,0,122,51,39,159,70,38,15,114,85,42,120,84,"NW_018148680.1","Gnomon","mRNA",29310,37022,".","+",".","ID=rna-XM_020774275.1;Parent=gene-LOC110067001;Dbxref=GeneID:110067001,Genbank:XM_020774275.1;Name=XM_020774275.1;gbkey=mRNA;gene=LOC110067001;model_evidence=Supporting evidence includes similarity to: 20 Proteins%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments;product=leucine-rich repeat protein SHOC-2-like;transcript_id=XM_020774275.1"
"196","LOC110067001",23,79,0,122,51,39,159,70,38,15,114,85,42,120,84,"NW_018148680.1","Gnomon","exon",29310,29736,".","+",".","ID=exon-XM_020774275.1-1;Parent=rna-XM_020774275.1;Dbxref=GeneID:110067001,Genbank:XM_020774275.1;gbkey=mRNA;gene=LOC110067001;product=leucine-rich repeat protein SHOC-2-like;transcript_id=XM_020774275.1"
"197","LOC110067001",23,79,0,122,51,39,159,70,38,15,114,85,42,120,84,"NW_018148680.1","Gnomon","CDS",29889,30475,".","+","2","ID=cds-XP_020629934.1;Parent=rna-XM_020774275.1;Dbxref=GeneID:110067001,Genbank:XP_020629934.1;Name=XP_020629934.1;gbkey=CDS;gene=LOC110067001;product=leucine-rich repeat protein SHOC-2-like;protein_id=XP_020629934.1"
"198","LOC110067001",23,79,0,122,51,39,159,70,38,15,114,85,42,120,84,"NW_018148680.1","Gnomon","CDS",29821,29825,".","+","1","ID=cds-XP_020629934.1;Parent=rna-XM_020774275.1;Dbxref=GeneID:110067001,Genbank:XP_020629934.1;Name=XP_020629934.1;gbkey=CDS;gene=LOC110067001;product=leucine-rich repeat protein SHOC-2-like;protein_id=XP_020629934.1"
"199","LOC110067001",23,79,0,122,51,39,159,70,38,15,114,85,42,120,84,"NW_018148680.1","Gnomon","gene",29310,37022,".","+",".","ID=gene-LOC110067001;Dbxref=GeneID:110067001;Name=LOC110067001;gbkey=Gene;gene=LOC110067001;gene_biotype=protein_coding"
"200","LOC110067001",23,79,0,122,51,39,159,70,38,15,114,85,42,120,84,"NW_018148680.1","Gnomon","exon",29889,37022,".","+",".","ID=exon-XM_020774275.1-3;Parent=rna-XM_020774275.1;Dbxref=GeneID:110067001,Genbank:XM_020774275.1;gbkey=mRNA;gene=LOC110067001;product=leucine-rich repeat protein SHOC-2-like;transcript_id=XM_020774275.1"
"201","LOC110067001",23,79,0,122,51,39,159,70,38,15,114,85,42,120,84,"NW_018148680.1","Gnomon","CDS",29348,29736,".","+","0","ID=cds-XP_020629934.1;Parent=rna-XM_020774275.1;Dbxref=GeneID:110067001,Genbank:XP_020629934.1;Name=XP_020629934.1;gbkey=CDS;gene=LOC110067001;product=leucine-rich repeat protein SHOC-2-like;protein_id=XP_020629934.1"
"202","LOC110068978",107,21,26,53,35,34,37,53,86,52,25,25,26,64,49,"NW_018148695.1","Gnomon","gene",875478,886953,".","+",".","ID=gene-LOC110068978;Dbxref=GeneID:110068978;Name=LOC110068978;gbkey=Gene;gene=LOC110068978;gene_biotype=protein_coding"
