Orthogroup	Acerv_assembly_v1.0.protein	Pocillopora_acuta_HIv1.genes.pep
OG0004830	Acerv_evm.model.Segkk1050_pilon.19	Pocillopora_acuta_HIv1_PredGene_g25155.t1
OG0004831	Acerv_evm.model.Segkk1050_pilon.8	Pocillopora_acuta_HIv1_PredGene_g25149.t2, Pocillopora_acuta_HIv1_PredGene_g25149.t1
OG0004832	Acerv_evm.model.Segkk1050_pilon.4	Pocillopora_acuta_HIv1_PredGene_g282.t1, Pocillopora_acuta_HIv1_PredGene_g281.t1, Pocillopora_acuta_HIv1_PredGene_12487_t
OG0004833	Acerv_evm.model.Segkk1058_pilon.3, Acerv_evm.model.Segkk1635_pilon.4, Acerv_evm.model.Segkk1058_pilon.2, Acerv_evm.model.Segkk1712_pilon.4	Pocillopora_acuta_HIv1_PredGene_g29967.t1, Pocillopora_acuta_HIv1_PredGene_g29192.t1, Pocillopora_acuta_HIv1_PredGene_g29211.t1
OG0004834	Acerv_evm.model.Segkk2122_pilon.14	Pocillopora_acuta_HIv1_PredGene_g19218.t1
OG0004835	Acerv_evm.model.Segkk1065_pilon.3	Pocillopora_acuta_HIv1_PredGene_g31551.t1
OG0004836	Acerv_evm.model.Segkk1068_pilon.23	Pocillopora_acuta_HIv1_PredGene_g13070.t1, Pocillopora_acuta_HIv1_PredGene_g13979.t1, Pocillopora_acuta_HIv1_PredGene_g13976.t1
OG0004836	Acerv_evm.model.Segkk1609_pilon.2	Pocillopora_acuta_HIv1_PredGene_g6742.t1
OG0004837	Acerv_evm.model.Segkk1070_pilon.4	Pocillopora_acuta_HIv1_PredGene_g4614.t1, Pocillopora_acuta_HIv1_PredGene_8867_t, Pocillopora_acuta_HIv1_PredGene_g4614.t2
OG0004838	Acerv_evm.model.Segkk1070_pilon.3	Pocillopora_acuta_HIv1_PredGene_g4615.t1, Pocillopora_acuta_HIv1_PredGene_g4595.t1
OG0004839	Acerv_evm.model.Segkk1070_pilon.2	Pocillopora_acuta_HIv1_PredGene_g4616.t1
OG0004840	Acerv_evm.model.Segkk1070_pilon.1, Acerv_evm.model.Segkk2390_pilon.34	Pocillopora_acuta_HIv1_PredGene_g4623.t1
OG0004841	Acerv_evm.model.Segkk1070_pilon.19	Pocillopora_acuta_HIv1_PredGene_g4599.t1
OG0004842	Acerv_evm.model.Segkk1070_pilon.15	Pocillopora_acuta_HIv1_PredGene_g4602.t1, Pocillopora_acuta_HIv1_PredGene_g4602.t2
OG0004843	Acerv_evm.model.Segkk1071_pilon.2	Pocillopora_acuta_HIv1_PredGene_g25310.t1, Pocillopora_acuta_HIv1_PredGene_g30326.t1, Pocillopora_acuta_HIv1_PredGene_g25308.t1
OG0004844	Acerv_evm.model.Segkk1071_pilon.10, Acerv_evm.model.Segkk3152_pilon.4	Pocillopora_acuta_HIv1_PredGene_g25302.t1, Pocillopora_acuta_HIv1_PredGene_g30320.t1
OG0004845	Acerv_evm.model.Segkk1072_pilon.14	Pocillopora_acuta_HIv1_PredGene_g22227.t1, Pocillopora_acuta_HIv1_PredGene_g26613.t1
OG0004846	Acerv_evm.model.Segkk1072_pilon.17	Pocillopora_acuta_HIv1_PredGene_g26616.t1, Pocillopora_acuta_HIv1_PredGene_g22224.t1, Pocillopora_acuta_HIv1_PredGene_g22223.t1, Pocillopora_acuta_HIv1_PredGene_g26617.t1
OG0004847	Acerv_evm.model.Segkk1073_pilon.6	Pocillopora_acuta_HIv1_PredGene_g28805.t1, Pocillopora_acuta_HIv1_PredGene_g1555.t1, Pocillopora_acuta_HIv1_PredGene_g28807.t1, Pocillopora_acuta_HIv1_PredGene_g23541.t1, Pocillopora_acuta_HIv1_PredGene_g1554.t1, Pocillopora_acuta_HIv1_PredGene_g23540.t1
OG0004848	Acerv_evm.model.Segkk1073_pilon.7	Pocillopora_acuta_HIv1_PredGene_22075_t, Pocillopora_acuta_HIv1_PredGene_19949_t, Pocillopora_acuta_HIv1_PredGene_7957_t
OG0004849	Acerv_evm.model.Segkk1075_pilon.9	Pocillopora_acuta_HIv1_PredGene_g9463.t1
OG0004850	Acerv_evm.model.Segkk1076_pilon.4	Pocillopora_acuta_HIv1_PredGene_g32031.t1
OG0004851	Acerv_evm.model.Segkk1076_pilon.11	Pocillopora_acuta_HIv1_PredGene_g32022.t1
OG0004852	Acerv_evm.model.Segkk1077_pilon.13	Pocillopora_acuta_HIv1_PredGene_g29514.t1, Pocillopora_acuta_HIv1_PredGene_g29778.t1
OG0004853	Acerv_evm.model.Segkk1077_pilon.7	Pocillopora_acuta_HIv1_PredGene_g5344.t1
OG0004854	Acerv_evm.model.Segkk1078_pilon.17	Pocillopora_acuta_HIv1_PredGene_g29750.t1
OG0004855	Acerv_evm.model.Segkk1078_pilon.77	Pocillopora_acuta_HIv1_PredGene_g8331.t1
OG0004856	Acerv_evm.model.Segkk2752_pilon.50, Acerv_evm.model.Segkk1894_pilon.4, Acerv_evm.model.Segkk1079_pilon.9, Acerv_evm.model.Segkk2594_pilon.17, Acerv_evm.model.Segkk3528_pilon.2, Acerv_evm.model.Segkk2451_pilon.33	Pocillopora_acuta_HIv1_PredGene_g20794.t1
OG0004857	Acerv_evm.model.Segkk1081_pilon.10	Pocillopora_acuta_HIv1_PredGene_g30966.t2, Pocillopora_acuta_HIv1_PredGene_g30966.t1
OG0004858	Acerv_evm.model.Segkk1092_pilon.6	Pocillopora_acuta_HIv1_PredGene_g12009.t1
OG0004859	Acerv_evm.model.Segkk1092_pilon.4	Pocillopora_acuta_HIv1_PredGene_g12011.t2, Pocillopora_acuta_HIv1_PredGene_g12011.t1
OG0004860	Acerv_evm.model.Segkk1093_pilon.4	Pocillopora_acuta_HIv1_PredGene_g22051.t1, Pocillopora_acuta_HIv1_PredGene_g22051.t2
OG0004861	Acerv_evm.model.Segkk1102_pilon.3	Pocillopora_acuta_HIv1_PredGene_g8023.t1
OG0004862	Acerv_evm.model.Segkk1310_pilon.5, Acerv_evm.model.Segkk1113_pilon.3	Pocillopora_acuta_HIv1_PredGene_g15958.t1
OG0004863	Acerv_evm.model.Segkk1125_pilon.1	Pocillopora_acuta_HIv1_PredGene_g13962.t1
OG0004865	Acerv_evm.model.Segkk3997_pilon.6, Acerv_evm.model.Segkk1127_pilon.7, Acerv_evm.model.Segkk2908_pilon.3	Pocillopora_acuta_HIv1_PredGene_g12574.t1, Pocillopora_acuta_HIv1_PredGene_g14389.t1, Pocillopora_acuta_HIv1_PredGene_g2163.t1
OG0004866	Acerv_evm.model.Segkk1130_pilon.6	Pocillopora_acuta_HIv1_PredGene_g33606.t1, Pocillopora_acuta_HIv1_PredGene_g28029.t1
OG0004867	Acerv_evm.model.Segkk1130_pilon.7	Pocillopora_acuta_HIv1_PredGene_g33607.t1, Pocillopora_acuta_HIv1_PredGene_g28028.t1
OG0004868	Acerv_evm.model.Segkk1140_pilon.15	Pocillopora_acuta_HIv1_PredGene_g1440.t1, Pocillopora_acuta_HIv1_PredGene_g21601.t1, Pocillopora_acuta_HIv1_PredGene_g3047.t1
OG0004869	Acerv_evm.model.Segkk1140_pilon.20	Pocillopora_acuta_HIv1_PredGene_g21594.t1, Pocillopora_acuta_HIv1_PredGene_g3054.t1
OG0004870	Acerv_evm.model.Segkk1151_pilon.36, Acerv_evm.model.Segkk3999_pilon.23, Acerv_evm.model.Segkk3496_pilon.7	Pocillopora_acuta_HIv1_PredGene_g23556.t1, Pocillopora_acuta_HIv1_PredGene_g24754.t1, Pocillopora_acuta_HIv1_PredGene_g12424.t1, Pocillopora_acuta_HIv1_PredGene_g32909.t1
OG0004871	Acerv_evm.model.Segkk1151_pilon.3	Pocillopora_acuta_HIv1_PredGene_g23444.t2, Pocillopora_acuta_HIv1_PredGene_g23444.t1
OG0004872	Acerv_evm.model.Segkk1151_pilon.5	Pocillopora_acuta_HIv1_PredGene_7650_t, Pocillopora_acuta_HIv1_PredGene_g32049.t1
OG0004873	Acerv_evm.model.Segkk1152_pilon.3	Pocillopora_acuta_HIv1_PredGene_g29302.t2, Pocillopora_acuta_HIv1_PredGene_g29302.t1
OG0004874	Acerv_evm.model.Segkk1152_pilon.1	Pocillopora_acuta_HIv1_PredGene_g29304.t1
OG0004875	Acerv_evm.model.Segkk1158_pilon.29	Pocillopora_acuta_HIv1_PredGene_23420_t, Pocillopora_acuta_HIv1_PredGene_g30522.t1
OG0004876	Acerv_evm.model.Segkk2741_pilon.10, Acerv_evm.model.Segkk1517_pilon.8, Acerv_evm.model.Segkk1164_pilon.2	Pocillopora_acuta_HIv1_PredGene_g26441.t1, Pocillopora_acuta_HIv1_PredGene_g28860.t1, Pocillopora_acuta_HIv1_PredGene_g24748.t1
OG0004877	Acerv_evm.model.Segkk1165_pilon.5, Acerv_evm.model.Segkk2868_pilon.1	Pocillopora_acuta_HIv1_PredGene_g21647.t1, Pocillopora_acuta_HIv1_PredGene_g1517.t1
OG0004878	Acerv_evm.model.Segkk1169_pilon.11, Acerv_evm.model.Segkk1169_pilon.12	Pocillopora_acuta_HIv1_PredGene_g7363.t1
OG0004879	Acerv_evm.model.Segkk1178_pilon.5, Acerv_evm.model.Segkk3638_pilon.7	Pocillopora_acuta_HIv1_PredGene_g13039.t1, Pocillopora_acuta_HIv1_PredGene_g32456.t1
OG0004880	Acerv_evm.model.Segkk1178_pilon.2	Pocillopora_acuta_HIv1_PredGene_g13034.t1, Pocillopora_acuta_HIv1_PredGene_g32451.t1
OG0004881	Acerv_evm.model.Segkk1183_pilon.4	Pocillopora_acuta_HIv1_PredGene_g22055.t1, Pocillopora_acuta_HIv1_PredGene_4293_t
OG0004882	Acerv_evm.model.Segkk1185_pilon.3	Pocillopora_acuta_HIv1_PredGene_g13162.t1, Pocillopora_acuta_HIv1_PredGene_g26084.t1, Pocillopora_acuta_HIv1_PredGene_g13161.t1
OG0004883	Acerv_evm.model.Segkk1190_pilon.3	Pocillopora_acuta_HIv1_PredGene_g25317.t2, Pocillopora_acuta_HIv1_PredGene_g25317.t1
OG0004884	Acerv_evm.model.Segkk1194_pilon.7	Pocillopora_acuta_HIv1_PredGene_g14615.t1
OG0004886	Acerv_evm.model.Segkk1205_pilon.1	Pocillopora_acuta_HIv1_PredGene_g26078.t1, Pocillopora_acuta_HIv1_PredGene_g5671.t1, Pocillopora_acuta_HIv1_PredGene_g14279.t1, Pocillopora_acuta_HIv1_PredGene_g5569.t1, Pocillopora_acuta_HIv1_PredGene_g5569.t2, Pocillopora_acuta_HIv1_PredGene_8531_t
OG0004887	Acerv_evm.model.Segkk3482_pilon.10, Acerv_evm.model.Segkk1211_pilon.1, Acerv_evm.model.Segkk3537_pilon.5, Acerv_evm.model.Segkk1205_pilon.8	Pocillopora_acuta_HIv1_PredGene_g12090.t1, Pocillopora_acuta_HIv1_PredGene_g28163.t1
OG0004888	Acerv_evm.model.Segkk1209_pilon.6	Pocillopora_acuta_HIv1_PredGene_g24192.t1
OG0004889	Acerv_evm.model.Segkk1209_pilon.8	Pocillopora_acuta_HIv1_PredGene_g24220.t1, Pocillopora_acuta_HIv1_PredGene_g3864.t1, Pocillopora_acuta_HIv1_PredGene_14743_t
OG0004890	Acerv_evm.model.Segkk2540_pilon.7, Acerv_evm.model.Segkk1599_pilon.9, Acerv_evm.model.Segkk1962_pilon.2, Acerv_evm.model.Segkk1211_pilon.6	Pocillopora_acuta_HIv1_PredGene_g4708.t1, Pocillopora_acuta_HIv1_PredGene_g12262.t1
OG0004891	Acerv_evm.model.Segkk1211_pilon.11	Pocillopora_acuta_HIv1_PredGene_g22853.t1, Pocillopora_acuta_HIv1_PredGene_g31012.t1
OG0004892	Acerv_evm.model.Segkk2919_pilon.2, Acerv_evm.model.Segkk1215_pilon.3	Pocillopora_acuta_HIv1_PredGene_g20764.t1
OG0004893	Acerv_evm.model.Segkk1221_pilon.11	Pocillopora_acuta_HIv1_PredGene_g17286.t1
OG0004894	Acerv_evm.model.Segkk1221_pilon.4	Pocillopora_acuta_HIv1_PredGene_g31448.t1, Pocillopora_acuta_HIv1_PredGene_30563_t, Pocillopora_acuta_HIv1_PredGene_g32081.t1
OG0004895	Acerv_evm.model.Segkk1223_pilon.1, Acerv_evm.model.Segkk1229_pilon.7	Pocillopora_acuta_HIv1_PredGene_g12126.t1
OG0004896	Acerv_evm.model.Segkk2237_pilon.9, Acerv_evm.model.Segkk1226_pilon.5	Pocillopora_acuta_HIv1_PredGene_g7198.t1
OG0004897	Acerv_evm.model.Segkk1227_pilon.7	Pocillopora_acuta_HIv1_PredGene_g24866.t1, Pocillopora_acuta_HIv1_PredGene_g24865.t1
OG0004898	Acerv_evm.model.Segkk4326_pilon.1, Acerv_evm.model.Segkk1235_pilon.1, Acerv_evm.model.Segkk1235_pilon.2	Pocillopora_acuta_HIv1_PredGene_g26898.t1
OG0004899	Acerv_evm.model.Segkk1241_pilon.8	Pocillopora_acuta_HIv1_PredGene_g19673.t1, Pocillopora_acuta_HIv1_PredGene_28998_t
OG0004900	Acerv_evm.model.Segkk3832_pilon.7, Acerv_evm.model.Segkk1244_pilon.10	Pocillopora_acuta_HIv1_PredGene_g29771.t1
OG0004901	Acerv_evm.model.Segkk1248_pilon.1	Pocillopora_acuta_HIv1_PredGene_g3038.t1, Pocillopora_acuta_HIv1_PredGene_g21609.t1
OG0004902	Acerv_evm.model.Segkk1248_pilon.6	Pocillopora_acuta_HIv1_PredGene_g3034.t1, Pocillopora_acuta_HIv1_PredGene_g21613.t1, Pocillopora_acuta_HIv1_PredGene_10534_t
OG0004903	Acerv_evm.model.Segkk1470_pilon.1, Acerv_evm.model.Segkk1251_pilon.2	Pocillopora_acuta_HIv1_PredGene_g14838.t1, Pocillopora_acuta_HIv1_PredGene_15455_t
OG0004904	Acerv_evm.model.Segkk1252_pilon.14	Pocillopora_acuta_HIv1_PredGene_g11236.t1
OG0004905	Acerv_evm.model.Segkk1252_pilon.6	Pocillopora_acuta_HIv1_PredGene_21647_t, Pocillopora_acuta_HIv1_PredGene_g24340.t1, Pocillopora_acuta_HIv1_PredGene_g5956.t1
OG0004906	Acerv_evm.model.Segkk1253_pilon.7	Pocillopora_acuta_HIv1_PredGene_g20940.t1
OG0004907	Acerv_evm.model.Segkk1261_pilon.9	Pocillopora_acuta_HIv1_PredGene_g13028.t1
OG0004908	Acerv_evm.model.Segkk1263_pilon.21	Pocillopora_acuta_HIv1_PredGene_g4361.t1
OG0004909	Acerv_evm.model.Segkk1263_pilon.14	Pocillopora_acuta_HIv1_PredGene_g422.t1
OG0004910	Acerv_evm.model.Segkk1263_pilon.19	Pocillopora_acuta_HIv1_PredGene_g4359.t1
OG0004911	Acerv_evm.model.Segkk1263_pilon.37	Pocillopora_acuta_HIv1_PredGene_g21506.t2, Pocillopora_acuta_HIv1_PredGene_g21506.t1
OG0004912	Acerv_evm.model.Segkk1263_pilon.53	Pocillopora_acuta_HIv1_PredGene_g21542.t1
OG0004913	Acerv_evm.model.Segkk1271_pilon.1, Acerv_evm.model.Segkk4023_pilon.5	Pocillopora_acuta_HIv1_PredGene_g32953.t1
OG0004914	Acerv_evm.model.Segkk1274_pilon.1	Pocillopora_acuta_HIv1_PredGene_g13932.t1, Pocillopora_acuta_HIv1_PredGene_g13932.t2
OG0004915	Acerv_evm.model.Segkk1275_pilon.3	Pocillopora_acuta_HIv1_PredGene_g32546.t1, Pocillopora_acuta_HIv1_PredGene_g30059.t1
OG0004917	Acerv_evm.model.Segkk1276_pilon.4	Pocillopora_acuta_HIv1_PredGene_g2697.t1
OG0004918	Acerv_evm.model.Segkk1276_pilon.10	Pocillopora_acuta_HIv1_PredGene_7184_t, Pocillopora_acuta_HIv1_PredGene_g21592.t1, Pocillopora_acuta_HIv1_PredGene_g3056.t1
OG0004919	Acerv_evm.model.Segkk1279_pilon.5	Pocillopora_acuta_HIv1_PredGene_g27957.t1, Pocillopora_acuta_HIv1_PredGene_g19544.t1, Pocillopora_acuta_HIv1_PredGene_g32329.t1
OG0004920	Acerv_evm.model.Segkk1281_pilon.14, Acerv_evm.model.Segkk2578_pilon.28, Acerv_evm.model.Segkk2225_pilon.5	Pocillopora_acuta_HIv1_PredGene_g11276.t1, Pocillopora_acuta_HIv1_PredGene_g21231.t1
OG0004922	Acerv_evm.model.Segkk1282_pilon.6	Pocillopora_acuta_HIv1_PredGene_g3790.t1
OG0004923	Acerv_evm.model.Segkk1285_pilon.2	Pocillopora_acuta_HIv1_PredGene_g20266.t1, Pocillopora_acuta_HIv1_PredGene_5505_t, Pocillopora_acuta_HIv1_PredGene_g30750.t1
OG0004924	Acerv_evm.model.Segkk1288_pilon.46, Acerv_evm.model.Segkk2586_pilon.3, Acerv_evm.model.Segkk2782_pilon.37, Acerv_evm.model.Segkk3466_pilon.8	Pocillopora_acuta_HIv1_PredGene_g13762.t1, Pocillopora_acuta_HIv1_PredGene_g13765.t1
OG0004925	Acerv_evm.model.Segkk3118_pilon.5, Acerv_evm.model.Segkk3118_pilon.4, Acerv_evm.model.Segkk1289_pilon.2, Acerv_evm.model.Segkk3118_pilon.3	Pocillopora_acuta_HIv1_PredGene_g12853.t1
OG0004926	Acerv_evm.model.Segkk1290_pilon.4	Pocillopora_acuta_HIv1_PredGene_g5079.t1
OG0004927	Acerv_evm.model.Segkk1290_pilon.35	Pocillopora_acuta_HIv1_PredGene_g24614.t1, Pocillopora_acuta_HIv1_PredGene_g24613.t1
OG0004928	Acerv_evm.model.Segkk1295_pilon.4, Acerv_evm.model.Segkk1295_pilon.5	Pocillopora_acuta_HIv1_PredGene_g30409.t1
OG0004929	Acerv_evm.model.Segkk1299_pilon.7	Pocillopora_acuta_HIv1_PredGene_g17861.t1
OG0004930	Acerv_evm.model.Segkk1302_pilon.13, Acerv_evm.model.Segkk3610_pilon.1	Pocillopora_acuta_HIv1_PredGene_g10550.t1
OG0004931	Acerv_evm.model.Segkk1303_pilon.7	Pocillopora_acuta_HIv1_PredGene_g6839.t1
OG0004932	Acerv_evm.model.Segkk1303_pilon.5	Pocillopora_acuta_HIv1_PredGene_18473_t, Pocillopora_acuta_HIv1_PredGene_g6829.t1
OG0004933	Acerv_evm.model.Segkk1304_pilon.3	Pocillopora_acuta_HIv1_PredGene_g13415.t1, Pocillopora_acuta_HIv1_PredGene_g13415.t2
OG0004934	Acerv_evm.model.Segkk1304_pilon.5	Pocillopora_acuta_HIv1_PredGene_g20758.t1, Pocillopora_acuta_HIv1_PredGene_g13425.t1, Pocillopora_acuta_HIv1_PredGene_g13420.t1
OG0004935	Acerv_evm.model.Segkk1304_pilon.4	Pocillopora_acuta_HIv1_PredGene_g13416.t1, Pocillopora_acuta_HIv1_PredGene_24613_t
OG0004936	Acerv_evm.model.Segkk1304_pilon.6	Pocillopora_acuta_HIv1_PredGene_g13421.t1
OG0004937	Acerv_evm.model.Segkk1304_pilon.24, Acerv_evm.model.Segkk1304_pilon.27	Pocillopora_acuta_HIv1_PredGene_g31067.t1
OG0004938	Acerv_evm.model.Segkk1451_pilon.2, Acerv_evm.model.Segkk2510_pilon.36, Acerv_evm.model.Segkk1309_pilon.10, Acerv_evm.model.Segkk3386_pilon.19	Pocillopora_acuta_HIv1_PredGene_g32779.t1, Pocillopora_acuta_HIv1_PredGene_g14559.t1, Pocillopora_acuta_HIv1_PredGene_g28351.t1
OG0004940	Acerv_evm.model.Segkk1318_pilon.4	Pocillopora_acuta_HIv1_PredGene_g25485.t1, Pocillopora_acuta_HIv1_PredGene_g25485.t2
OG0004941	Acerv_evm.model.Segkk1325_pilon.7	Pocillopora_acuta_HIv1_PredGene_g11353.t1, Pocillopora_acuta_HIv1_PredGene_g11360.t1
OG0004942	Acerv_evm.model.Segkk1325_pilon.5	Pocillopora_acuta_HIv1_PredGene_g14026.t1
OG0004943	Acerv_evm.model.Segkk1328_pilon.4	Pocillopora_acuta_HIv1_PredGene_g20234.t1, Pocillopora_acuta_HIv1_PredGene_g19019.t1, Pocillopora_acuta_HIv1_PredGene_g8792.t1
OG0004944	Acerv_evm.model.Segkk1332_pilon.9	Pocillopora_acuta_HIv1_PredGene_g7001.t2, Pocillopora_acuta_HIv1_PredGene_g7001.t1
OG0004946	Acerv_evm.model.Segkk1343_pilon.15	Pocillopora_acuta_HIv1_PredGene_g19186.t1, Pocillopora_acuta_HIv1_PredGene_g19180.t1
OG0004947	Acerv_evm.model.Segkk1732_pilon.3, Acerv_evm.model.Segkk1348_pilon.10	Pocillopora_acuta_HIv1_PredGene_g21357.t1
OG0004948	Acerv_evm.model.Segkk2483_pilon.4, Acerv_evm.model.Segkk1349_pilon.1	Pocillopora_acuta_HIv1_PredGene_g10556.t1, Pocillopora_acuta_HIv1_PredGene_g10556.t2
OG0004949	Acerv_evm.model.Segkk1368_pilon.3	Pocillopora_acuta_HIv1_PredGene_g33288.t1, Pocillopora_acuta_HIv1_PredGene_29469_t, Pocillopora_acuta_HIv1_PredGene_28849_t
OG0004950	Acerv_evm.model.Segkk1371_pilon.1, Acerv_evm.model.Segkk1927_pilon.5	Pocillopora_acuta_HIv1_PredGene_g18084.t1, Pocillopora_acuta_HIv1_PredGene_g12693.t1
OG0004951	Acerv_evm.model.Segkk1371_pilon.2, Acerv_evm.model.Segkk1927_pilon.6	Pocillopora_acuta_HIv1_PredGene_g12690.t1, Pocillopora_acuta_HIv1_PredGene_g18086.t1
OG0004952	Acerv_evm.model.Segkk1375_pilon.22	Pocillopora_acuta_HIv1_PredGene_g18688.t1, Pocillopora_acuta_HIv1_PredGene_4148_t
OG0004953	Acerv_evm.model.Segkk1380_pilon.21	Pocillopora_acuta_HIv1_PredGene_g24966.t1
OG0004954	Acerv_evm.model.Segkk1380_pilon.8	Pocillopora_acuta_HIv1_PredGene_g24956.t1
OG0004956	Acerv_evm.model.Segkk4107_pilon.1, Acerv_evm.model.Segkk1386_pilon.10	Pocillopora_acuta_HIv1_PredGene_g14355.t1
OG0004957	Acerv_evm.model.Segkk1386_pilon.4	Pocillopora_acuta_HIv1_PredGene_g3634.t1, Pocillopora_acuta_HIv1_PredGene_g3635.t1
OG0004958	Acerv_evm.model.Segkk1388_pilon.12	Pocillopora_acuta_HIv1_PredGene_g7410.t1, Pocillopora_acuta_HIv1_PredGene_g7405.t1
OG0004959	Acerv_evm.model.Segkk1389_pilon.1	Pocillopora_acuta_HIv1_PredGene_g4213.t1, Pocillopora_acuta_HIv1_PredGene_g24167.t1, Pocillopora_acuta_HIv1_PredGene_g7871.t1, Pocillopora_acuta_HIv1_PredGene_g12657.t1, Pocillopora_acuta_HIv1_PredGene_g32242.t1
OG0004960	Acerv_evm.model.Segkk1392_pilon.7	Pocillopora_acuta_HIv1_PredGene_30352_t, Pocillopora_acuta_HIv1_PredGene_g21680.t1
OG0004961	Acerv_evm.model.Segkk1397_pilon.3	Pocillopora_acuta_HIv1_PredGene_g22059.t1, Pocillopora_acuta_HIv1_PredGene_4297_t
OG0004962	Acerv_evm.model.Segkk1403_pilon.1, Acerv_evm.model.Segkk1546_pilon.10	Pocillopora_acuta_HIv1_PredGene_5716_t, Pocillopora_acuta_HIv1_PredGene_g20494.t1, Pocillopora_acuta_HIv1_PredGene_g6459.t1
OG0004963	Acerv_evm.model.Segkk1403_pilon.2, Acerv_evm.model.Segkk1546_pilon.9	Pocillopora_acuta_HIv1_PredGene_g20495.t1, Pocillopora_acuta_HIv1_PredGene_g6458.t1
OG0004964	Acerv_evm.model.Segkk1412_pilon.7	Pocillopora_acuta_HIv1_PredGene_g21957.t1, Pocillopora_acuta_HIv1_PredGene_g12103.t1, Pocillopora_acuta_HIv1_PredGene_g21958.t1
OG0004965	Acerv_evm.model.Segkk1412_pilon.14	Pocillopora_acuta_HIv1_PredGene_g21993.t1
OG0004966	Acerv_evm.model.Segkk1424_pilon.6	Pocillopora_acuta_HIv1_PredGene_g9220.t1, Pocillopora_acuta_HIv1_PredGene_g9219.t1
OG0004967	Acerv_evm.model.Segkk1429_pilon.1	Pocillopora_acuta_HIv1_PredGene_g9858.t1, Pocillopora_acuta_HIv1_PredGene_15102_t
OG0004968	Acerv_evm.model.Segkk1430_pilon.10	Pocillopora_acuta_HIv1_PredGene_g22125.t1, Pocillopora_acuta_HIv1_PredGene_g22131.t1, Pocillopora_acuta_HIv1_PredGene_g22135.t1
OG0004969	Acerv_evm.model.Segkk1438_pilon.9, Acerv_evm.model.Segkk2013_pilon.7	Pocillopora_acuta_HIv1_PredGene_g12078.t1
OG0004970	Acerv_evm.model.Segkk2013_pilon.5, Acerv_evm.model.Segkk1438_pilon.5	Pocillopora_acuta_HIv1_PredGene_g12082.t1
OG0004971	Acerv_evm.model.Segkk1438_pilon.18	Pocillopora_acuta_HIv1_PredGene_g8125.t1
OG0004972	Acerv_evm.model.Segkk1440_pilon.11	Pocillopora_acuta_HIv1_PredGene_7419_t, Pocillopora_acuta_HIv1_PredGene_g25567.t1
OG0004973	Acerv_evm.model.Segkk1440_pilon.2	Pocillopora_acuta_HIv1_PredGene_g31650.t2, Pocillopora_acuta_HIv1_PredGene_g31650.t1
OG0004974	Acerv_evm.model.Segkk1440_pilon.15	Pocillopora_acuta_HIv1_PredGene_g25572.t2, Pocillopora_acuta_HIv1_PredGene_g25572.t1, Pocillopora_acuta_HIv1_PredGene_7424_t
OG0004975	Acerv_evm.model.Segkk2087_pilon.3, Acerv_evm.model.Segkk1443_pilon.2	Pocillopora_acuta_HIv1_PredGene_g31003.t1
OG0004976	Acerv_evm.model.Segkk1444_pilon.3, Acerv_evm.model.Segkk3455_pilon.5	Pocillopora_acuta_HIv1_PredGene_g32552.t1, Pocillopora_acuta_HIv1_PredGene_g30053.t1
OG0004980	Acerv_evm.model.Segkk3512_pilon.3, Acerv_evm.model.Segkk1465_pilon.2	Pocillopora_acuta_HIv1_PredGene_g28429.t2, Pocillopora_acuta_HIv1_PredGene_g28429.t1
OG0004981	Acerv_evm.model.Segkk1466_pilon.10, Acerv_evm.model.Segkk1492_pilon.1	Pocillopora_acuta_HIv1_PredGene_g17084.t1, Pocillopora_acuta_HIv1_PredGene_2449_t
OG0004982	Acerv_evm.model.Segkk1492_pilon.5, Acerv_evm.model.Segkk1466_pilon.6	Pocillopora_acuta_HIv1_PredGene_g17079.t1
OG0004983	Acerv_evm.model.Segkk1466_pilon.3, Acerv_evm.model.Segkk1492_pilon.7	Pocillopora_acuta_HIv1_PredGene_g17078.t1, Pocillopora_acuta_HIv1_PredGene_2443_t
OG0004984	Acerv_evm.model.Segkk1469_pilon.11	Pocillopora_acuta_HIv1_PredGene_28966_t, Pocillopora_acuta_HIv1_PredGene_g10338.t1
OG0004985	Acerv_evm.model.Segkk1481_pilon.8	Pocillopora_acuta_HIv1_PredGene_g7800.t1
OG0004986	Acerv_evm.model.Segkk1486_pilon.6	Pocillopora_acuta_HIv1_PredGene_5665_t, Pocillopora_acuta_HIv1_PredGene_g6407.t1
OG0004987	Acerv_evm.model.Segkk1488_pilon.5	Pocillopora_acuta_HIv1_PredGene_g22425.t1, Pocillopora_acuta_HIv1_PredGene_g13018.t1
OG0004988	Acerv_evm.model.Segkk1488_pilon.22	Pocillopora_acuta_HIv1_PredGene_g22407.t1, Pocillopora_acuta_HIv1_PredGene_g22409.t1
OG0004989	Acerv_evm.model.Segkk1488_pilon.1	Pocillopora_acuta_HIv1_PredGene_g13013.t1, Pocillopora_acuta_HIv1_PredGene_25089_t
OG0004990	Acerv_evm.model.Segkk1489_pilon.3	Pocillopora_acuta_HIv1_PredGene_g21771.t1
OG0004991	Acerv_evm.model.Segkk1489_pilon.10	Pocillopora_acuta_HIv1_PredGene_g3573.t2, Pocillopora_acuta_HIv1_PredGene_g3573.t1
