"","gene","GO.ID","term","ontology","over_represented_pvalue","4_2","11_2","39_2","41_2","1_2","28_2","42_2","47_2","2_2","35_2","36_2","38_2"
"276","LOC113675263","GO:0015276,GO:0016020","ligand-gated ion channel activity,membrane","MF,CC","0.0332067480442562,0",11,18,32,40,30,40,40,39,15,29,32,36
"277","LOC113675293","NA","NA","NA","NA",19,11,17,16,21,10,16,17,7,18,21,23
"278","LOC113675414","GO:0000413,GO:0003755","protein peptidyl-prolyl isomerization,peptidyl-prolyl cis-trans isomerase activity","BP,MF","0.0319975997286393,0.0319975997286393",1097,884,988,1035,484,346,512,318,181,434,299,363
"279","LOC113675415","NA","NA","NA","NA",9,6,13,12,13,6,15,15,5,19,14,13
"280","LOC113675484","NA","NA","NA","NA",139,50,62,97,121,92,74,73,76,91,106,126
"281","LOC113675528","GO:0005515","protein binding","MF","4.55882921845145e-116",115,85,56,71,109,84,125,103,80,97,95,145
"282","LOC113675698","GO:0003735,GO:0005840,GO:0006412","structural constituent of ribosome,ribosome,translation","MF,CC,BP","3.9594286143426e-06,3.9594286143426e-06,3.9594286143426e-06",11565,16852,11325,12376,1180,1391,1199,1915,1242,2782,3696,366
"283","LOC113675703","NA","NA","NA","NA",596,699,597,547,151,78,162,111,61,150,157,209
"284","LOC113675766","NA","NA","NA","NA",17,24,17,15,96,293,541,62,263,79,162,255
"285","LOC113675825","NA","NA","NA","NA",41,46,74,63,42,33,50,47,27,47,53,69
"286","LOC113675826","GO:0051087","chaperone binding","MF","0.043664203796023",32,13,24,23,23,30,19,11,17,42,35,28
"287","LOC113675828","GO:0005515,GO:0008270","protein binding,zinc ion binding","MF,MF","4.55882921845145e-116,0",20,70,36,12,178,151,180,110,162,164,202,206
"288","LOC113675830","GO:0008270","zinc ion binding","MF","0",51,53,81,48,88,40,29,31,43,50,83,98
"289","LOC113675837","GO:0003924,GO:0005525,GO:0005525","GTPase activity,GTP binding,GTP binding","MF,MF,MF","2.89515814022128e-09,3.66775810938267e-12,3.66775810938267e-12",805,527,428,364,128,98,139,100,77,109,72,111
"290","LOC113675963","NA","NA","NA","NA",42,22,40,50,51,48,39,39,13,72,31,49
"291","LOC113676006","NA","NA","NA","NA",1305,1061,1048,901,344,432,509,317,108,430,213,251
"292","LOC113676043","NA","NA","NA","NA",156,101,222,95,23,27,34,17,8,24,38,28
"293","LOC113676057","GO:0005242,GO:0006813,GO:0016021","inward rectifier potassium channel activity,potassium ion transport,integral component of membrane","MF,BP,CC","0.0383165629591646,3.86382075005186e-05,1.05240798224272e-41",412,494,352,483,126,190,166,167,61,149,125,107
"294","LOC113676077","GO:0005515,GO:0008270","protein binding,zinc ion binding","MF,MF","4.55882921845145e-116,0",42,37,55,42,41,38,39,37,37,43,40,85
"295","LOC113676193","GO:0006886,GO:0006886,GO:0015031,GO:0015031,GO:0016192,GO:0016192,GO:0030117,GO:0030117","intracellular protein transport,intracellular protein transport,protein transport,protein transport,vesicle-mediated transport,vesicle-mediated transport,membrane coat,membrane coat","BP,BP,BP,BP,BP,BP,CC,CC","1.0828150295302e-06,1.0828150295302e-06,0.00109112994872639,0.00109112994872639,0.00109094637663181,0.00109094637663181,0.00109094637663181,0.00109094637663181",2019,1323,1392,245,41,23,27,25,0,44,44,33
"296","LOC113676278","GO:0005525","GTP binding","MF","3.66775810938267e-12",190,162,181,190,193,255,178,214,152,122,103,92
"297","LOC113676283","NA","NA","NA","NA",7,23,23,24,21,13,24,54,13,29,21,24
"298","LOC113676347","GO:0005515","protein binding","MF","4.55882921845145e-116",838,979,958,1064,231,236,277,185,130,410,291,258
"299","LOC113676407","GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process","MF,BP","7.40020079886829e-08,0",24,42,19,25,34,113,30,49,140,141,84,167
"300","LOC113676510","GO:0004252,GO:0006508","serine-type endopeptidase activity,proteolysis","MF,BP","4.49624186930856e-05,0",133,343,277,176,25,15,25,23,140,31,68,42
"301","LOC113676551","NA","NA","NA","NA",1271,2381,1773,1787,531,625,837,536,298,617,638,381
"302","LOC113676559","GO:0008299,GO:0008299","isoprenoid biosynthetic process,isoprenoid biosynthetic process","BP,BP","0.00102119676814115,0.00102119676814115",180,192,167,172,54,42,72,30,38,60,41,43
"303","LOC113676583","GO:0007154,GO:0016021","cell communication,integral component of membrane","BP,CC","1.7784129712511e-06,1.05240798224272e-41",2155,2942,3773,4625,6066,4562,3911,2785,2496,4158,3904,4385
"304","LOC113676595","NA","NA","NA","NA",38,72,117,109,83,56,77,66,64,93,80,141
"305","LOC113676603","GO:0016021","integral component of membrane","CC","1.05240798224272e-41",248,366,235,299,237,239,321,217,265,257,247,281
"306","LOC113676604","GO:0005515","protein binding","MF","4.55882921845145e-116",29,11,20,9,56,79,103,45,109,12,58,47
"307","LOC113676627","GO:0006508,GO:0008237,GO:0008270,GO:0008270","proteolysis,metallopeptidase activity,zinc ion binding,zinc ion binding","BP,MF,MF,MF","0,1.10079518269249e-06,0,0",369,296,472,440,239,254,267,149,275,317,307,305
"308","LOC113676665","NA","NA","NA","NA",16,38,36,21,74,27,97,89,80,32,84,98
"309","LOC113676704","GO:0004719,GO:0006464","protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,cellular protein modification process","MF,BP","0.0534767307076147,0.0534767307076147",298,434,224,319,102,54,126,92,25,80,86,88
"310","LOC113676766","GO:0005515","protein binding","MF","4.55882921845145e-116",10,10,12,5,20,24,17,15,11,25,22,23
"311","LOC113676896","GO:0005509","calcium ion binding","MF","4.40274315060415e-12",12,36,13,17,24,17,49,32,70,27,27,29
"312","LOC113676944","NA","NA","NA","NA",157,181,173,171,26,11,34,23,25,46,58,63
"313","LOC113676977","GO:0000154,GO:0000179,GO:0008649","rRNA modification,rRNA (adenine-N6,N6-)-dimethyltransferase activity,rRNA methyltransferase activity","BP,MF,MF","0.0686313077241481,0.0686313077241481,0.0686313077241481",208,272,174,184,61,33,73,46,37,53,38,27
"314","LOC113676989","GO:0004930,GO:0007186,GO:0016021,GO:0016021","G protein-coupled receptor activity,G protein-coupled receptor signaling pathway,integral component of membrane,integral component of membrane","MF,BP,CC,CC","0,0,1.05240798224272e-41,1.05240798224272e-41",24,39,24,25,26,38,35,23,54,29,40,33
"315","LOC113677075","NA","NA","NA","NA",592,760,536,558,166,158,228,143,75,202,115,116
"316","LOC113677082","GO:0016311,GO:0016311,GO:0016791,GO:0016791","dephosphorylation,dephosphorylation,phosphatase activity,phosphatase activity","BP,BP,MF,MF","4.02844398176944e-05,4.02844398176944e-05,4.02844398176944e-05,4.02844398176944e-05",6,15,9,6,117,87,40,41,39,128,77,63
"317","LOC113677102","GO:0005515","protein binding","MF","4.55882921845145e-116",131,147,111,113,30,28,29,16,37,34,65,37
"318","LOC113677144","NA","NA","NA","NA",135,118,75,36,113,111,135,116,91,114,252,141
"319","LOC113677148","NA","NA","NA","NA",129,83,103,150,96,75,137,100,45,73,97,104
"320","LOC113677206","NA","NA","NA","NA",357,1047,1087,1022,848,806,1041,1529,671,1131,1591,750
"321","LOC113677209","NA","NA","NA","NA",38,26,55,79,85,33,75,64,25,89,35,74
"322","LOC113677253","GO:0004867,GO:0004867","serine-type endopeptidase inhibitor activity,serine-type endopeptidase inhibitor activity","MF,MF","0.00103505498306594,0.00103505498306594",661,946,835,790,602,426,690,584,494,631,617,778
"323","LOC113677266","NA","NA","NA","NA",18,18,16,4,20,6,19,6,19,25,27,13
"324","LOC113677292","GO:0006812,GO:0006814,GO:0006814,GO:0006885,GO:0006885,GO:0015299,GO:0015385,GO:0015385,GO:0016021,GO:0016021,GO:0016021,GO:0055085,GO:0055085","cation transport,sodium ion transport,sodium ion transport,regulation of pH,regulation of pH,solute:proton antiporter activity,sodium:proton antiporter activity,sodium:proton antiporter activity,integral component of membrane,integral component of membrane,integral component of membrane,transmembrane transport,transmembrane transport","BP,BP,BP,BP,BP,MF,MF,MF,CC,CC,CC,BP,BP","0.0316292972091828,0.0316292972091828,0.0316292972091828,0.0316292972091828,0.0316292972091828,0.0316292972091828,0.0316292972091828,0.0316292972091828,1.05240798224272e-41,1.05240798224272e-41,1.05240798224272e-41,0,0",58,11,29,22,106,313,61,169,187,89,260,150
"325","LOC113677294","NA","NA","NA","NA",25,19,11,33,33,18,38,44,13,30,58,45
"326","LOC113677300","GO:0005515,GO:0005515,GO:0005515","protein binding,protein binding,protein binding","MF,MF,MF","4.55882921845145e-116,4.55882921845145e-116,4.55882921845145e-116",587,665,491,554,152,87,161,143,0,44,65,101
"327","LOC113677313","NA","NA","NA","NA",77,93,79,112,115,93,209,137,106,193,179,191
"328","LOC113677321","GO:0005515,GO:0005515","protein binding,protein binding","MF,MF","4.55882921845145e-116,4.55882921845145e-116",39,43,46,40,135,123,147,82,120,145,141,146
"329","LOC113677330","GO:0006508,GO:0006508,GO:0008236","proteolysis,proteolysis,serine-type peptidase activity","BP,BP,MF","0,0,0.0316204418445023",668,688,923,979,1141,1071,1112,951,467,1216,1347,1034
"330","LOC113677341","GO:0016021","integral component of membrane","CC","1.05240798224272e-41",9101,11397,10531,9804,2546,1126,3718,2424,1641,3194,2889,3548
"331","LOC113677344","GO:0000287,GO:0000287,GO:0005737,GO:0005737,GO:0008253,GO:0008253","magnesium ion binding,magnesium ion binding,cytoplasm,cytoplasm,5'-nucleotidase activity,5'-nucleotidase activity","MF,MF,CC,CC,MF,MF","0.0316406052661685,0.0316406052661685,0.000999148516736487,0.000999148516736487,0.0316406052661685,0.0316406052661685",70,54,71,76,58,89,66,292,38,67,96,93
"332","LOC113677377","NA","NA","NA","NA",476,370,680,600,413,296,311,357,509,785,1086,902
"333","LOC113677393","NA","NA","NA","NA",17,16,27,37,61,44,57,18,57,39,41,39
"334","LOC113677411","GO:0005515","protein binding","MF","4.55882921845145e-116",6,55,7,12,25,8,23,49,36,21,99,86
"335","LOC113677516","NA","NA","NA","NA",17,13,6,117,259,42,152,171,21,277,253,370
"336","LOC113677517","NA","NA","NA","NA",15,28,30,113,358,50,159,203,27,377,192,753
"337","LOC113677525","NA","NA","NA","NA",2116,576,1846,3163,4554,2853,4050,2878,771,6755,3072,5459
"338","LOC113677629","GO:0005515,GO:0005515,GO:0007165","protein binding,protein binding,signal transduction","MF,MF,BP","4.55882921845145e-116,4.55882921845145e-116,0",109,116,185,28,207,246,226,108,44,142,129,190
"339","LOC113677661","NA","NA","NA","NA",8,81,55,38,84,124,93,154,68,128,202,147
"340","LOC113677676","GO:0003723","RNA binding","MF","1.20929554067477e-06",546,406,600,638,211,188,242,163,79,248,184,220
"341","LOC113677707","GO:0008080","N-acetyltransferase activity","MF","0.0713035600847683",12,35,27,9,43,37,60,39,27,63,5,43
"342","LOC113677713","GO:0004672,GO:0004672,GO:0004713,GO:0005524,GO:0005524,GO:0006468,GO:0006468,GO:0006468","protein kinase activity,protein kinase activity,protein tyrosine kinase activity,ATP binding,ATP binding,protein phosphorylation,protein phosphorylation,protein phosphorylation","MF,MF,MF,MF,MF,BP,BP,BP","0,0,7.43980754955202e-13,2.32907656908861e-37,2.32907656908861e-37,0,0,0",80,237,73,73,118,109,145,85,141,160,188,190
"343","LOC113677720","NA","NA","NA","NA",262,412,229,276,81,74,111,53,28,89,71,51
"344","LOC113677794","NA","NA","NA","NA",5,38,68,60,912,293,1433,659,164,1334,632,1097
"345","LOC113677808","GO:0005515,GO:0007165","protein binding,signal transduction","MF,BP","4.55882921845145e-116,0",65,23,56,60,64,22,64,26,20,62,80,101
"346","LOC113677818","GO:0043231,GO:0051537","intracellular membrane-bounded organelle,2 iron, 2 sulfur cluster binding","CC,MF","0.0610733011249743,0.00221033181131201",878,848,857,884,293,296,426,258,187,359,248,282
"347","LOC113677848","GO:0003712,GO:0006357,GO:0016592,GO:0016592","transcription coregulator activity,regulation of transcription by RNA polymerase II,mediator complex,mediator complex","MF,BP,CC,CC","0.0446277512374732,0.0446277512374732,0.0446277512374732,0.0446277512374732",55,66,76,76,64,92,115,45,30,141,108,70
"348","LOC113677891","NA","NA","NA","NA",406,165,896,769,644,941,1094,543,637,792,431,947
"349","LOC113678084","GO:0015031,GO:0015031","protein transport,protein transport","BP,BP","0.00109112994872639,0.00109112994872639",886,998,1044,1074,258,270,436,235,233,394,298,350
"350","LOC113678090","GO:0005515","protein binding","MF","4.55882921845145e-116",83,60,81,71,92,49,83,61,56,68,107,130
"351","LOC113678188","NA","NA","NA","NA",74,530,410,315,833,946,90,509,286,1564,715,667
"352","LOC113678323","NA","NA","NA","NA",4453,5017,4437,4418,1156,929,1470,1041,592,1861,1949,1010
"353","LOC113678352","NA","NA","NA","NA",5,23,10,8,58,16,85,58,32,94,29,14
"354","LOC113678365","NA","NA","NA","NA",10,0,6,12,29,6,19,35,7,27,11,13
"355","LOC113678385","GO:0004252,GO:0006508","serine-type endopeptidase activity,proteolysis","MF,BP","4.49624186930856e-05,0",71,17,75,42,101,41,82,65,106,84,71,73
"356","LOC113678418","GO:0055114","oxidation-reduction process","BP","0",480,894,1051,1267,39,100,59,90,32,149,648,86
"357","LOC113678426","GO:0003676,GO:0015074","nucleic acid binding,DNA integration","MF,BP","0,0.00550175166714805",41,36,36,33,16,20,40,14,75,41,50,38
"358","LOC113678445","NA","NA","NA","NA",88,74,232,302,308,212,395,235,57,528,229,258
"359","LOC113678514","GO:0055114","oxidation-reduction process","BP","0",277,460,196,246,58,48,89,88,18,69,60,41
"360","LOC113678520","GO:0007267,GO:0007267,GO:0007267,GO:0007267,GO:0007267,GO:0007267,GO:0007267,GO:0007267,GO:0007267,GO:0007267,GO:0007267,GO:0007267,GO:0007267,GO:0007267,GO:0007267,GO:0007267,GO:0007275,GO:0007275,GO:0007275,GO:0007275,GO:0007275,GO:0007275,GO:0007275,GO:0007275,GO:0016539,GO:0016539,GO:0016539,GO:0016539,GO:0016539,GO:0016539,GO:0016539,GO:0016539,GO:0016540,GO:0016540,GO:0016540,GO:0016540,GO:0016540,GO:0016540,GO:0016540,GO:0016540","cell-cell signaling,cell-cell signaling,cell-cell signaling,cell-cell signaling,cell-cell signaling,cell-cell signaling,cell-cell signaling,cell-cell signaling,cell-cell signaling,cell-cell signaling,cell-cell signaling,cell-cell signaling,cell-cell signaling,cell-cell signaling,cell-cell signaling,cell-cell signaling,multicellular organism development,multicellular organism development,multicellular organism development,multicellular organism development,multicellular organism development,multicellular organism development,multicellular organism development,multicellular organism development,intein-mediated protein splicing,intein-mediated protein splicing,intein-mediated protein splicing,intein-mediated protein splicing,intein-mediated protein splicing,intein-mediated protein splicing,intein-mediated protein splicing,intein-mediated protein splicing,protein autoprocessing,protein autoprocessing,protein autoprocessing,protein autoprocessing,protein autoprocessing,protein autoprocessing,protein autoprocessing,protein autoprocessing","BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP,BP","0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,7.3152451733381e-05,7.3152451733381e-05,7.3152451733381e-05,7.3152451733381e-05,7.3152451733381e-05,7.3152451733381e-05,7.3152451733381e-05,7.3152451733381e-05,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689,0.0316248688300689",285,85,95,262,191,224,160,121,202,277,233,234
"361","LOC113678546","NA","NA","NA","NA",15,10,5,20,41,39,43,22,23,37,29,36
"362","LOC113678573","NA","NA","NA","NA",35,34,61,83,52,49,70,40,20,69,68,63
"363","LOC113678576","GO:0016020,GO:0016757","membrane,transferase activity, transferring glycosyl groups","CC,MF","0,0.031660166105912",339,316,402,346,73,107,148,68,97,182,165,137
"364","LOC113678608","GO:0006629,GO:0016021,GO:0030148,GO:0042284","lipid metabolic process,integral component of membrane,sphingolipid biosynthetic process,sphingolipid delta-4 desaturase activity","BP,CC,BP,MF","0.00168050371486114,1.05240798224272e-41,0.0430502536344293,0.0430502536344293",2826,2355,2746,2549,908,1165,1298,626,339,1001,522,617
"365","LOC113678667","GO:0005515","protein binding","MF","4.55882921845145e-116",27,19,45,31,75,47,48,22,19,34,29,110
"366","LOC113678704","NA","NA","NA","NA",11,14,25,20,31,34,43,28,18,38,48,44
"367","LOC113678765","GO:0004222,GO:0004222,GO:0006508,GO:0006508,GO:0006508,GO:0008237,GO:0008237,GO:0008237,GO:0008270,GO:0008270,GO:0008270,GO:0008270,GO:0031012","metalloendopeptidase activity,metalloendopeptidase activity,proteolysis,proteolysis,proteolysis,metallopeptidase activity,metallopeptidase activity,metallopeptidase activity,zinc ion binding,zinc ion binding,zinc ion binding,zinc ion binding,extracellular matrix","MF,MF,BP,BP,BP,MF,MF,MF,MF,MF,MF,MF,CC","0.00110881784793199,0.00110881784793199,0,0,0,1.10079518269249e-06,1.10079518269249e-06,1.10079518269249e-06,0,0,0,0,0.0350229286626792",796,631,541,522,197,220,305,181,83,197,157,162
"368","LOC113678771","NA","NA","NA","NA",221,150,115,387,194,134,282,119,113,285,230,295
"369","LOC113678791","GO:0005524","ATP binding","MF","2.32907656908861e-37",11,20,23,67,95,35,63,61,19,180,36,112
"370","LOC113678825","GO:0016021,GO:0016021","integral component of membrane,integral component of membrane","CC,CC","1.05240798224272e-41,1.05240798224272e-41",318,190,268,272,316,221,404,263,517,411,234,420
"371","LOC113678949","GO:0005515","protein binding","MF","4.55882921845145e-116",15,14,16,6,29,19,5,12,7,21,37,37
"372","LOC113678968","GO:0004672,GO:0004672,GO:0005524,GO:0005524,GO:0006468,GO:0006468","protein kinase activity,protein kinase activity,ATP binding,ATP binding,protein phosphorylation,protein phosphorylation","MF,MF,MF,MF,BP,BP","0,0,2.32907656908861e-37,2.32907656908861e-37,0,0",24,2,26,26,60,30,63,31,37,61,42,65
"373","LOC113678991","NA","NA","NA","NA",52,36,50,61,67,16,64,34,55,39,109,109
"374","LOC113679025","GO:0005515,GO:0051260","protein binding,protein homooligomerization","MF,BP","4.55882921845145e-116,7.43133259895548e-05",1150,293,622,450,91,139,259,103,16,128,72,90
"375","LOC113679057","GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups","MF","0.0316327467218657",148,74,174,78,42,59,83,52,81,121,116,188
"376","LOC113679109","GO:0005515","protein binding","MF","4.55882921845145e-116",195,101,94,170,221,157,257,196,112,223,230,307
"377","LOC113679262","NA","NA","NA","NA",50,597,268,31,137,413,366,112,2222,211,1375,97
"378","LOC113679283","GO:0004672,GO:0004672,GO:0004713,GO:0005524,GO:0005524,GO:0006468,GO:0006468,GO:0006468","protein kinase activity,protein kinase activity,protein tyrosine kinase activity,ATP binding,ATP binding,protein phosphorylation,protein phosphorylation,protein phosphorylation","MF,MF,MF,MF,MF,BP,BP,BP","0,0,7.43980754955202e-13,2.32907656908861e-37,2.32907656908861e-37,0,0,0",51,172,68,119,104,159,93,87,112,146,121,119
"379","LOC113679436","GO:0005515,GO:0018024","protein binding,histone-lysine N-methyltransferase activity","MF,MF","4.55882921845145e-116,0.0467304525691192",41,20,35,35,29,24,20,19,27,32,33,31
"380","LOC113679585","GO:0003950,GO:0003950,GO:0003950,GO:0003950,GO:0003950","NAD+ ADP-ribosyltransferase activity,NAD+ ADP-ribosyltransferase activity,NAD+ ADP-ribosyltransferase activity,NAD+ ADP-ribosyltransferase activity,NAD+ ADP-ribosyltransferase activity","MF,MF,MF,MF,MF","1.22128963638952e-06,1.22128963638952e-06,1.22128963638952e-06,1.22128963638952e-06,1.22128963638952e-06",6,29,30,26,169,161,27,55,105,185,8,37
"381","LOC113679600","NA","NA","NA","NA",337,175,401,321,41,30,60,65,29,153,32,80
"382","LOC113679651","NA","NA","NA","NA",350,376,445,429,218,190,288,183,181,431,321,354
"383","LOC113679684","GO:0055085","transmembrane transport","BP","0",348,310,380,428,133,138,188,84,42,171,74,123
"384","LOC113679700","NA","NA","NA","NA",99,46,67,58,12,5,10,12,18,12,13,30
"385","LOC113679734","NA","NA","NA","NA",294,253,307,253,107,105,137,90,58,101,86,62
"386","LOC113679798","GO:0097193","intrinsic apoptotic signaling pathway","BP","0.0372472289167705",668,745,685,590,205,212,303,89,45,239,218,108
"387","LOC113679803","NA","NA","NA","NA",48,31,86,84,77,32,57,88,32,117,119,92
"388","LOC113679847","NA","NA","NA","NA",1073,1370,679,997,183,135,329,328,62,199,116,106
"389","LOC113679869","GO:0003824,GO:0004553,GO:0005975,GO:0005975,GO:0030246","catalytic activity,hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process,carbohydrate metabolic process,carbohydrate binding","MF,MF,BP,BP,MF","3.80630945264323e-08,0.00142985426541456,4.79867506343484e-05,4.79867506343484e-05,0.00129524396996509",288,64,235,138,307,186,61,262,328,389,224,424
"390","LOC113679941","NA","NA","NA","NA",194,154,184,275,61,79,96,61,24,81,51,47
"391","LOC113679993","NA","NA","NA","NA",885,887,929,1298,426,389,564,238,144,453,228,232
"392","LOC113680007","NA","NA","NA","NA",55,60,86,56,50,39,54,36,31,81,128,106
"393","LOC113680137","NA","NA","NA","NA",20,23,37,38,50,56,61,47,40,62,66,18
"394","LOC113680168","GO:0003924,GO:0005200,GO:0005525,GO:0005874,GO:0005874,GO:0007017,GO:0007017","GTPase activity,structural constituent of cytoskeleton,GTP binding,microtubule,microtubule,microtubule-based process,microtubule-based process","MF,MF,MF,CC,CC,BP,BP","2.89515814022128e-09,0.00196923581363991,3.66775810938267e-12,0.00196923581363991,0.00196923581363991,0.00196923581363991,0.00196923581363991",49,40,42,28,39,114,178,14,75,173,152,71
"395","LOC113680180","GO:0043531","ADP binding","MF","0.0538284568685501",4,27,14,30,18,10,21,12,29,20,26,27
"396","LOC113680204","GO:0005576,GO:0030414","extracellular region,peptidase inhibitor activity","CC,MF","8.26072020122181e-08,0.0322415714735779",171,304,415,348,611,140,729,507,355,821,563,737
"397","LOC113680239","NA","NA","NA","NA",81,61,89,150,120,72,136,63,49,100,69,150
"398","LOC113680256","GO:0005525","GTP binding","MF","3.66775810938267e-12",7,7,7,6,65,90,86,67,33,71,35,45
"399","LOC113680282","NA","NA","NA","NA",105,90,89,155,141,117,139,101,55,195,192,171
"400","LOC113680302","NA","NA","NA","NA",45,24,0,127,163,103,158,108,71,233,86,199
"401","LOC113680325","NA","NA","NA","NA",8,7,7,8,670,526,930,573,58,1266,794,587
"402","LOC113680337","NA","NA","NA","NA",86,71,114,164,183,218,164,168,242,176,197,170
"403","LOC113680398","GO:0004725,GO:0006470,GO:0008138,GO:0008138,GO:0016311,GO:0016311,GO:0016311,GO:0016791","protein tyrosine phosphatase activity,protein dephosphorylation,protein tyrosine/serine/threonine phosphatase activity,protein tyrosine/serine/threonine phosphatase activity,dephosphorylation,dephosphorylation,dephosphorylation,phosphatase activity","MF,BP,MF,MF,BP,BP,BP,MF","0.00107751936713314,0.00107751936713314,0.00107751936713314,0.00107751936713314,4.02844398176944e-05,4.02844398176944e-05,4.02844398176944e-05,4.02844398176944e-05",1416,997,857,1014,58,58,84,116,9,488,93,515
"404","LOC113680469","GO:0005515","protein binding","MF","4.55882921845145e-116",91,77,56,104,77,55,80,107,43,91,72,169
"405","LOC113680549","NA","NA","NA","NA",53,25,51,5,91,34,72,67,23,121,15,203
"406","LOC113680561","GO:0005506,GO:0016705,GO:0016705,GO:0020037,GO:0055114,GO:0055114","iron ion binding,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,oxidation-reduction process,oxidation-reduction process","MF,MF,MF,MF,BP,BP","0.00138675135545213,0.00138675135545213,0.00138675135545213,0.00138675135545213,0,0",81,69,120,95,46,36,49,52,10,28,17,32
"407","LOC113680594","GO:0000977,GO:0032422","RNA polymerase II transcription regulatory region sequence-specific DNA binding,purine-rich negative regulatory element binding","MF,MF","0.0316331258735118,0.0316331258735118",190,610,270,112,1190,1087,1265,934,1038,1351,24,1361
"408","LOC113680629","GO:0008168,GO:0008610","methyltransferase activity,lipid biosynthetic process","MF,BP","0.0448774076425024,0.0448774076425024",5,19,30,7,34,13,24,22,13,25,14,11
"409","LOC113680735","GO:0005515","protein binding","MF","4.55882921845145e-116",366,327,337,380,129,80,136,93,75,172,142,128
"410","LOC113680763","GO:0005515","protein binding","MF","4.55882921845145e-116",190,163,139,319,34,16,41,75,7,34,39,51
"411","LOC113680923","GO:0016020","membrane","CC","0",2160,1606,1793,1531,5927,5619,6592,4534,1857,6733,3112,5185
"412","LOC113680950","GO:0005515","protein binding","MF","4.55882921845145e-116",187,218,195,339,160,141,192,156,111,211,184,258
"413","LOC113680964","GO:0005524,GO:0006457,GO:0006457,GO:0009408,GO:0031072,GO:0051082,GO:0051082,GO:0051082","ATP binding,protein folding,protein folding,response to heat,heat shock protein binding,unfolded protein binding,unfolded protein binding,unfolded protein binding","MF,BP,BP,BP,MF,MF,MF,MF","2.32907656908861e-37,0.0320133158882423,0.0320133158882423,0.0320133158882423,0.0320133158882423,0.0320133158882423,0.0320133158882423,0.0320133158882423",364,368,428,431,125,102,216,113,75,119,107,160
"414","LOC113680970","GO:0005515","protein binding","MF","4.55882921845145e-116",157,108,110,131,112,86,123,68,39,134,168,144
"415","LOC113681103","GO:0004930,GO:0007186,GO:0016021,GO:0016021","G protein-coupled receptor activity,G protein-coupled receptor signaling pathway,integral component of membrane,integral component of membrane","MF,BP,CC,CC","0,0,1.05240798224272e-41,1.05240798224272e-41",60,22,18,43,50,63,23,24,124,20,33,96
"416","LOC113681196","GO:0003993,GO:0005515,GO:0016787,GO:0046872","acid phosphatase activity,protein binding,hydrolase activity,metal ion binding","MF,MF,MF,MF","0.0316387083846393,4.55882921845145e-116,4.16634370844935e-10,1.92102818190639e-07",1977,3572,2733,3013,509,223,976,471,455,506,826,1007
"417","LOC113681218","GO:0005515","protein binding","MF","4.55882921845145e-116",52,6,2,84,46,51,171,57,120,217,384,68
"418","LOC113681269","NA","NA","NA","NA",71,89,48,14,99,98,128,78,86,89,134,106
"419","LOC113681275","NA","NA","NA","NA",1992,2630,1936,2080,641,497,1215,584,331,710,705,438
"420","LOC113681278","GO:0005524,GO:0005524,GO:0016887","ATP binding,ATP binding,ATPase activity","MF,MF,MF","2.32907656908861e-37,2.32907656908861e-37,1.43742768325253e-06",425,488,367,444,366,320,393,169,220,474,442,327
"421","LOC113681280","NA","NA","NA","NA",908,1493,913,996,237,46,287,80,116,430,492,143
"422","LOC113681344","NA","NA","NA","NA",81,78,50,228,310,98,347,236,410,276,322,340
"423","LOC113681354","GO:0003676,GO:0016787,GO:0046872","nucleic acid binding,hydrolase activity,metal ion binding","MF,MF,MF","0,4.16634370844935e-10,1.92102818190639e-07",17,18,34,12,30,17,39,24,54,36,56,37
"424","LOC113681384","GO:0004930,GO:0007186,GO:0016021,GO:0016021","G protein-coupled receptor activity,G protein-coupled receptor signaling pathway,integral component of membrane,integral component of membrane","MF,BP,CC,CC","0,0,1.05240798224272e-41,1.05240798224272e-41",10,9,12,21,46,40,4,36,39,52,15,10
"425","LOC113681388","GO:0005515,GO:0007165","protein binding,signal transduction","MF,BP","4.55882921845145e-116,0",54,85,47,58,45,43,52,33,35,54,88,64
"426","LOC113681398","NA","NA","NA","NA",6,10,12,21,7,9,16,6,16,18,21,16
"427","LOC113681402","NA","NA","NA","NA",45,63,42,52,104,81,48,46,41,54,83,105
