Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Mcavernosa.maker.proteins
OG0005214	Pocillopora_acuta_HIv1_PredGene_g18048.t1, Pocillopora_acuta_HIv1_PredGene_g12754.t1, Pocillopora_acuta_HIv1_PredGene_g18049.t1, Pocillopora_acuta_HIv1_PredGene_g12753.t1	Mcavernosa26288-RA
OG0005216	Pocillopora_acuta_HIv1_PredGene_g26545.t1	Mcavernosa26679-RA
OG0005217	Pocillopora_acuta_HIv1_PredGene_g5059.t1, Pocillopora_acuta_HIv1_PredGene_g6105.t1	Mcavernosa10528-RA
OG0005218	Pocillopora_acuta_HIv1_PredGene_g16788.t1	Mcavernosa31529-RA, Mcavernosa31528-RA, Mcavernosa31527-RA
OG0005221	Pocillopora_acuta_HIv1_PredGene_g17923.t1, Pocillopora_acuta_HIv1_PredGene_g17924.t1, Pocillopora_acuta_HIv1_PredGene_g17925.t1	Mcavernosa26489-RA, Mcavernosa26484-RA
OG0005224	Pocillopora_acuta_HIv1_PredGene_g16086.t1, Pocillopora_acuta_HIv1_PredGene_g15629.t2, Pocillopora_acuta_HIv1_PredGene_3974_t, Pocillopora_acuta_HIv1_PredGene_g15629.t1	Mcavernosa26054-RA
OG0005225	Pocillopora_acuta_HIv1_PredGene_30958_t, Pocillopora_acuta_HIv1_PredGene_g1822.t1, Pocillopora_acuta_HIv1_PredGene_g1823.t1	Mcavernosa31238-RA
OG0005226	Pocillopora_acuta_HIv1_PredGene_g29413.t1	Mcavernosa15133-RA
OG0005226	Pocillopora_acuta_HIv1_PredGene_g29415.t1	Mcavernosa15130-RA
OG0005228	Pocillopora_acuta_HIv1_PredGene_g16067.t1	Mcavernosa18365-RA, Mcavernosa18366-RA
OG0005229	Pocillopora_acuta_HIv1_PredGene_g28780.t1, Pocillopora_acuta_HIv1_PredGene_g1575.t1, Pocillopora_acuta_HIv1_PredGene_g23520.t1, Pocillopora_acuta_HIv1_PredGene_22100_t, Pocillopora_acuta_HIv1_PredGene_7928_t	Mcavernosa20671-RA, Mcavernosa20672-RA
OG0005230	Pocillopora_acuta_HIv1_PredGene_g16621.t1	Mcavernosa11461-RA, Mcavernosa32668-RA
OG0005230	Pocillopora_acuta_HIv1_PredGene_g20007.t1	Mcavernosa32666-RA
OG0005231	Pocillopora_acuta_HIv1_PredGene_g22162.t1, Pocillopora_acuta_HIv1_PredGene_g22175.t1	Mcavernosa24038-RA, Mcavernosa24035-RA, Mcavernosa24037-RA
OG0005232	Pocillopora_acuta_HIv1_PredGene_g32018.t1, Pocillopora_acuta_HIv1_PredGene_g20982.t1	Mcavernosa22098-RA
OG0005233	Pocillopora_acuta_HIv1_PredGene_g28479.t1, Pocillopora_acuta_HIv1_PredGene_g2400.t1	Mcavernosa34419-RA, Mcavernosa33473-RA, Mcavernosa33471-RA
OG0005234	Pocillopora_acuta_HIv1_PredGene_g29942.t1, Pocillopora_acuta_HIv1_PredGene_g26206.t1	Mcavernosa29388-RA, Mcavernosa15766-RA
OG0005235	Pocillopora_acuta_HIv1_PredGene_g11015.t1	Mcavernosa30177-RA
OG0005236	Pocillopora_acuta_HIv1_PredGene_g13532.t1, Pocillopora_acuta_HIv1_PredGene_g15889.t1, Pocillopora_acuta_HIv1_PredGene_g14882.t1	Mcavernosa10555-RA, Mcavernosa14246-RA
OG0005238	Pocillopora_acuta_HIv1_PredGene_g11679.t2, Pocillopora_acuta_HIv1_PredGene_g11679.t1	Mcavernosa18309-RA
OG0005238	Pocillopora_acuta_HIv1_PredGene_g10125.t1	Mcavernosa09953-RA
OG0005239	Pocillopora_acuta_HIv1_PredGene_g23757.t1	Mcavernosa05437-RA, Mcavernosa05441-RA, Mcavernosa05439-RA, Mcavernosa05440-RA, Mcavernosa03023-RA, Mcavernosa05442-RA, Mcavernosa32825-RA
OG0005240	Pocillopora_acuta_HIv1_PredGene_g16319.t1	Mcavernosa08490-RA
OG0005241	Pocillopora_acuta_HIv1_PredGene_g23698.t1, Pocillopora_acuta_HIv1_PredGene_9966_t	Mcavernosa24279-RA
OG0005242	Pocillopora_acuta_HIv1_PredGene_g11956.t1	Mcavernosa26051-RA, Mcavernosa23407-RA
OG0005243	Pocillopora_acuta_HIv1_PredGene_g4665.t1	Mcavernosa12416-RA, Mcavernosa12417-RA, Mcavernosa32756-RA, Mcavernosa33956-RA
OG0005244	Pocillopora_acuta_HIv1_PredGene_g24427.t1	Mcavernosa04225-RA
OG0005245	Pocillopora_acuta_HIv1_PredGene_g29390.t1	Mcavernosa21765-RA
OG0005249	Pocillopora_acuta_HIv1_PredGene_g9202.t1, Pocillopora_acuta_HIv1_PredGene_g11035.t1, Pocillopora_acuta_HIv1_PredGene_g9201.t1	Mcavernosa09286-RA
OG0005251	Pocillopora_acuta_HIv1_PredGene_g8593.t1, Pocillopora_acuta_HIv1_PredGene_27627_t, Pocillopora_acuta_HIv1_PredGene_g28215.t1	Mcavernosa20802-RA
OG0005253	Pocillopora_acuta_HIv1_PredGene_g18851.t1	Mcavernosa05832-RA, Mcavernosa05831-RA
OG0005255	Pocillopora_acuta_HIv1_PredGene_g18752.t1	Mcavernosa07491-RA
OG0005256	Pocillopora_acuta_HIv1_PredGene_g22255.t1	Mcavernosa04409-RA
OG0005256	Pocillopora_acuta_HIv1_PredGene_g22253.t1	Mcavernosa31751-RA
OG0005258	Pocillopora_acuta_HIv1_PredGene_g3386.t1, Pocillopora_acuta_HIv1_PredGene_g3384.t1, Pocillopora_acuta_HIv1_PredGene_g3385.t1, Pocillopora_acuta_HIv1_PredGene_g3383.t1	Mcavernosa32602-RA, Mcavernosa33008-RA
OG0005259	Pocillopora_acuta_HIv1_PredGene_g7650.t1	Mcavernosa35150-RA
OG0005261	Pocillopora_acuta_HIv1_PredGene_g16241.t1	Mcavernosa13163-RA
OG0005262	Pocillopora_acuta_HIv1_PredGene_g4078.t1	Mcavernosa31827-RA
OG0005265	Pocillopora_acuta_HIv1_PredGene_g20639.t1, Pocillopora_acuta_HIv1_PredGene_g20636.t1, Pocillopora_acuta_HIv1_PredGene_g20635.t1, Pocillopora_acuta_HIv1_PredGene_g20632.t1	Mcavernosa16775-RA, Mcavernosa16773-RA
OG0005266	Pocillopora_acuta_HIv1_PredGene_g3724.t1	Mcavernosa11107-RA
OG0005267	Pocillopora_acuta_HIv1_PredGene_g3876.t1, Pocillopora_acuta_HIv1_PredGene_g3876.t2	Mcavernosa02646-RA, Mcavernosa23832-RA
OG0005268	Pocillopora_acuta_HIv1_PredGene_22054_t	Mcavernosa13695-RA
OG0005269	Pocillopora_acuta_HIv1_PredGene_g11227.t1	Mcavernosa08658-RA, Mcavernosa08655-RA, Mcavernosa08657-RA, Mcavernosa08656-RA
OG0005270	Pocillopora_acuta_HIv1_PredGene_g9388.t1, Pocillopora_acuta_HIv1_PredGene_g12196.t1	Mcavernosa10832-RA
OG0005271	Pocillopora_acuta_HIv1_PredGene_g10454.t2, Pocillopora_acuta_HIv1_PredGene_g10454.t1	Mcavernosa08984-RA
OG0005272	Pocillopora_acuta_HIv1_PredGene_g13060.t1, Pocillopora_acuta_HIv1_PredGene_g13060.t2, Pocillopora_acuta_HIv1_PredGene_g13058.t1, Pocillopora_acuta_HIv1_PredGene_g13059.t1	Mcavernosa20603-RA
OG0005276	Pocillopora_acuta_HIv1_PredGene_g18939.t1, Pocillopora_acuta_HIv1_PredGene_g18939.t2, Pocillopora_acuta_HIv1_PredGene_g1901.t1	Mcavernosa09325-RA
OG0005277	Pocillopora_acuta_HIv1_PredGene_g23064.t2, Pocillopora_acuta_HIv1_PredGene_g23064.t1	Mcavernosa12821-RA
OG0005278	Pocillopora_acuta_HIv1_PredGene_32407_t, Pocillopora_acuta_HIv1_PredGene_6952_t, Pocillopora_acuta_HIv1_PredGene_g15911.t1, Pocillopora_acuta_HIv1_PredGene_g20478.t1	Mcavernosa28832-RA
OG0005279	Pocillopora_acuta_HIv1_PredGene_g15522.t2, Pocillopora_acuta_HIv1_PredGene_g15522.t1, Pocillopora_acuta_HIv1_PredGene_3868_t	Mcavernosa02250-RA
OG0005280	Pocillopora_acuta_HIv1_PredGene_g4001.t1	Mcavernosa22493-RA, Mcavernosa21833-RA
OG0005284	Pocillopora_acuta_HIv1_PredGene_g33414.t1	Mcavernosa24996-RA
OG0005284	Pocillopora_acuta_HIv1_PredGene_g33413.t1, Pocillopora_acuta_HIv1_PredGene_g33411.t1, Pocillopora_acuta_HIv1_PredGene_g33415.t1, Pocillopora_acuta_HIv1_PredGene_g33405.t1	Mcavernosa24995-RA
OG0005285	Pocillopora_acuta_HIv1_PredGene_g12025.t1	Mcavernosa01459-RA
OG0005287	Pocillopora_acuta_HIv1_PredGene_g6442.t1, Pocillopora_acuta_HIv1_PredGene_5704_t, Pocillopora_acuta_HIv1_PredGene_g6440.t1, Pocillopora_acuta_HIv1_PredGene_g6441.t1	Mcavernosa02039-RA
OG0005288	Pocillopora_acuta_HIv1_PredGene_24185_t, Pocillopora_acuta_HIv1_PredGene_g26027.t1, Pocillopora_acuta_HIv1_PredGene_g26027.t2	Mcavernosa14786-RA, Mcavernosa14784-RA
OG0005290	Pocillopora_acuta_HIv1_PredGene_g30306.t1	Mcavernosa01545-RA
OG0005292	Pocillopora_acuta_HIv1_PredGene_g29326.t1	Mcavernosa03830-RA
OG0005292	Pocillopora_acuta_HIv1_PredGene_g29330.t1	Mcavernosa03834-RA
OG0005293	Pocillopora_acuta_HIv1_PredGene_g8540.t1	Mcavernosa33392-RA, Mcavernosa29000-RA, Mcavernosa29283-RA, Mcavernosa15861-RA
OG0005294	Pocillopora_acuta_HIv1_PredGene_g10057.t1	Mcavernosa13387-RA
OG0005294	Pocillopora_acuta_HIv1_PredGene_g14378.t1	Mcavernosa14616-RA
OG0005298	Pocillopora_acuta_HIv1_PredGene_g2986.t1	Mcavernosa32516-RA, Mcavernosa11652-RA, Mcavernosa11654-RA, Mcavernosa33764-RA, Mcavernosa11653-RA, Mcavernosa24509-RA, Mcavernosa24124-RA, Mcavernosa11655-RA
OG0005299	Pocillopora_acuta_HIv1_PredGene_g21467.t1	Mcavernosa11852-RA, Mcavernosa20878-RA
OG0005300	Pocillopora_acuta_HIv1_PredGene_g15390.t1	Mcavernosa16119-RA
OG0005301	Pocillopora_acuta_HIv1_PredGene_g31141.t1	Mcavernosa24091-RA
OG0005305	Pocillopora_acuta_HIv1_PredGene_g22570.t1	Mcavernosa07662-RA, Mcavernosa33500-RA
OG0005328	Pocillopora_acuta_HIv1_PredGene_g9766.t1	Mcavernosa34033-RA
OG0005329	Pocillopora_acuta_HIv1_PredGene_g9764.t1	Mcavernosa29965-RA
OG0005330	Pocillopora_acuta_HIv1_PredGene_g33228.t1	Mcavernosa32399-RA, Mcavernosa01254-RA
OG0005331	Pocillopora_acuta_HIv1_PredGene_g27277.t1, Pocillopora_acuta_HIv1_PredGene_g9897.t1	Mcavernosa14101-RA
OG0005332	Pocillopora_acuta_HIv1_PredGene_g22399.t1	Mcavernosa19163-RA
OG0005333	Pocillopora_acuta_HIv1_PredGene_g12167.t1	Mcavernosa10500-RA
OG0005334	Pocillopora_acuta_HIv1_PredGene_g27348.t1	Mcavernosa02551-RA, Mcavernosa02547-RA
OG0005335	Pocillopora_acuta_HIv1_PredGene_23830_t, Pocillopora_acuta_HIv1_PredGene_g31258.t1, Pocillopora_acuta_HIv1_PredGene_g19498.t1	Mcavernosa05341-RA
OG0005336	Pocillopora_acuta_HIv1_PredGene_g21873.t1, Pocillopora_acuta_HIv1_PredGene_g16409.t1	Mcavernosa03031-RA
OG0005337	Pocillopora_acuta_HIv1_PredGene_g31259.t1	Mcavernosa05340-RA
OG0005340	Pocillopora_acuta_HIv1_PredGene_g11509.t1, Pocillopora_acuta_HIv1_PredGene_g14540.t1, Pocillopora_acuta_HIv1_PredGene_10956_t	Mcavernosa27703-RA
OG0005341	Pocillopora_acuta_HIv1_PredGene_g532.t2, Pocillopora_acuta_HIv1_PredGene_g532.t1	Mcavernosa18281-RA
OG0005342	Pocillopora_acuta_HIv1_PredGene_g27296.t1	Mcavernosa27741-RA
OG0005344	Pocillopora_acuta_HIv1_PredGene_g30565.t1	Mcavernosa19606-RA, Mcavernosa33696-RA
OG0005345	Pocillopora_acuta_HIv1_PredGene_g30559.t1	Mcavernosa19115-RA
OG0005346	Pocillopora_acuta_HIv1_PredGene_g30561.t1	Mcavernosa19114-RA, Mcavernosa33634-RA
OG0005347	Pocillopora_acuta_HIv1_PredGene_g9828.t1, Pocillopora_acuta_HIv1_PredGene_15072_t	Mcavernosa00225-RA
OG0005348	Pocillopora_acuta_HIv1_PredGene_g4750.t1, Pocillopora_acuta_HIv1_PredGene_g4747.t1	Mcavernosa18187-RA, Mcavernosa18186-RA
OG0005349	Pocillopora_acuta_HIv1_PredGene_g29011.t2, Pocillopora_acuta_HIv1_PredGene_g29011.t1	Mcavernosa10754-RA, Mcavernosa10756-RA
OG0005350	Pocillopora_acuta_HIv1_PredGene_g19100.t1, Pocillopora_acuta_HIv1_PredGene_g19100.t2	Mcavernosa06547-RA
OG0005351	Pocillopora_acuta_HIv1_PredGene_g29008.t1, Pocillopora_acuta_HIv1_PredGene_8257_t	Mcavernosa10760-RA
OG0005352	Pocillopora_acuta_HIv1_PredGene_g29022.t1	Mcavernosa17962-RA, Mcavernosa17961-RA
OG0005354	Pocillopora_acuta_HIv1_PredGene_g32972.t1, Pocillopora_acuta_HIv1_PredGene_g32973.t1	Mcavernosa32229-RA
OG0005355	Pocillopora_acuta_HIv1_PredGene_g29924.t1, Pocillopora_acuta_HIv1_PredGene_22380_t, Pocillopora_acuta_HIv1_PredGene_g29976.t1	Mcavernosa25465-RA
OG0005356	Pocillopora_acuta_HIv1_PredGene_g5337.t1	Mcavernosa14758-RA
OG0005357	Pocillopora_acuta_HIv1_PredGene_31547_t, Pocillopora_acuta_HIv1_PredGene_g13026.t1	Mcavernosa18381-RA
OG0005359	Pocillopora_acuta_HIv1_PredGene_27785_t, Pocillopora_acuta_HIv1_PredGene_g18969.t1	Mcavernosa12048-RA
OG0005360	Pocillopora_acuta_HIv1_PredGene_g18998.t1	Mcavernosa12046-RA
OG0005361	Pocillopora_acuta_HIv1_PredGene_g18956.t1	Mcavernosa29475-RA, Mcavernosa32630-RA, Mcavernosa29471-RA
OG0005362	Pocillopora_acuta_HIv1_PredGene_g18977.t1, Pocillopora_acuta_HIv1_PredGene_27793_t	Mcavernosa09710-RA
OG0005363	Pocillopora_acuta_HIv1_PredGene_27812_t, Pocillopora_acuta_HIv1_PredGene_g18996.t1	Mcavernosa29748-RA
OG0005364	Pocillopora_acuta_HIv1_PredGene_g10662.t1	Mcavernosa18108-RA, Mcavernosa18110-RA
OG0005365	Pocillopora_acuta_HIv1_PredGene_g22649.t1, Pocillopora_acuta_HIv1_PredGene_g11648.t1	Mcavernosa18893-RA
OG0005367	Pocillopora_acuta_HIv1_PredGene_g1141.t1	Mcavernosa04470-RA, Mcavernosa34026-RA
OG0005369	Pocillopora_acuta_HIv1_PredGene_g31750.t1	Mcavernosa13574-RA
OG0005370	Pocillopora_acuta_HIv1_PredGene_g22114.t1	Mcavernosa28421-RA, Mcavernosa18536-RA
OG0005371	Pocillopora_acuta_HIv1_PredGene_g11630.t1, Pocillopora_acuta_HIv1_PredGene_25985_t	Mcavernosa18912-RA
OG0005372	Pocillopora_acuta_HIv1_PredGene_g14397.t1	Mcavernosa08133-RA
OG0005373	Pocillopora_acuta_HIv1_PredGene_g7192.t1, Pocillopora_acuta_HIv1_PredGene_188_t	Mcavernosa07925-RA
OG0005374	Pocillopora_acuta_HIv1_PredGene_g12779.t1	Mcavernosa14893-RA
OG0005375	Pocillopora_acuta_HIv1_PredGene_g27450.t1, Pocillopora_acuta_HIv1_PredGene_22482_t	Mcavernosa13227-RA
OG0005376	Pocillopora_acuta_HIv1_PredGene_g19837.t1	Mcavernosa20015-RA
OG0005377	Pocillopora_acuta_HIv1_PredGene_g19839.t1, Pocillopora_acuta_HIv1_PredGene_6673_t	Mcavernosa20013-RA
OG0005378	Pocillopora_acuta_HIv1_PredGene_g7551.t2	Mcavernosa21291-RA
OG0005378	Pocillopora_acuta_HIv1_PredGene_g7551.t1	Mcavernosa21290-RA
OG0005379	Pocillopora_acuta_HIv1_PredGene_g7545.t1	Mcavernosa21297-RA
OG0005380	Pocillopora_acuta_HIv1_PredGene_g25112.t1	Mcavernosa19098-RA
OG0005381	Pocillopora_acuta_HIv1_PredGene_g16493.t1	Mcavernosa24407-RA
OG0005382	Pocillopora_acuta_HIv1_PredGene_g16494.t1	Mcavernosa24406-RA
OG0005384	Pocillopora_acuta_HIv1_PredGene_20032_t	Mcavernosa32455-RA
OG0005385	Pocillopora_acuta_HIv1_PredGene_g8188.t1	Mcavernosa30817-RA, Mcavernosa30810-RA
OG0005386	Pocillopora_acuta_HIv1_PredGene_g8182.t1	Mcavernosa30808-RA
OG0005388	Pocillopora_acuta_HIv1_PredGene_12197_t, Pocillopora_acuta_HIv1_PredGene_g30128.t1	Mcavernosa17168-RA
OG0005389	Pocillopora_acuta_HIv1_PredGene_g13483.t2, Pocillopora_acuta_HIv1_PredGene_g13483.t1	Mcavernosa27306-RA, Mcavernosa27305-RA
OG0005390	Pocillopora_acuta_HIv1_PredGene_23663_t, Pocillopora_acuta_HIv1_PredGene_g12140.t1	Mcavernosa24377-RA
OG0005391	Pocillopora_acuta_HIv1_PredGene_g19604.t1, Pocillopora_acuta_HIv1_PredGene_g19602.t1, Pocillopora_acuta_HIv1_PredGene_g19605.t1	Mcavernosa30117-RA, Mcavernosa30118-RA
OG0005393	Pocillopora_acuta_HIv1_PredGene_g7930.t1, Pocillopora_acuta_HIv1_PredGene_g7930.t2	Mcavernosa28236-RA
OG0005394	Pocillopora_acuta_HIv1_PredGene_g7931.t1	Mcavernosa28237-RA
OG0005398	Pocillopora_acuta_HIv1_PredGene_g3549.t1	Mcavernosa04479-RA, Mcavernosa04477-RA
OG0005399	Pocillopora_acuta_HIv1_PredGene_g520.t1	Mcavernosa10459-RA, Mcavernosa10460-RA
OG0005400	Pocillopora_acuta_HIv1_PredGene_g28304.t1	Mcavernosa30791-RA
OG0005401	Pocillopora_acuta_HIv1_PredGene_g22491.t1, Pocillopora_acuta_HIv1_PredGene_g22490.t1	Mcavernosa25235-RA, Mcavernosa25236-RA
OG0005402	Pocillopora_acuta_HIv1_PredGene_g11284.t1	Mcavernosa24564-RA
OG0005403	Pocillopora_acuta_HIv1_PredGene_6125_t	Mcavernosa24563-RA
OG0005404	Pocillopora_acuta_HIv1_PredGene_g11257.t1, Pocillopora_acuta_HIv1_PredGene_g11257.t2	Mcavernosa24577-RA
OG0005405	Pocillopora_acuta_HIv1_PredGene_16479_t, Pocillopora_acuta_HIv1_PredGene_g28547.t1	Mcavernosa23130-RA, Mcavernosa23134-RA
OG0005406	Pocillopora_acuta_HIv1_PredGene_29854_t, Pocillopora_acuta_HIv1_PredGene_g29592.t1	Mcavernosa25276-RA
OG0005407	Pocillopora_acuta_HIv1_PredGene_g28548.t1	Mcavernosa23127-RA, Mcavernosa23126-RA
OG0005408	Pocillopora_acuta_HIv1_PredGene_g27457.t1	Mcavernosa13215-RA, Mcavernosa13214-RA
OG0005409	Pocillopora_acuta_HIv1_PredGene_g27458.t1	Mcavernosa13213-RA
OG0005411	Pocillopora_acuta_HIv1_PredGene_g6411.t1, Pocillopora_acuta_HIv1_PredGene_g6411.t2	Mcavernosa02083-RA
OG0005413	Pocillopora_acuta_HIv1_PredGene_g14647.t2, Pocillopora_acuta_HIv1_PredGene_g20773.t1, Pocillopora_acuta_HIv1_PredGene_g14647.t1	Mcavernosa04569-RA
OG0005414	Pocillopora_acuta_HIv1_PredGene_g12057.t1, Pocillopora_acuta_HIv1_PredGene_9798_t	Mcavernosa05117-RA
OG0005415	Pocillopora_acuta_HIv1_PredGene_g12063.t1	Mcavernosa28528-RA
OG0005416	Pocillopora_acuta_HIv1_PredGene_g16502.t1, Pocillopora_acuta_HIv1_PredGene_g24031.t1	Mcavernosa18373-RA
OG0005417	Pocillopora_acuta_HIv1_PredGene_g31748.t1	Mcavernosa13577-RA
OG0005418	Pocillopora_acuta_HIv1_PredGene_g5113.t1, Pocillopora_acuta_HIv1_PredGene_g15364.t1	Mcavernosa13373-RA
OG0005419	Pocillopora_acuta_HIv1_PredGene_g22066.t1	Mcavernosa23559-RA
OG0005420	Pocillopora_acuta_HIv1_PredGene_g1843.t1, Pocillopora_acuta_HIv1_PredGene_g17812.t1, Pocillopora_acuta_HIv1_PredGene_g17890.t1, Pocillopora_acuta_HIv1_PredGene_g33016.t1	Mcavernosa19142-RA
OG0005421	Pocillopora_acuta_HIv1_PredGene_g17277.t1, Pocillopora_acuta_HIv1_PredGene_g17277.t2	Mcavernosa12830-RA
OG0005422	Pocillopora_acuta_HIv1_PredGene_g3467.t1, Pocillopora_acuta_HIv1_PredGene_g30788.t1	Mcavernosa30208-RA
OG0005423	Pocillopora_acuta_HIv1_PredGene_g1223.t1, Pocillopora_acuta_HIv1_PredGene_11596_t	Mcavernosa15489-RA
OG0005424	Pocillopora_acuta_HIv1_PredGene_g29358.t1	Mcavernosa03817-RA
OG0005425	Pocillopora_acuta_HIv1_PredGene_g29357.t1, Pocillopora_acuta_HIv1_PredGene_g29357.t2	Mcavernosa03819-RA
OG0005426	Pocillopora_acuta_HIv1_PredGene_g10247.t1, Pocillopora_acuta_HIv1_PredGene_g31971.t1	Mcavernosa06954-RA, Mcavernosa06955-RA
OG0005427	Pocillopora_acuta_HIv1_PredGene_g9950.t1, Pocillopora_acuta_HIv1_PredGene_g31978.t1	Mcavernosa11180-RA
OG0005428	Pocillopora_acuta_HIv1_PredGene_g17020.t1	Mcavernosa21673-RA, Mcavernosa21669-RA
OG0005429	Pocillopora_acuta_HIv1_PredGene_g3744.t1	Mcavernosa25589-RA, Mcavernosa25590-RA
OG0005430	Pocillopora_acuta_HIv1_PredGene_8361_t, Pocillopora_acuta_HIv1_PredGene_g4781.t1	Mcavernosa34780-RA
OG0005431	Pocillopora_acuta_HIv1_PredGene_g33021.t1	Mcavernosa05999-RA
OG0005432	Pocillopora_acuta_HIv1_PredGene_19560_t	Mcavernosa32103-RA
OG0005433	Pocillopora_acuta_HIv1_PredGene_g12311.t1	Mcavernosa11378-RA
OG0005434	Pocillopora_acuta_HIv1_PredGene_g26362.t1	Mcavernosa11379-RA
OG0005436	Pocillopora_acuta_HIv1_PredGene_g12314.t1	Mcavernosa11371-RA
OG0005437	Pocillopora_acuta_HIv1_PredGene_g1145.t2, Pocillopora_acuta_HIv1_PredGene_g1145.t1	Mcavernosa04437-RA, Mcavernosa04439-RA
OG0005438	Pocillopora_acuta_HIv1_PredGene_g16326.t1	Mcavernosa08502-RA
OG0005439	Pocillopora_acuta_HIv1_PredGene_g15181.t1	Mcavernosa01454-RA
OG0005440	Pocillopora_acuta_HIv1_PredGene_g15211.t1	Mcavernosa20940-RA
OG0005441	Pocillopora_acuta_HIv1_PredGene_g9196.t1, Pocillopora_acuta_HIv1_PredGene_g11041.t1	Mcavernosa03740-RA
OG0005442	Pocillopora_acuta_HIv1_PredGene_g16500.t1	Mcavernosa30308-RA
OG0005444	Pocillopora_acuta_HIv1_PredGene_g7923.t1	Mcavernosa20432-RA
OG0005445	Pocillopora_acuta_HIv1_PredGene_g21213.t1	Mcavernosa29635-RA
OG0005446	Pocillopora_acuta_HIv1_PredGene_g15929.t2	Mcavernosa29782-RA
OG0005447	Pocillopora_acuta_HIv1_PredGene_g26278.t1	Mcavernosa18469-RA, Mcavernosa18466-RA
OG0005449	Pocillopora_acuta_HIv1_PredGene_g22704.t1, Pocillopora_acuta_HIv1_PredGene_2805_t	Mcavernosa25058-RA
OG0005450	Pocillopora_acuta_HIv1_PredGene_2801_t, Pocillopora_acuta_HIv1_PredGene_g22700.t2, Pocillopora_acuta_HIv1_PredGene_g22700.t1	Mcavernosa25054-RA
OG0005453	Pocillopora_acuta_HIv1_PredGene_g2864.t1	Mcavernosa16510-RA, Mcavernosa16511-RA
OG0005454	Pocillopora_acuta_HIv1_PredGene_g13460.t1, Pocillopora_acuta_HIv1_PredGene_g6056.t1	Mcavernosa15005-RA
OG0005455	Pocillopora_acuta_HIv1_PredGene_g1408.t1, Pocillopora_acuta_HIv1_PredGene_g6048.t1, Pocillopora_acuta_HIv1_PredGene_g12638.t1	Mcavernosa14995-RA
OG0005456	Pocillopora_acuta_HIv1_PredGene_g1406.t1, Pocillopora_acuta_HIv1_PredGene_g12636.t1, Pocillopora_acuta_HIv1_PredGene_g6050.t1	Mcavernosa14998-RA
OG0005457	Pocillopora_acuta_HIv1_PredGene_17688_t, Pocillopora_acuta_HIv1_PredGene_g13474.t1	Mcavernosa00644-RA
OG0005458	Pocillopora_acuta_HIv1_PredGene_g12274.t1, Pocillopora_acuta_HIv1_PredGene_g26649.t1	Mcavernosa30003-RA
OG0005459	Pocillopora_acuta_HIv1_PredGene_g19990.t1	Mcavernosa20157-RA, Mcavernosa20155-RA
OG0005460	Pocillopora_acuta_HIv1_PredGene_g2082.t1, Pocillopora_acuta_HIv1_PredGene_22269_t, Pocillopora_acuta_HIv1_PredGene_22268_t	Mcavernosa07049-RA
OG0005461	Pocillopora_acuta_HIv1_PredGene_g10394.t1, Pocillopora_acuta_HIv1_PredGene_g6393.t1	Mcavernosa11846-RA
OG0005463	Pocillopora_acuta_HIv1_PredGene_g5641.t1	Mcavernosa01213-RA
OG0005464	Pocillopora_acuta_HIv1_PredGene_10885_t, Pocillopora_acuta_HIv1_PredGene_g29742.t1, Pocillopora_acuta_HIv1_PredGene_g17294.t1	Mcavernosa25198-RA
OG0005466	Pocillopora_acuta_HIv1_PredGene_g31253.t1, Pocillopora_acuta_HIv1_PredGene_23835_t, Pocillopora_acuta_HIv1_PredGene_g19504.t1	Mcavernosa05354-RA
OG0005467	Pocillopora_acuta_HIv1_PredGene_21933_t, Pocillopora_acuta_HIv1_PredGene_g26148.t1	Mcavernosa24339-RA, Mcavernosa24336-RA
OG0005468	Pocillopora_acuta_HIv1_PredGene_g1944.t1	Mcavernosa10166-RA
OG0005469	Pocillopora_acuta_HIv1_PredGene_g16130.t1, Pocillopora_acuta_HIv1_PredGene_31216_t	Mcavernosa01869-RA, Mcavernosa01870-RA
OG0005470	Pocillopora_acuta_HIv1_PredGene_g2993.t1, Pocillopora_acuta_HIv1_PredGene_10483_t	Mcavernosa24505-RA, Mcavernosa24506-RA
OG0005471	Pocillopora_acuta_HIv1_PredGene_g2980.t1, Pocillopora_acuta_HIv1_PredGene_g2980.t2, Pocillopora_acuta_HIv1_PredGene_10469_t	Mcavernosa16447-RA
OG0005473	Pocillopora_acuta_HIv1_PredGene_g27931.t1	Mcavernosa03014-RA
OG0005474	Pocillopora_acuta_HIv1_PredGene_13273_t, Pocillopora_acuta_HIv1_PredGene_g27930.t1	Mcavernosa33518-RA, Mcavernosa03009-RA
OG0005478	Pocillopora_acuta_HIv1_PredGene_g30095.t1	Mcavernosa32017-RA
OG0005479	Pocillopora_acuta_HIv1_PredGene_12170_t	Mcavernosa33348-RA
OG0005479	Pocillopora_acuta_HIv1_PredGene_g30099.t1	Mcavernosa30505-RA
OG0005480	Pocillopora_acuta_HIv1_PredGene_g5125.t1	Mcavernosa13397-RA
OG0005481	Pocillopora_acuta_HIv1_PredGene_g9959.t1, Pocillopora_acuta_HIv1_PredGene_g9957.t1, Pocillopora_acuta_HIv1_PredGene_g9958.t1	Mcavernosa11186-RA
OG0005482	Pocillopora_acuta_HIv1_PredGene_g13713.t1, Pocillopora_acuta_HIv1_PredGene_g22951.t1	Mcavernosa15359-RA, Mcavernosa15362-RA
