Orthogroup	plut2v1.1.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0007015	plut2.m8.14871.m1	Pocillopora_acuta_HIv1_PredGene_g30291.t1
OG0007016	plut2.m8.29569.m1	Pocillopora_acuta_HIv1_PredGene_g20424.t1
OG0007017	plut2.m8.17418.m1, plut2.m8.31760.m1	Pocillopora_acuta_HIv1_PredGene_31531_t, Pocillopora_acuta_HIv1_PredGene_g33354.t1, Pocillopora_acuta_HIv1_PredGene_31532_t, Pocillopora_acuta_HIv1_PredGene_g25422.t1
OG0007018	plut2.m8.9586.m1	Pocillopora_acuta_HIv1_PredGene_g25785.t1, Pocillopora_acuta_HIv1_PredGene_g18885.t1, Pocillopora_acuta_HIv1_PredGene_g4497.t1
OG0007019	plut2.m8.28754.m1, plut2.m8.28753.m1	Pocillopora_acuta_HIv1_PredGene_g28610.t1, Pocillopora_acuta_HIv1_PredGene_g6345.t1
OG0007020	plut2.m8.23211.m1, plut2.m8.23213.m1, plut2.m8.11969.m1	Pocillopora_acuta_HIv1_PredGene_g5863.t1, Pocillopora_acuta_HIv1_PredGene_23000_t, Pocillopora_acuta_HIv1_PredGene_g10433.t1
OG0007022	plut2.m8.28495.m1	Pocillopora_acuta_HIv1_PredGene_g24937.t1, Pocillopora_acuta_HIv1_PredGene_g24938.t1
OG0007023	jamg1.model.Sc0000392.9, jamg1.model.Sc0000392.8, jamg1.model.Sc0000154.39, jamg1.model.Sc0000154.40, jamg1.model.Sc0000154.2	Pocillopora_acuta_HIv1_PredGene_g14391.t1, Pocillopora_acuta_HIv1_PredGene_g11605.t1
OG0007027	plut2.m8.24572.m1, plut2.m8.5349.m1	Pocillopora_acuta_HIv1_PredGene_15116_t, Pocillopora_acuta_HIv1_PredGene_g10380.t1, Pocillopora_acuta_HIv1_PredGene_g9872.t1
OG0007029	plut2.m8.10136.m1, plut2.m8.10137.m1	Pocillopora_acuta_HIv1_PredGene_g7955.t1, Pocillopora_acuta_HIv1_PredGene_g8707.t1
OG0007031	jamg1.model.Sc0000546.22	Pocillopora_acuta_HIv1_PredGene_g10224.t1
OG0007033	jamg1.model.Sc0000025.48	Pocillopora_acuta_HIv1_PredGene_g982.t1, Pocillopora_acuta_HIv1_PredGene_g14555.t1, Pocillopora_acuta_HIv1_PredGene_g1116.t1, Pocillopora_acuta_HIv1_PredGene_g14491.t1, Pocillopora_acuta_HIv1_PredGene_g14495.t1, Pocillopora_acuta_HIv1_PredGene_g13380.t1
OG0007034	plut2.m8.22790.m1, plut2.m8.22789.m1, plut2.m8.22784.m1, plut2.m8.31504.m1, plut2.m8.22786.m1, plut2.m8.22785.m1	Pocillopora_acuta_HIv1_PredGene_g15148.t1
OG0007038	plut2.m8.2726.m1	Pocillopora_acuta_HIv1_PredGene_g7527.t1, Pocillopora_acuta_HIv1_PredGene_g7528.t1, Pocillopora_acuta_HIv1_PredGene_g7535.t1
OG0007039	plut2.m8.2296.m1, plut2.m8.2304.m1	Pocillopora_acuta_HIv1_PredGene_g14655.t1
OG0007040	plut2.m8.30592.m1	Pocillopora_acuta_HIv1_PredGene_g26626.t1, Pocillopora_acuta_HIv1_PredGene_g5590.t1, Pocillopora_acuta_HIv1_PredGene_g12049.t1
OG0007042	plut2.m8.2027.m1	Pocillopora_acuta_HIv1_PredGene_g16115.t1, Pocillopora_acuta_HIv1_PredGene_g15590.t1, Pocillopora_acuta_HIv1_PredGene_g16116.t1, Pocillopora_acuta_HIv1_PredGene_g15588.t1
OG0007049	plut2.m8.21391.m1	Pocillopora_acuta_HIv1_PredGene_g32387.t1, Pocillopora_acuta_HIv1_PredGene_g11215.t1, Pocillopora_acuta_HIv1_PredGene_g11270.t1
OG0007055	plut2.m8.25120.m1	Pocillopora_acuta_HIv1_PredGene_g24556.t1, Pocillopora_acuta_HIv1_PredGene_g30250.t1
OG0007057	plut2.m8.5705.m1	Pocillopora_acuta_HIv1_PredGene_g7844.t1, Pocillopora_acuta_HIv1_PredGene_g17128.t1, Pocillopora_acuta_HIv1_PredGene_g23992.t1
OG0007060	plut2.m8.32782.m1	Pocillopora_acuta_HIv1_PredGene_g13404.t1
OG0007063	plut2.m8.2919.m1, plut2.m8.31188.m1	Pocillopora_acuta_HIv1_PredGene_g7101.t1, Pocillopora_acuta_HIv1_PredGene_g5902.t1
OG0007067	plut2.m8.19855.m1	Pocillopora_acuta_HIv1_PredGene_g19162.t1, Pocillopora_acuta_HIv1_PredGene_g13449.t1, Pocillopora_acuta_HIv1_PredGene_g13449.t2
OG0007068	plut2.m8.10472.m1	Pocillopora_acuta_HIv1_PredGene_g31021.t1, Pocillopora_acuta_HIv1_PredGene_g13431.t1, Pocillopora_acuta_HIv1_PredGene_g5062.t1, Pocillopora_acuta_HIv1_PredGene_13385_t, Pocillopora_acuta_HIv1_PredGene_g19321.t1, Pocillopora_acuta_HIv1_PredGene_g18123.t1
OG0007071	plut2.m8.5504.m1, plut2.m8.3257.m1	Pocillopora_acuta_HIv1_PredGene_g5440.t1, Pocillopora_acuta_HIv1_PredGene_g10138.t1, Pocillopora_acuta_HIv1_PredGene_g17956.t1, Pocillopora_acuta_HIv1_PredGene_g32044.t1, Pocillopora_acuta_HIv1_PredGene_g17955.t1, Pocillopora_acuta_HIv1_PredGene_g23443.t1
OG0007073	plut2.m8.13002.m1	Pocillopora_acuta_HIv1_PredGene_14104_t, Pocillopora_acuta_HIv1_PredGene_g9765.t1
OG0007074	plut2.m8.12988.m1	Pocillopora_acuta_HIv1_PredGene_g9762.t1
OG0007075	plut2.m8.13003.m1	Pocillopora_acuta_HIv1_PredGene_14102_t, Pocillopora_acuta_HIv1_PredGene_g9763.t1
OG0007076	plut2.m8.21616.m1	Pocillopora_acuta_HIv1_PredGene_g31492.t1, Pocillopora_acuta_HIv1_PredGene_g31493.t1
OG0007077	plut2.m8.21619.m1	Pocillopora_acuta_HIv1_PredGene_g31544.t1
OG0007079	plut2.m8.27533.m1	Pocillopora_acuta_HIv1_PredGene_g30015.t1, Pocillopora_acuta_HIv1_PredGene_g9943.t1
OG0007080	plut2.m8.27519.m1	Pocillopora_acuta_HIv1_PredGene_g30014.t1, Pocillopora_acuta_HIv1_PredGene_g9944.t1
OG0007081	plut2.m8.27520.m1	Pocillopora_acuta_HIv1_PredGene_g9945.t1, Pocillopora_acuta_HIv1_PredGene_g30013.t1
OG0007082	plut2.m8.2472.m1	Pocillopora_acuta_HIv1_PredGene_g19523.t1
OG0007083	plut2.m8.27521.m1	Pocillopora_acuta_HIv1_PredGene_g30011.t1, Pocillopora_acuta_HIv1_PredGene_g9947.t1
OG0007084	jamg1.model.Sc0000262.38	Pocillopora_acuta_HIv1_PredGene_g18949.t1
OG0007085	plut2.m8.2643.m1	Pocillopora_acuta_HIv1_PredGene_g12168.t1
OG0007086	plut2.m8.2635.m1	Pocillopora_acuta_HIv1_PredGene_g12166.t1
OG0007087	plut2.m8.2633.m1	Pocillopora_acuta_HIv1_PredGene_g12165.t1
OG0007088	plut2.m8.5458.m1	Pocillopora_acuta_HIv1_PredGene_g22395.t1
OG0007089	plut2.m8.5457.m1	Pocillopora_acuta_HIv1_PredGene_g22392.t1
OG0007090	plut2.m8.288.m1	Pocillopora_acuta_HIv1_PredGene_g2769.t1
OG0007091	plut2.m8.291.m1	Pocillopora_acuta_HIv1_PredGene_g21998.t1
OG0007092	plut2.m8.289.m1	Pocillopora_acuta_HIv1_PredGene_g2770.t1
OG0007093	plut2.m8.5288.m1	Pocillopora_acuta_HIv1_PredGene_g27350.t1
OG0007094	plut2.m8.268.m1	Pocillopora_acuta_HIv1_PredGene_g2752.t1
OG0007095	plut2.m8.278.m1	Pocillopora_acuta_HIv1_PredGene_g2753.t1
OG0007096	plut2.m8.8986.m1	Pocillopora_acuta_HIv1_PredGene_g31262.t1
OG0007097	plut2.m8.5971.m1	Pocillopora_acuta_HIv1_PredGene_g15251.t1
OG0007098	plut2.m8.3904.m1	Pocillopora_acuta_HIv1_PredGene_g4252.t1
OG0007099	plut2.m8.22614.m1	Pocillopora_acuta_HIv1_PredGene_g19457.t1
OG0007100	plut2.m8.22616.m1	Pocillopora_acuta_HIv1_PredGene_g19456.t1
OG0007101	plut2.m8.5969.m1	Pocillopora_acuta_HIv1_PredGene_g15248.t1
OG0007104	plut2.m8.32481.m1	Pocillopora_acuta_HIv1_PredGene_g22478.t1
OG0007105	plut2.m8.6999.m1	Pocillopora_acuta_HIv1_PredGene_g7461.t1
OG0007106	plut2.m8.6998.m1	Pocillopora_acuta_HIv1_PredGene_453_t, Pocillopora_acuta_HIv1_PredGene_g7460.t1
OG0007107	plut2.m8.7000.m1	Pocillopora_acuta_HIv1_PredGene_455_t, Pocillopora_acuta_HIv1_PredGene_g7462.t1
OG0007108	plut2.m8.6991.m1	Pocillopora_acuta_HIv1_PredGene_459_t, Pocillopora_acuta_HIv1_PredGene_g7466.t1
OG0007109	plut2.m8.20118.m1	Pocillopora_acuta_HIv1_PredGene_g23886.t1, Pocillopora_acuta_HIv1_PredGene_g12469.t1
OG0007110	plut2.m8.28838.m1	Pocillopora_acuta_HIv1_PredGene_g3053.t1, Pocillopora_acuta_HIv1_PredGene_g21595.t1
OG0007111	plut2.m8.887.m1	Pocillopora_acuta_HIv1_PredGene_g24413.t1, Pocillopora_acuta_HIv1_PredGene_g24411.t1
OG0007112	plut2.m8.2054.m1	Pocillopora_acuta_HIv1_PredGene_g33501.t1, Pocillopora_acuta_HIv1_PredGene_g33566.t1
OG0007113	plut2.m8.7758.m1	Pocillopora_acuta_HIv1_PredGene_g11307.t2, Pocillopora_acuta_HIv1_PredGene_g11307.t1
OG0007114	plut2.m8.8733.m1	Pocillopora_acuta_HIv1_PredGene_g10351.t1, Pocillopora_acuta_HIv1_PredGene_g10303.t1
OG0007115	plut2.m8.8730.m1	Pocillopora_acuta_HIv1_PredGene_g10352.t1, Pocillopora_acuta_HIv1_PredGene_g10304.t1
OG0007116	plut2.m8.6371.m1	Pocillopora_acuta_HIv1_PredGene_g30569.t1
OG0007117	plut2.m8.6376.m1	Pocillopora_acuta_HIv1_PredGene_g30568.t1
OG0007118	plut2.m8.21581.m1	Pocillopora_acuta_HIv1_PredGene_g26372.t1
OG0007119	plut2.m8.15336.m1	Pocillopora_acuta_HIv1_PredGene_g1954.t1
OG0007120	plut2.m8.5591.m1	Pocillopora_acuta_HIv1_PredGene_2482_t, Pocillopora_acuta_HIv1_PredGene_g17119.t1
OG0007121	plut2.m8.5590.m1	Pocillopora_acuta_HIv1_PredGene_g17124.t1
OG0007122	plut2.m8.5588.m1	Pocillopora_acuta_HIv1_PredGene_g17121.t1
OG0007123	plut2.m8.8537.m1	Pocillopora_acuta_HIv1_PredGene_g29010.t1
OG0007124	plut2.m8.8499.m1	Pocillopora_acuta_HIv1_PredGene_24225_t
OG0007125	plut2.m8.8543.m1	Pocillopora_acuta_HIv1_PredGene_g29012.t1
OG0007126	plut2.m8.8552.m1	Pocillopora_acuta_HIv1_PredGene_g29018.t1
OG0007127	plut2.m8.32677.m1	Pocillopora_acuta_HIv1_PredGene_g29923.t1, Pocillopora_acuta_HIv1_PredGene_g29975.t1
OG0007128	jamg1.model.Sc0000163.100	Pocillopora_acuta_HIv1_PredGene_6238_t, Pocillopora_acuta_HIv1_PredGene_g24709.t1
OG0007129	plut2.m8.3790.m1	Pocillopora_acuta_HIv1_PredGene_g18999.t1, Pocillopora_acuta_HIv1_PredGene_27815_t
OG0007130	plut2.m8.3759.m1	Pocillopora_acuta_HIv1_PredGene_g18983.t1
OG0007131	jamg1.model.Sc0000032.19	Pocillopora_acuta_HIv1_PredGene_g18986.t1
OG0007132	plut2.m8.3760.m1	Pocillopora_acuta_HIv1_PredGene_g18980.t1
OG0007133	plut2.m8.17076.m1	Pocillopora_acuta_HIv1_PredGene_g18967.t1
OG0007134	plut2.m8.17096.m1	Pocillopora_acuta_HIv1_PredGene_g18955.t1
OG0007135	plut2.m8.3755.m1	Pocillopora_acuta_HIv1_PredGene_g18987.t1, Pocillopora_acuta_HIv1_PredGene_g18987.t2
OG0007136	plut2.m8.18534.m1, plut2.m8.18535.m1	Pocillopora_acuta_HIv1_PredGene_g10083.t1
OG0007137	jamg1.model.Sc0000109.22	Pocillopora_acuta_HIv1_PredGene_g5523.t1, Pocillopora_acuta_HIv1_PredGene_g5522.t1, Pocillopora_acuta_HIv1_PredGene_g5521.t1
OG0007138	plut2.m8.22252.m1	Pocillopora_acuta_HIv1_PredGene_g22648.t1, Pocillopora_acuta_HIv1_PredGene_g11649.t1
OG0007139	plut2.m8.32756.m1	Pocillopora_acuta_HIv1_PredGene_g19768.t1
OG0007140	plut2.m8.13381.m1	Pocillopora_acuta_HIv1_PredGene_13969_t, Pocillopora_acuta_HIv1_PredGene_g1143.t1
OG0007141	plut2.m8.19157.m1	Pocillopora_acuta_HIv1_PredGene_g1137.t1
OG0007142	plut2.m8.19166.m1	Pocillopora_acuta_HIv1_PredGene_g1136.t1
OG0007143	plut2.m8.13391.m1	Pocillopora_acuta_HIv1_PredGene_g1138.t1
OG0007144	plut2.m8.13375.m1	Pocillopora_acuta_HIv1_PredGene_g5788.t1, Pocillopora_acuta_HIv1_PredGene_g22261.t1
OG0007145	plut2.m8.13382.m1	Pocillopora_acuta_HIv1_PredGene_g5790.t1, Pocillopora_acuta_HIv1_PredGene_8418_t
OG0007146	plut2.m8.16574.m1	Pocillopora_acuta_HIv1_PredGene_g21356.t1
OG0007147	plut2.m8.8191.m1, plut2.m8.8188.m1	Pocillopora_acuta_HIv1_PredGene_g22088.t1
OG0007148	plut2.m8.8195.m1	Pocillopora_acuta_HIv1_PredGene_4353_t, Pocillopora_acuta_HIv1_PredGene_g22113.t1
OG0007149	plut2.m8.30039.m1	Pocillopora_acuta_HIv1_PredGene_g18358.t1
OG0007150	plut2.m8.20761.m1	Pocillopora_acuta_HIv1_PredGene_g8213.t1, Pocillopora_acuta_HIv1_PredGene_932_t
OG0007151	plut2.m8.20760.m1	Pocillopora_acuta_HIv1_PredGene_g8214.t1
OG0007152	plut2.m8.31144.m1, plut2.m8.4509.m1	Pocillopora_acuta_HIv1_PredGene_g32687.t1
OG0007153	plut2.m8.4504.m1	Pocillopora_acuta_HIv1_PredGene_g32685.t1, Pocillopora_acuta_HIv1_PredGene_g32683.t1
OG0007154	plut2.m8.1073.m1	Pocillopora_acuta_HIv1_PredGene_g25941.t1, Pocillopora_acuta_HIv1_PredGene_31704_t
OG0007155	plut2.m8.1074.m1	Pocillopora_acuta_HIv1_PredGene_g25942.t1, Pocillopora_acuta_HIv1_PredGene_31705_t, Pocillopora_acuta_HIv1_PredGene_g24124.t1
OG0007158	plut2.m8.6501.m1	Pocillopora_acuta_HIv1_PredGene_g10557.t1, Pocillopora_acuta_HIv1_PredGene_25807_t
OG0007159	plut2.m8.27407.m1	Pocillopora_acuta_HIv1_PredGene_g27449.t1
OG0007160	plut2.m8.27486.m1	Pocillopora_acuta_HIv1_PredGene_g9654.t1, Pocillopora_acuta_HIv1_PredGene_g27436.t1
OG0007161	plut2.m8.17180.m1, plut2.m8.17181.m1	Pocillopora_acuta_HIv1_PredGene_g25517.t1
OG0007162	plut2.m8.22775.m1	Pocillopora_acuta_HIv1_PredGene_g25523.t1
OG0007163	plut2.m8.17196.m1	Pocillopora_acuta_HIv1_PredGene_g24322.t1, Pocillopora_acuta_HIv1_PredGene_g24322.t2
OG0007164	plut2.m8.20647.m1	Pocillopora_acuta_HIv1_PredGene_g31589.t1
OG0007166	plut2.m8.17136.m1	Pocillopora_acuta_HIv1_PredGene_g12410.t1, Pocillopora_acuta_HIv1_PredGene_g6868.t1
OG0007167	plut2.m8.2445.m1	Pocillopora_acuta_HIv1_PredGene_g19862.t1, Pocillopora_acuta_HIv1_PredGene_g19431.t1
OG0007169	plut2.m8.14408.m1	Pocillopora_acuta_HIv1_PredGene_g5506.t2, Pocillopora_acuta_HIv1_PredGene_g5506.t1
OG0007170	plut2.m8.619.m1	Pocillopora_acuta_HIv1_PredGene_6672_t, Pocillopora_acuta_HIv1_PredGene_g19838.t1
OG0007171	plut2.m8.610.m1	Pocillopora_acuta_HIv1_PredGene_g19845.t1
OG0007172	plut2.m8.2766.m1	Pocillopora_acuta_HIv1_PredGene_539_t, Pocillopora_acuta_HIv1_PredGene_g7554.t1
OG0007173	plut2.m8.2759.m1	Pocillopora_acuta_HIv1_PredGene_g7549.t1, Pocillopora_acuta_HIv1_PredGene_534_t
OG0007174	plut2.m8.2765.m1	Pocillopora_acuta_HIv1_PredGene_g7548.t2, Pocillopora_acuta_HIv1_PredGene_g7548.t1
OG0007176	plut2.m8.12520.m1	Pocillopora_acuta_HIv1_PredGene_g23092.t1
OG0007177	plut2.m8.8750.m1	Pocillopora_acuta_HIv1_PredGene_g14502.t1
OG0007178	plut2.m8.11402.m1	Pocillopora_acuta_HIv1_PredGene_g16492.t1
OG0007180	plut2.m8.16334.m1	Pocillopora_acuta_HIv1_PredGene_g32368.t1
OG0007181	plut2.m8.16331.m1	Pocillopora_acuta_HIv1_PredGene_g32395.t1, Pocillopora_acuta_HIv1_PredGene_g32396.t1
OG0007182	plut2.m8.6452.m1	Pocillopora_acuta_HIv1_PredGene_g30127.t1
OG0007183	plut2.m8.10343.m1	Pocillopora_acuta_HIv1_PredGene_g19867.t1, Pocillopora_acuta_HIv1_PredGene_g19435.t1
OG0007184	plut2.m8.10355.m1	Pocillopora_acuta_HIv1_PredGene_g19868.t1, Pocillopora_acuta_HIv1_PredGene_24865_t, Pocillopora_acuta_HIv1_PredGene_g19436.t1
OG0007186	plut2.m8.25050.m1	Pocillopora_acuta_HIv1_PredGene_g239.t1
OG0007187	plut2.m8.32430.m1	Pocillopora_acuta_HIv1_PredGene_g3695.t1, Pocillopora_acuta_HIv1_PredGene_g23868.t1
OG0007188	plut2.m8.32423.m1	Pocillopora_acuta_HIv1_PredGene_g3694.t1, Pocillopora_acuta_HIv1_PredGene_g23869.t1
OG0007190	plut2.m8.2622.m1	Pocillopora_acuta_HIv1_PredGene_g26039.t1
OG0007191	jamg1.model.Sc0000021.42	Pocillopora_acuta_HIv1_PredGene_g30108.t1, Pocillopora_acuta_HIv1_PredGene_g26040.t1
OG0007192	plut2.m8.9178.m1	Pocillopora_acuta_HIv1_PredGene_g26721.t1
OG0007193	plut2.m8.18304.m1	Pocillopora_acuta_HIv1_PredGene_g19606.t1
OG0007194	plut2.m8.13277.m1	Pocillopora_acuta_HIv1_PredGene_g10935.t1, Pocillopora_acuta_HIv1_PredGene_g10936.t1
OG0007195	plut2.m8.15311.m1	Pocillopora_acuta_HIv1_PredGene_g15460.t1
OG0007196	plut2.m8.15304.m1	Pocillopora_acuta_HIv1_PredGene_g15463.t1
OG0007197	plut2.m8.22689.m1	Pocillopora_acuta_HIv1_PredGene_g22346.t1, Pocillopora_acuta_HIv1_PredGene_g22346.t2
OG0007198	plut2.m8.8411.m1	Pocillopora_acuta_HIv1_PredGene_18496_t, Pocillopora_acuta_HIv1_PredGene_g22342.t1
OG0007199	plut2.m8.22679.m1	Pocillopora_acuta_HIv1_PredGene_g22348.t1
OG0007203	plut2.m8.11046.m1	Pocillopora_acuta_HIv1_PredGene_g14105.t1
OG0007207	plut2.m8.4872.m1	Pocillopora_acuta_HIv1_PredGene_g31036.t1
OG0007208	plut2.m8.20912.m1	Pocillopora_acuta_HIv1_PredGene_g28305.t1, Pocillopora_acuta_HIv1_PredGene_29818_t
OG0007209	plut2.m8.20914.m1, plut2.m8.20822.m1	Pocillopora_acuta_HIv1_PredGene_g28307.t1
OG0007210	plut2.m8.5165.m1	Pocillopora_acuta_HIv1_PredGene_21438_t, Pocillopora_acuta_HIv1_PredGene_g22493.t1
OG0007211	plut2.m8.5166.m1, plut2.m8.5164.m1	Pocillopora_acuta_HIv1_PredGene_g22492.t1
OG0007212	plut2.m8.7632.m1	Pocillopora_acuta_HIv1_PredGene_g22502.t1
OG0007213	plut2.m8.5163.m1	Pocillopora_acuta_HIv1_PredGene_21441_t, Pocillopora_acuta_HIv1_PredGene_g22496.t1
OG0007214	plut2.m8.5104.m1	Pocillopora_acuta_HIv1_PredGene_g11281.t1, Pocillopora_acuta_HIv1_PredGene_6121_t
OG0007215	plut2.m8.5106.m1	Pocillopora_acuta_HIv1_PredGene_g11261.t1, Pocillopora_acuta_HIv1_PredGene_g11262.t1
OG0007216	plut2.m8.5115.m1	Pocillopora_acuta_HIv1_PredGene_g11290.t1
OG0007217	plut2.m8.5109.m1, plut2.m8.5110.m1	Pocillopora_acuta_HIv1_PredGene_g11286.t1
OG0007218	plut2.m8.16723.m1	Pocillopora_acuta_HIv1_PredGene_g13045.t1, Pocillopora_acuta_HIv1_PredGene_g29590.t1
OG0007219	plut2.m8.16721.m1	Pocillopora_acuta_HIv1_PredGene_g13044.t1, Pocillopora_acuta_HIv1_PredGene_g29591.t1
OG0007220	plut2.m8.26575.m1	Pocillopora_acuta_HIv1_PredGene_g28573.t1
OG0007221	plut2.m8.21163.m1	Pocillopora_acuta_HIv1_PredGene_g19059.t1, Pocillopora_acuta_HIv1_PredGene_19146_t
OG0007223	plut2.m8.7649.m1	Pocillopora_acuta_HIv1_PredGene_g6666.t1
OG0007224	plut2.m8.18932.m1	Pocillopora_acuta_HIv1_PredGene_5671_t
OG0007224	plut2.m8.18930.m1	Pocillopora_acuta_HIv1_PredGene_g6412.t1
OG0007225	plut2.m8.11392.m1	Pocillopora_acuta_HIv1_PredGene_g10271.t1, Pocillopora_acuta_HIv1_PredGene_g16452.t1
OG0007226	plut2.m8.2434.m1	Pocillopora_acuta_HIv1_PredGene_g31451.t1
OG0007229	plut2.m8.2318.m1	Pocillopora_acuta_HIv1_PredGene_g14646.t1, Pocillopora_acuta_HIv1_PredGene_g20772.t1
OG0007230	plut2.m8.2303.m1	Pocillopora_acuta_HIv1_PredGene_g14652.t1
OG0007232	plut2.m8.20142.m1	Pocillopora_acuta_HIv1_PredGene_g23980.t1
OG0007233	plut2.m8.13350.m1	Pocillopora_acuta_HIv1_PredGene_g29639.t1
OG0007234	plut2.m8.19316.m1	Pocillopora_acuta_HIv1_PredGene_22517_t, Pocillopora_acuta_HIv1_PredGene_g27486.t1
OG0007235	plut2.m8.19311.m1	Pocillopora_acuta_HIv1_PredGene_g27484.t1
OG0007236	plut2.m8.4070.m1	Pocillopora_acuta_HIv1_PredGene_g33251.t1
OG0007237	plut2.m8.5319.m1	Pocillopora_acuta_HIv1_PredGene_g10384.t1
OG0007238	plut2.m8.5318.m1	Pocillopora_acuta_HIv1_PredGene_g10382.t1
OG0007239	plut2.m8.14212.m1	Pocillopora_acuta_HIv1_PredGene_g10378.t1
OG0007240	plut2.m8.9665.m1	Pocillopora_acuta_HIv1_PredGene_g19625.t1
OG0007241	plut2.m8.21234.m1	Pocillopora_acuta_HIv1_PredGene_g22553.t1
OG0007242	plut2.m8.17060.m1	Pocillopora_acuta_HIv1_PredGene_g3466.t1, Pocillopora_acuta_HIv1_PredGene_g30787.t1
OG0007243	plut2.m8.11674.m1	Pocillopora_acuta_HIv1_PredGene_11595_t, Pocillopora_acuta_HIv1_PredGene_g1222.t1
OG0007244	plut2.m8.16101.m1	Pocillopora_acuta_HIv1_PredGene_g31969.t1
OG0007245	plut2.m8.16098.m1	Pocillopora_acuta_HIv1_PredGene_g31970.t1
OG0007246	plut2.m8.8760.m1	Pocillopora_acuta_HIv1_PredGene_g8980.t1, Pocillopora_acuta_HIv1_PredGene_3155_t
OG0007248	plut2.m8.8899.m1	Pocillopora_acuta_HIv1_PredGene_g14373.t2, Pocillopora_acuta_HIv1_PredGene_g14373.t1
OG0007249	plut2.m8.16921.m1, plut2.m8.16922.m1	Pocillopora_acuta_HIv1_PredGene_g4471.t1
OG0007250	plut2.m8.3674.m1	Pocillopora_acuta_HIv1_PredGene_g10991.t1
OG0007251	plut2.m8.3679.m1	Pocillopora_acuta_HIv1_PredGene_g10983.t1
OG0007252	plut2.m8.12013.m1	Pocillopora_acuta_HIv1_PredGene_g17019.t1
OG0007253	plut2.m8.32655.m1	Pocillopora_acuta_HIv1_PredGene_g112.t1
OG0007254	plut2.m8.7503.m1	Pocillopora_acuta_HIv1_PredGene_g3743.t1
OG0007255	plut2.m8.7496.m1	Pocillopora_acuta_HIv1_PredGene_g3735.t1
OG0007256	plut2.m8.7494.m1	Pocillopora_acuta_HIv1_PredGene_25164_t, Pocillopora_acuta_HIv1_PredGene_g3733.t1
OG0007257	plut2.m8.7492.m1	Pocillopora_acuta_HIv1_PredGene_g3731.t1, Pocillopora_acuta_HIv1_PredGene_g3729.t1
OG0007258	plut2.m8.7491.m1	Pocillopora_acuta_HIv1_PredGene_g3726.t1
OG0007260	plut2.m8.18317.m1	Pocillopora_acuta_HIv1_PredGene_g33019.t2, Pocillopora_acuta_HIv1_PredGene_g33019.t1
OG0007261	plut2.m8.22369.m1	Pocillopora_acuta_HIv1_PredGene_g33011.t1, Pocillopora_acuta_HIv1_PredGene_g33011.t2
OG0007262	plut2.m8.18327.m1	Pocillopora_acuta_HIv1_PredGene_g1328.t1
OG0007263	plut2.m8.18321.m1	Pocillopora_acuta_HIv1_PredGene_g1327.t1
OG0007264	plut2.m8.21598.m1	Pocillopora_acuta_HIv1_PredGene_g6606.t1, Pocillopora_acuta_HIv1_PredGene_g13128.t1
OG0007265	plut2.m8.11089.m1	Pocillopora_acuta_HIv1_PredGene_g1149.t1, Pocillopora_acuta_HIv1_PredGene_13975_t
OG0007266	plut2.m8.6601.m1	Pocillopora_acuta_HIv1_PredGene_g16322.t1
OG0007267	plut2.m8.6609.m1	Pocillopora_acuta_HIv1_PredGene_g16325.t1
OG0007268	plut2.m8.6605.m1	Pocillopora_acuta_HIv1_PredGene_10324_t, Pocillopora_acuta_HIv1_PredGene_g16324.t1
OG0007269	plut2.m8.1473.m1	Pocillopora_acuta_HIv1_PredGene_g16285.t1
OG0007270	plut2.m8.1465.m1	Pocillopora_acuta_HIv1_PredGene_g16373.t1
OG0007271	jamg1.model.Sc0000148.68	Pocillopora_acuta_HIv1_PredGene_g27407.t1
OG0007272	plut2.m8.673.m1	Pocillopora_acuta_HIv1_PredGene_g15192.t2, Pocillopora_acuta_HIv1_PredGene_g15192.t1
OG0007273	plut2.m8.667.m1	Pocillopora_acuta_HIv1_PredGene_15557_t, Pocillopora_acuta_HIv1_PredGene_g15207.t1
OG0007274	plut2.m8.11396.m1	Pocillopora_acuta_HIv1_PredGene_g2.t1, Pocillopora_acuta_HIv1_PredGene_g2.t2, Pocillopora_acuta_HIv1_PredGene_g14504.t1
OG0007275	plut2.m8.11393.m1	Pocillopora_acuta_HIv1_PredGene_g16501.t1
OG0007276	plut2.m8.17312.m1	Pocillopora_acuta_HIv1_PredGene_1903_t, Pocillopora_acuta_HIv1_PredGene_g17687.t1
OG0007277	plut2.m8.17322.m1	Pocillopora_acuta_HIv1_PredGene_g17684.t1
OG0007278	plut2.m8.17316.m1	Pocillopora_acuta_HIv1_PredGene_g17682.t1
OG0007279	plut2.m8.23575.m1	Pocillopora_acuta_HIv1_PredGene_g17690.t1
OG0007282	plut2.m8.10819.m1	Pocillopora_acuta_HIv1_PredGene_g15919.t1, Pocillopora_acuta_HIv1_PredGene_g26200.t1
OG0007283	plut2.m8.10813.m1	Pocillopora_acuta_HIv1_PredGene_g15923.t1
OG0007284	plut2.m8.8207.m1	Pocillopora_acuta_HIv1_PredGene_g22107.t1
OG0007285	plut2.m8.32217.m1	Pocillopora_acuta_HIv1_PredGene_g22694.t1
OG0007286	plut2.m8.32600.m1	Pocillopora_acuta_HIv1_PredGene_1721_t, Pocillopora_acuta_HIv1_PredGene_g1048.t1
OG0007287	plut2.m8.32604.m1	Pocillopora_acuta_HIv1_PredGene_g1047.t1
