Orthogroup	Pocillopora_acuta_HIv1.genes.pep	plut2v1.1.proteins
OG0006373	Pocillopora_acuta_HIv1_PredGene_g2265.t1, Pocillopora_acuta_HIv1_PredGene_g26992.t1, Pocillopora_acuta_HIv1_PredGene_4517_t	plut2.m8.24411.m1
OG0006375	Pocillopora_acuta_HIv1_PredGene_g28633.t1	plut2.m8.198.m1, plut2.m8.19328.m1, plut2.m8.17769.m1
OG0006376	Pocillopora_acuta_HIv1_PredGene_g33231.t2, Pocillopora_acuta_HIv1_PredGene_g33231.t1, Pocillopora_acuta_HIv1_PredGene_g33231.t3	plut2.m8.5276.m1
OG0006377	Pocillopora_acuta_HIv1_PredGene_g24719.t1	plut2.m8.20620.m1
OG0006378	Pocillopora_acuta_HIv1_PredGene_g24713.t1, Pocillopora_acuta_HIv1_PredGene_g24713.t2	plut2.m8.3363.m1
OG0006379	Pocillopora_acuta_HIv1_PredGene_g33149.t2, Pocillopora_acuta_HIv1_PredGene_g33149.t1	jamg1.model.Sc0000002.66
OG0006381	Pocillopora_acuta_HIv1_PredGene_g24165.t2, Pocillopora_acuta_HIv1_PredGene_g24165.t1	plut2.m8.3822.m1
OG0006382	Pocillopora_acuta_HIv1_PredGene_g24162.t1	plut2.m8.3824.m1
OG0006384	Pocillopora_acuta_HIv1_PredGene_g18612.t1	plut2.m8.8224.m1
OG0006385	Pocillopora_acuta_HIv1_PredGene_4081_t, Pocillopora_acuta_HIv1_PredGene_g18622.t1	plut2.m8.24649.m1
OG0006386	Pocillopora_acuta_HIv1_PredGene_g18616.t1	jamg1.model.Sc0000087.104
OG0006387	Pocillopora_acuta_HIv1_PredGene_4084_t, Pocillopora_acuta_HIv1_PredGene_g18625.t1	plut2.m8.24647.m1
OG0006388	Pocillopora_acuta_HIv1_PredGene_4037_t, Pocillopora_acuta_HIv1_PredGene_g18573.t1	plut2.m8.8214.m1
OG0006389	Pocillopora_acuta_HIv1_PredGene_g18566.t1	plut2.m8.33326.m1, plut2.m8.8215.m1, plut2.m8.8220.m1
OG0006390	Pocillopora_acuta_HIv1_PredGene_g19497.t1, Pocillopora_acuta_HIv1_PredGene_g18531.t1, Pocillopora_acuta_HIv1_PredGene_g19497.t2	plut2.m8.19782.m1
OG0006391	Pocillopora_acuta_HIv1_PredGene_6767_t, Pocillopora_acuta_HIv1_PredGene_g26839.t1	plut2.m8.4270.m1
OG0006392	Pocillopora_acuta_HIv1_PredGene_g26354.t1, Pocillopora_acuta_HIv1_PredGene_14222_t	plut2.m8.8612.m1
OG0006393	Pocillopora_acuta_HIv1_PredGene_g28149.t1, Pocillopora_acuta_HIv1_PredGene_g23838.t1	plut2.m8.16435.m1
OG0006396	Pocillopora_acuta_HIv1_PredGene_g10322.t1, Pocillopora_acuta_HIv1_PredGene_g10319.t1, Pocillopora_acuta_HIv1_PredGene_g10326.t1, Pocillopora_acuta_HIv1_PredGene_g27783.t1	plut2.m8.6193.m1
OG0006397	Pocillopora_acuta_HIv1_PredGene_g18925.t1, Pocillopora_acuta_HIv1_PredGene_g1914.t1	plut2.m8.3694.m1
OG0006398	Pocillopora_acuta_HIv1_PredGene_g10980.t1	plut2.m8.3689.m1
OG0006399	Pocillopora_acuta_HIv1_PredGene_g10982.t1, Pocillopora_acuta_HIv1_PredGene_5890_t	plut2.m8.3683.m1
OG0006400	Pocillopora_acuta_HIv1_PredGene_g33090.t1, Pocillopora_acuta_HIv1_PredGene_g33090.t2, Pocillopora_acuta_HIv1_PredGene_g12198.t1	plut2.m8.425.m1
OG0006401	Pocillopora_acuta_HIv1_PredGene_g22710.t2, Pocillopora_acuta_HIv1_PredGene_g22710.t1	plut2.m8.10612.m1
OG0006402	Pocillopora_acuta_HIv1_PredGene_26563_t, Pocillopora_acuta_HIv1_PredGene_g22586.t1	plut2.m8.5959.m1
OG0006403	Pocillopora_acuta_HIv1_PredGene_g7125.t1	plut2.m8.7807.m1
OG0006404	Pocillopora_acuta_HIv1_PredGene_g15917.t1, Pocillopora_acuta_HIv1_PredGene_g26198.t1	plut2.m8.10823.m1
OG0006405	Pocillopora_acuta_HIv1_PredGene_g3178.t1, Pocillopora_acuta_HIv1_PredGene_g3179.t1	plut2.m8.20334.m1
OG0006406	Pocillopora_acuta_HIv1_PredGene_g21.t1, Pocillopora_acuta_HIv1_PredGene_g2327.t1	plut2.m8.10499.m1
OG0006407	Pocillopora_acuta_HIv1_PredGene_g24913.t1, Pocillopora_acuta_HIv1_PredGene_g11458.t1	plut2.m8.13239.m1
OG0006408	Pocillopora_acuta_HIv1_PredGene_g6421.t2, Pocillopora_acuta_HIv1_PredGene_g6421.t1	plut2.m8.18924.m1
OG0006409	Pocillopora_acuta_HIv1_PredGene_g30020.t1, Pocillopora_acuta_HIv1_PredGene_g9938.t1	plut2.m8.27534.m1
OG0006410	Pocillopora_acuta_HIv1_PredGene_g29554.t1, Pocillopora_acuta_HIv1_PredGene_g19689.t1	plut2.m8.20854.m1
OG0006411	Pocillopora_acuta_HIv1_PredGene_29014_t, Pocillopora_acuta_HIv1_PredGene_g19690.t1, Pocillopora_acuta_HIv1_PredGene_g29553.t1	plut2.m8.20853.m1
OG0006412	Pocillopora_acuta_HIv1_PredGene_g30025.t1, Pocillopora_acuta_HIv1_PredGene_26203_t, Pocillopora_acuta_HIv1_PredGene_g9933.t1	plut2.m8.22147.m1
OG0006413	Pocillopora_acuta_HIv1_PredGene_g27096.t1, Pocillopora_acuta_HIv1_PredGene_g27100.t1	plut2.m8.10263.m1
OG0006414	Pocillopora_acuta_HIv1_PredGene_g26637.t1, Pocillopora_acuta_HIv1_PredGene_g1721.t1	plut2.m8.15241.m1
OG0006415	Pocillopora_acuta_HIv1_PredGene_g15599.t1, Pocillopora_acuta_HIv1_PredGene_g16108.t1	plut2.m8.1998.m1, plut2.m8.2001.m1
OG0006416	Pocillopora_acuta_HIv1_PredGene_g15569.t1	plut2.m8.2036.m1
OG0006418	Pocillopora_acuta_HIv1_PredGene_g16113.t1, Pocillopora_acuta_HIv1_PredGene_g15592.t1, Pocillopora_acuta_HIv1_PredGene_g15594.t1	plut2.m8.2004.m1
OG0006419	Pocillopora_acuta_HIv1_PredGene_g15630.t1, Pocillopora_acuta_HIv1_PredGene_g16084.t1	plut2.m8.1965.m1
OG0006420	Pocillopora_acuta_HIv1_PredGene_g16083.t1, Pocillopora_acuta_HIv1_PredGene_g15631.t1	plut2.m8.1964.m1
OG0006422	Pocillopora_acuta_HIv1_PredGene_g13569.t1, Pocillopora_acuta_HIv1_PredGene_g13589.t1	plut2.m8.32969.m1
OG0006423	Pocillopora_acuta_HIv1_PredGene_g32864.t1	plut2.m8.32971.m1
OG0006424	Pocillopora_acuta_HIv1_PredGene_g19030.t1, Pocillopora_acuta_HIv1_PredGene_g19032.t1	plut2.m8.1248.m1
OG0006425	Pocillopora_acuta_HIv1_PredGene_g1024.t1, Pocillopora_acuta_HIv1_PredGene_g1026.t1, Pocillopora_acuta_HIv1_PredGene_g1025.t1	plut2.m8.23007.m1
OG0006426	Pocillopora_acuta_HIv1_PredGene_g640.t1, Pocillopora_acuta_HIv1_PredGene_g30493.t1, Pocillopora_acuta_HIv1_PredGene_23389_t	plut2.m8.17162.m1
OG0006427	Pocillopora_acuta_HIv1_PredGene_27686_t	plut2.m8.15855.m1
OG0006428	Pocillopora_acuta_HIv1_PredGene_g16826.t1, Pocillopora_acuta_HIv1_PredGene_g16826.t2	plut2.m8.28299.m1
OG0006429	Pocillopora_acuta_HIv1_PredGene_g1513.t1	plut2.m8.21496.m1
OG0006430	Pocillopora_acuta_HIv1_PredGene_26906_t, Pocillopora_acuta_HIv1_PredGene_g6110.t1	plut2.m8.2571.m1
OG0006431	Pocillopora_acuta_HIv1_PredGene_g5015.t1, Pocillopora_acuta_HIv1_PredGene_g32511.t1	plut2.m8.14636.m1, plut2.m8.14631.m1
OG0006432	Pocillopora_acuta_HIv1_PredGene_g5024.t1, Pocillopora_acuta_HIv1_PredGene_g6072.t1, Pocillopora_acuta_HIv1_PredGene_g32502.t1	plut2.m8.14655.m1
OG0006433	Pocillopora_acuta_HIv1_PredGene_31471_t, Pocillopora_acuta_HIv1_PredGene_g11158.t1	plut2.m8.5052.m1
OG0006434	Pocillopora_acuta_HIv1_PredGene_g27545.t1, Pocillopora_acuta_HIv1_PredGene_g27993.t1	plut2.m8.6771.m1
OG0006435	Pocillopora_acuta_HIv1_PredGene_g30772.t1, Pocillopora_acuta_HIv1_PredGene_g20286.t2, Pocillopora_acuta_HIv1_PredGene_g20286.t1	plut2.m8.21410.m1
OG0006437	Pocillopora_acuta_HIv1_PredGene_g13275.t1	plut2.m8.3131.m1
OG0006438	Pocillopora_acuta_HIv1_PredGene_g13335.t1, Pocillopora_acuta_HIv1_PredGene_g8572.t1, Pocillopora_acuta_HIv1_PredGene_g8572.t2	plut2.m8.3133.m1
OG0006439	Pocillopora_acuta_HIv1_PredGene_g30440.t1, Pocillopora_acuta_HIv1_PredGene_g13272.t1, Pocillopora_acuta_HIv1_PredGene_g13271.t1	plut2.m8.3135.m1
OG0006440	Pocillopora_acuta_HIv1_PredGene_g19574.t1	plut2.m8.20962.m1
OG0006441	Pocillopora_acuta_HIv1_PredGene_g19415.t1, Pocillopora_acuta_HIv1_PredGene_g33483.t1	plut2.m8.23519.m1
OG0006442	Pocillopora_acuta_HIv1_PredGene_g3388.t1	plut2.m8.20693.m1
OG0006443	Pocillopora_acuta_HIv1_PredGene_g21716.t1	plut2.m8.19819.m1
OG0006444	Pocillopora_acuta_HIv1_PredGene_g23017.t1, Pocillopora_acuta_HIv1_PredGene_g31851.t1	plut2.m8.1905.m1
OG0006445	Pocillopora_acuta_HIv1_PredGene_g11952.t2, Pocillopora_acuta_HIv1_PredGene_g11952.t1	plut2.m8.3386.m1
OG0006446	Pocillopora_acuta_HIv1_PredGene_g10563.t1, Pocillopora_acuta_HIv1_PredGene_g10563.t2	plut2.m8.14472.m1
OG0006447	Pocillopora_acuta_HIv1_PredGene_g11374.t1	plut2.m8.15406.m1
OG0006448	Pocillopora_acuta_HIv1_PredGene_g11363.t1	plut2.m8.15435.m1
OG0006449	Pocillopora_acuta_HIv1_PredGene_28355_t, Pocillopora_acuta_HIv1_PredGene_g11111.t1	plut2.m8.19877.m1
OG0006450	Pocillopora_acuta_HIv1_PredGene_g1188.t1	plut2.m8.9444.m1
OG0006451	Pocillopora_acuta_HIv1_PredGene_g22577.t1, Pocillopora_acuta_HIv1_PredGene_26555_t	plut2.m8.5957.m1
OG0006452	Pocillopora_acuta_HIv1_PredGene_g32278.t1, Pocillopora_acuta_HIv1_PredGene_g32278.t2, Pocillopora_acuta_HIv1_PredGene_g32279.t1	plut2.m8.4011.m1
OG0006453	Pocillopora_acuta_HIv1_PredGene_g32281.t1	plut2.m8.4019.m1
OG0006454	Pocillopora_acuta_HIv1_PredGene_g17742.t1	plut2.m8.17990.m1, plut2.m8.17988.m1
OG0006455	Pocillopora_acuta_HIv1_PredGene_g8951.t1	plut2.m8.28580.m1
OG0006456	Pocillopora_acuta_HIv1_PredGene_g8949.t1, Pocillopora_acuta_HIv1_PredGene_g8950.t1	plut2.m8.28579.m1
OG0006457	Pocillopora_acuta_HIv1_PredGene_g33101.t2, Pocillopora_acuta_HIv1_PredGene_g33101.t1	plut2.m8.23272.m1, plut2.m8.23276.m1
OG0006458	Pocillopora_acuta_HIv1_PredGene_16374_t, Pocillopora_acuta_HIv1_PredGene_g33109.t1, Pocillopora_acuta_HIv1_PredGene_g33110.t1	plut2.m8.28578.m1
OG0006459	Pocillopora_acuta_HIv1_PredGene_g22389.t1	plut2.m8.5450.m1
OG0006460	Pocillopora_acuta_HIv1_PredGene_g2256.t1, Pocillopora_acuta_HIv1_PredGene_g26980.t1	plut2.m8.20571.m1
OG0006461	Pocillopora_acuta_HIv1_PredGene_g23584.t1	plut2.m8.24106.m1
OG0006463	Pocillopora_acuta_HIv1_PredGene_g18393.t1, Pocillopora_acuta_HIv1_PredGene_g18393.t2	plut2.m8.1120.m1
OG0006464	Pocillopora_acuta_HIv1_PredGene_g20548.t1, Pocillopora_acuta_HIv1_PredGene_g14222.t1	plut2.m8.5020.m1
OG0006465	Pocillopora_acuta_HIv1_PredGene_g14220.t1, Pocillopora_acuta_HIv1_PredGene_g20550.t1	plut2.m8.5022.m1
OG0006466	Pocillopora_acuta_HIv1_PredGene_g1628.t2, Pocillopora_acuta_HIv1_PredGene_g1628.t1	plut2.m8.10585.m1
OG0006468	Pocillopora_acuta_HIv1_PredGene_g28088.t1	plut2.m8.29600.m1
OG0006469	Pocillopora_acuta_HIv1_PredGene_g1906.t1, Pocillopora_acuta_HIv1_PredGene_g18933.t1	plut2.m8.9344.m1
OG0006470	Pocillopora_acuta_HIv1_PredGene_g28390.t1, Pocillopora_acuta_HIv1_PredGene_g28390.t2, Pocillopora_acuta_HIv1_PredGene_g26478.t1	plut2.m8.26710.m1
OG0006471	Pocillopora_acuta_HIv1_PredGene_g3116.t1	plut2.m8.3748.m1, plut2.m8.3750.m1
OG0006472	Pocillopora_acuta_HIv1_PredGene_g7900.t1	plut2.m8.28505.m1
OG0006473	Pocillopora_acuta_HIv1_PredGene_g13099.t1, Pocillopora_acuta_HIv1_PredGene_g13099.t2	plut2.m8.20384.m1
OG0006474	Pocillopora_acuta_HIv1_PredGene_21568_t, Pocillopora_acuta_HIv1_PredGene_g3630.t1	plut2.m8.28557.m1
OG0006475	Pocillopora_acuta_HIv1_PredGene_g3825.t1	plut2.m8.13295.m1
OG0006476	Pocillopora_acuta_HIv1_PredGene_g23461.t1	plut2.m8.25350.m1
OG0006477	Pocillopora_acuta_HIv1_PredGene_g6103.t1, Pocillopora_acuta_HIv1_PredGene_g5057.t1	plut2.m8.2573.m1
OG0006478	Pocillopora_acuta_HIv1_PredGene_g1445.t1, Pocillopora_acuta_HIv1_PredGene_g23173.t1	jamg1.model.Sc0000006.96
OG0006479	Pocillopora_acuta_HIv1_PredGene_g3022.t1, Pocillopora_acuta_HIv1_PredGene_g3022.t2, Pocillopora_acuta_HIv1_PredGene_g21625.t1	plut2.m8.7973.m1
OG0006480	Pocillopora_acuta_HIv1_PredGene_g21626.t1, Pocillopora_acuta_HIv1_PredGene_g3021.t1	plut2.m8.7974.m1
OG0006481	Pocillopora_acuta_HIv1_PredGene_g10060.t1, Pocillopora_acuta_HIv1_PredGene_12328_t	plut2.m8.20602.m1
OG0006482	Pocillopora_acuta_HIv1_PredGene_g17851.t1	plut2.m8.26225.m1, plut2.m8.2508.m1
OG0006483	Pocillopora_acuta_HIv1_PredGene_g14764.t1, Pocillopora_acuta_HIv1_PredGene_g611.t1, Pocillopora_acuta_HIv1_PredGene_3770_t	plut2.m8.21651.m1
OG0006484	Pocillopora_acuta_HIv1_PredGene_g8373.t1	plut2.m8.32594.m1
OG0006485	Pocillopora_acuta_HIv1_PredGene_g2512.t2, Pocillopora_acuta_HIv1_PredGene_g2512.t1	plut2.m8.18391.m1
OG0006486	Pocillopora_acuta_HIv1_PredGene_g29832.t1, Pocillopora_acuta_HIv1_PredGene_10052_t, Pocillopora_acuta_HIv1_PredGene_g29834.t1	plut2.m8.12716.m1
OG0006487	Pocillopora_acuta_HIv1_PredGene_g7360.t1	plut2.m8.20005.m1
OG0006488	Pocillopora_acuta_HIv1_PredGene_g28009.t1	plut2.m8.30844.m1, plut2.m8.20007.m1
OG0006489	Pocillopora_acuta_HIv1_PredGene_g7637.t1, Pocillopora_acuta_HIv1_PredGene_g5194.t1, Pocillopora_acuta_HIv1_PredGene_613_t	plut2.m8.88.m1
OG0006490	Pocillopora_acuta_HIv1_PredGene_g7618.t1	plut2.m8.129.m1
OG0006491	Pocillopora_acuta_HIv1_PredGene_g31116.t1, Pocillopora_acuta_HIv1_PredGene_g27424.t1	plut2.m8.25863.m1
OG0006492	Pocillopora_acuta_HIv1_PredGene_g26954.t2, Pocillopora_acuta_HIv1_PredGene_g26954.t1	plut2.m8.11536.m1
OG0006493	Pocillopora_acuta_HIv1_PredGene_g26955.t1	plut2.m8.11539.m1
OG0006494	Pocillopora_acuta_HIv1_PredGene_g31449.t1	plut2.m8.19258.m1, plut2.m8.19257.m1
OG0006495	Pocillopora_acuta_HIv1_PredGene_g14110.t2, Pocillopora_acuta_HIv1_PredGene_g14110.t1, Pocillopora_acuta_HIv1_PredGene_g14110.t3	plut2.m8.11038.m1
OG0006496	Pocillopora_acuta_HIv1_PredGene_g22760.t1	plut2.m8.4454.m1
OG0006498	Pocillopora_acuta_HIv1_PredGene_g22778.t1, Pocillopora_acuta_HIv1_PredGene_g10727.t1, Pocillopora_acuta_HIv1_PredGene_2888_t	plut2.m8.4482.m1
OG0006500	Pocillopora_acuta_HIv1_PredGene_g24516.t1	plut2.m8.16818.m1
OG0006501	Pocillopora_acuta_HIv1_PredGene_g1667.t1, Pocillopora_acuta_HIv1_PredGene_g18480.t1	plut2.m8.18351.m1
OG0006503	Pocillopora_acuta_HIv1_PredGene_g4655.t2, Pocillopora_acuta_HIv1_PredGene_g4655.t1, Pocillopora_acuta_HIv1_PredGene_8905_t	plut2.m8.10768.m1
OG0006504	Pocillopora_acuta_HIv1_PredGene_g28575.t1	plut2.m8.26569.m1
OG0006505	Pocillopora_acuta_HIv1_PredGene_g31900.t1	plut2.m8.1529.m1, plut2.m8.1528.m1
OG0006506	Pocillopora_acuta_HIv1_PredGene_g20181.t1, Pocillopora_acuta_HIv1_PredGene_g28253.t1, Pocillopora_acuta_HIv1_PredGene_19706_t	plut2.m8.21741.m1
OG0006507	Pocillopora_acuta_HIv1_PredGene_g11475.t1, Pocillopora_acuta_HIv1_PredGene_g14508.t2, Pocillopora_acuta_HIv1_PredGene_g14508.t1	plut2.m8.13259.m1
OG0006508	Pocillopora_acuta_HIv1_PredGene_g9905.t1	plut2.m8.27510.m1
OG0006509	Pocillopora_acuta_HIv1_PredGene_26185_t, Pocillopora_acuta_HIv1_PredGene_g9913.t1	plut2.m8.13176.m1, plut2.m8.13177.m1
OG0006510	Pocillopora_acuta_HIv1_PredGene_g22202.t1, Pocillopora_acuta_HIv1_PredGene_g27247.t1	plut2.m8.29502.m1
OG0006511	Pocillopora_acuta_HIv1_PredGene_3713_t, Pocillopora_acuta_HIv1_PredGene_15925_t, Pocillopora_acuta_HIv1_PredGene_g553.t1, Pocillopora_acuta_HIv1_PredGene_g2662.t1	plut2.m8.10150.m1
OG0006512	Pocillopora_acuta_HIv1_PredGene_g23792.t1, Pocillopora_acuta_HIv1_PredGene_19229_t	plut2.m8.18191.m1, plut2.m8.18193.m1
OG0006513	Pocillopora_acuta_HIv1_PredGene_g11753.t1	plut2.m8.12481.m1
OG0006514	Pocillopora_acuta_HIv1_PredGene_g7936.t1, Pocillopora_acuta_HIv1_PredGene_g7937.t1	jamg1.model.Sc0000293.30
OG0006515	Pocillopora_acuta_HIv1_PredGene_g7480.t1	plut2.m8.2723.m1
OG0006516	Pocillopora_acuta_HIv1_PredGene_1834_t, Pocillopora_acuta_HIv1_PredGene_g17613.t1	plut2.m8.9642.m1
OG0006517	Pocillopora_acuta_HIv1_PredGene_g10613.t1	plut2.m8.15966.m1
OG0006517	Pocillopora_acuta_HIv1_PredGene_g10651.t1	plut2.m8.15965.m1
OG0006518	Pocillopora_acuta_HIv1_PredGene_g5068.t1, Pocillopora_acuta_HIv1_PredGene_g2159.t1	plut2.m8.14414.m1
OG0006519	Pocillopora_acuta_HIv1_PredGene_g10292.t1	plut2.m8.22081.m1, plut2.m8.22082.m1, plut2.m8.22080.m1
OG0006520	Pocillopora_acuta_HIv1_PredGene_g9040.t1	plut2.m8.1174.m1
OG0006521	Pocillopora_acuta_HIv1_PredGene_g32987.t1, Pocillopora_acuta_HIv1_PredGene_g32991.t1	plut2.m8.23284.m1
OG0006522	Pocillopora_acuta_HIv1_PredGene_g31725.t1, Pocillopora_acuta_HIv1_PredGene_7331_t	plut2.m8.2822.m1
OG0006523	Pocillopora_acuta_HIv1_PredGene_g7577.t1	plut2.m8.2796.m1
OG0006524	Pocillopora_acuta_HIv1_PredGene_g7580.t1, Pocillopora_acuta_HIv1_PredGene_g7580.t2	plut2.m8.2800.m1
OG0006525	Pocillopora_acuta_HIv1_PredGene_g7560.t1, Pocillopora_acuta_HIv1_PredGene_544_t	plut2.m8.2786.m1
OG0006526	Pocillopora_acuta_HIv1_PredGene_g13003.t1	jamg1.model.Sc0000126.46
OG0006527	Pocillopora_acuta_HIv1_PredGene_g14822.t2, Pocillopora_acuta_HIv1_PredGene_g14822.t1	plut2.m8.8664.m1
OG0006528	Pocillopora_acuta_HIv1_PredGene_g6571.t1	plut2.m8.27313.m1
OG0006529	Pocillopora_acuta_HIv1_PredGene_g27873.t1	plut2.m8.4779.m1, plut2.m8.4777.m1
OG0006530	Pocillopora_acuta_HIv1_PredGene_g25774.t1, Pocillopora_acuta_HIv1_PredGene_g4484.t1	plut2.m8.18747.m1
OG0006531	Pocillopora_acuta_HIv1_PredGene_g4486.t1, Pocillopora_acuta_HIv1_PredGene_4695_t, Pocillopora_acuta_HIv1_PredGene_g25776.t1	plut2.m8.18746.m1
OG0006533	Pocillopora_acuta_HIv1_PredGene_g7810.t1	plut2.m8.8364.m1
OG0006534	Pocillopora_acuta_HIv1_PredGene_g15779.t2, Pocillopora_acuta_HIv1_PredGene_g15779.t1	plut2.m8.3494.m1
OG0006535	Pocillopora_acuta_HIv1_PredGene_g15782.t1	plut2.m8.3500.m1
OG0006536	Pocillopora_acuta_HIv1_PredGene_g25014.t1	plut2.m8.14311.m1, plut2.m8.14313.m1
OG0006537	Pocillopora_acuta_HIv1_PredGene_g26136.t1, Pocillopora_acuta_HIv1_PredGene_21921_t, Pocillopora_acuta_HIv1_PredGene_g28339.t1	plut2.m8.15003.m1
OG0006538	Pocillopora_acuta_HIv1_PredGene_g25955.t1, Pocillopora_acuta_HIv1_PredGene_g20740.t1	plut2.m8.25033.m1
OG0006540	Pocillopora_acuta_HIv1_PredGene_g32623.t1	plut2.m8.4353.m1
OG0006541	Pocillopora_acuta_HIv1_PredGene_g15102.t1, Pocillopora_acuta_HIv1_PredGene_3559_t	plut2.m8.12190.m1, jamg1.model.Sc0000157.44
OG0006542	Pocillopora_acuta_HIv1_PredGene_g20693.t1, Pocillopora_acuta_HIv1_PredGene_g21792.t1	plut2.m8.10489.m1
OG0006543	Pocillopora_acuta_HIv1_PredGene_g11935.t1	plut2.m8.3412.m1
OG0006544	Pocillopora_acuta_HIv1_PredGene_g27170.t1	plut2.m8.8446.m1
OG0006545	Pocillopora_acuta_HIv1_PredGene_g25296.t1, Pocillopora_acuta_HIv1_PredGene_g30314.t1	plut2.m8.30631.m1, plut2.m8.19498.m1
OG0006546	Pocillopora_acuta_HIv1_PredGene_g25297.t1, Pocillopora_acuta_HIv1_PredGene_g30315.t1	plut2.m8.30636.m1, plut2.m8.19505.m1
OG0006547	Pocillopora_acuta_HIv1_PredGene_g25298.t2, Pocillopora_acuta_HIv1_PredGene_g30316.t1, Pocillopora_acuta_HIv1_PredGene_g25298.t1	plut2.m8.19500.m1
OG0006548	Pocillopora_acuta_HIv1_PredGene_16838_t, Pocillopora_acuta_HIv1_PredGene_g27167.t1	plut2.m8.8457.m1, plut2.m8.8455.m1
OG0006549	Pocillopora_acuta_HIv1_PredGene_31181_t, Pocillopora_acuta_HIv1_PredGene_g3698.t1, Pocillopora_acuta_HIv1_PredGene_g23865.t1	plut2.m8.4133.m1
OG0006550	Pocillopora_acuta_HIv1_PredGene_g16519.t1, Pocillopora_acuta_HIv1_PredGene_24099_t	plut2.m8.14685.m1
OG0006551	Pocillopora_acuta_HIv1_PredGene_g24152.t2, Pocillopora_acuta_HIv1_PredGene_g24152.t1	plut2.m8.30071.m1, plut2.m8.3836.m1
OG0006552	Pocillopora_acuta_HIv1_PredGene_g24158.t1	plut2.m8.3834.m1
OG0006553	Pocillopora_acuta_HIv1_PredGene_g12192.t1, Pocillopora_acuta_HIv1_PredGene_g9384.t1	plut2.m8.20799.m1
OG0006554	Pocillopora_acuta_HIv1_PredGene_g12191.t1, Pocillopora_acuta_HIv1_PredGene_28208_t, Pocillopora_acuta_HIv1_PredGene_g9383.t1	plut2.m8.20800.m1
OG0006555	Pocillopora_acuta_HIv1_PredGene_g12186.t1, Pocillopora_acuta_HIv1_PredGene_g9378.t1, Pocillopora_acuta_HIv1_PredGene_13778_t	plut2.m8.24386.m1
OG0006557	Pocillopora_acuta_HIv1_PredGene_g20808.t1	plut2.m8.3515.m1
OG0006558	Pocillopora_acuta_HIv1_PredGene_g1723.t1, Pocillopora_acuta_HIv1_PredGene_g26635.t1	plut2.m8.15247.m1
OG0006559	Pocillopora_acuta_HIv1_PredGene_g22264.t1, Pocillopora_acuta_HIv1_PredGene_g10736.t1	plut2.m8.6086.m1
OG0006560	Pocillopora_acuta_HIv1_PredGene_g6933.t1	plut2.m8.23236.m1, plut2.m8.24089.m1
OG0006561	Pocillopora_acuta_HIv1_PredGene_g10203.t1	jamg1.model.Sc0000571.25
OG0006562	Pocillopora_acuta_HIv1_PredGene_g5254.t1, Pocillopora_acuta_HIv1_PredGene_g1285.t1, Pocillopora_acuta_HIv1_PredGene_g1286.t1	plut2.m8.23383.m1
OG0006563	Pocillopora_acuta_HIv1_PredGene_g16569.t1	plut2.m8.4281.m1
OG0006564	Pocillopora_acuta_HIv1_PredGene_g23720.t1	plut2.m8.12466.m1
OG0006565	Pocillopora_acuta_HIv1_PredGene_g12050.t1, Pocillopora_acuta_HIv1_PredGene_g12051.t1	plut2.m8.3205.m1
OG0006566	Pocillopora_acuta_HIv1_PredGene_g12054.t1, Pocillopora_acuta_HIv1_PredGene_9795_t	plut2.m8.3201.m1
OG0006567	Pocillopora_acuta_HIv1_PredGene_g32852.t1	plut2.m8.19679.m1
OG0006568	Pocillopora_acuta_HIv1_PredGene_g32799.t1	plut2.m8.32339.m1, plut2.m8.32340.m1
OG0006569	Pocillopora_acuta_HIv1_PredGene_g6337.t1, Pocillopora_acuta_HIv1_PredGene_g28621.t1	plut2.m8.28758.m1
OG0006570	Pocillopora_acuta_HIv1_PredGene_g24533.t1	plut2.m8.10279.m1, plut2.m8.27342.m1, plut2.m8.33240.m1
OG0006571	Pocillopora_acuta_HIv1_PredGene_g30855.t1	plut2.m8.24400.m1
OG0006572	Pocillopora_acuta_HIv1_PredGene_g30692.t1, Pocillopora_acuta_HIv1_PredGene_5089_t	plut2.m8.13279.m1
OG0006573	Pocillopora_acuta_HIv1_PredGene_g20301.t1	plut2.m8.9521.m1
OG0006574	Pocillopora_acuta_HIv1_PredGene_g28725.t1	plut2.m8.11263.m1, plut2.m8.24549.m1
OG0006575	Pocillopora_acuta_HIv1_PredGene_g14374.t1, Pocillopora_acuta_HIv1_PredGene_g14374.t2	plut2.m8.8906.m1
OG0006577	Pocillopora_acuta_HIv1_PredGene_g21196.t1, Pocillopora_acuta_HIv1_PredGene_g21199.t1	plut2.m8.17469.m1
OG0006578	Pocillopora_acuta_HIv1_PredGene_g21200.t1	plut2.m8.17465.m1
OG0006580	Pocillopora_acuta_HIv1_PredGene_g12797.t1	plut2.m8.3074.m1
OG0006581	Pocillopora_acuta_HIv1_PredGene_g12798.t1, Pocillopora_acuta_HIv1_PredGene_g12798.t2	plut2.m8.3077.m1
OG0006582	Pocillopora_acuta_HIv1_PredGene_g7322.t1, Pocillopora_acuta_HIv1_PredGene_318_t	plut2.m8.7045.m1
OG0006583	Pocillopora_acuta_HIv1_PredGene_g7319.t1	plut2.m8.7051.m1, plut2.m8.7050.m1
OG0006584	Pocillopora_acuta_HIv1_PredGene_g7318.t1	plut2.m8.31630.m1, plut2.m8.7039.m1
