Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Acerv_assembly_v1.0.protein
OG0005467	Pocillopora_acuta_HIv1_PredGene_g18614.t1	Acerv_evm.model.Segkk2826_pilon.4
OG0005468	Pocillopora_acuta_HIv1_PredGene_g15599.t1, Pocillopora_acuta_HIv1_PredGene_g16108.t1	Acerv_evm.model.Segkk2832_pilon.21
OG0005469	Pocillopora_acuta_HIv1_PredGene_g16113.t1, Pocillopora_acuta_HIv1_PredGene_g15592.t1, Pocillopora_acuta_HIv1_PredGene_g15594.t1	Acerv_evm.model.Segkk2832_pilon.14
OG0005470	Pocillopora_acuta_HIv1_PredGene_g8902.t1, Pocillopora_acuta_HIv1_PredGene_g22823.t1, Pocillopora_acuta_HIv1_PredGene_6440_t	Acerv_evm.model.Segkk2834_pilon.10
OG0005471	Pocillopora_acuta_HIv1_PredGene_g16084.t1, Pocillopora_acuta_HIv1_PredGene_g15630.t1	Acerv_evm.model.Segkk2839_pilon.3
OG0005472	Pocillopora_acuta_HIv1_PredGene_g16083.t1, Pocillopora_acuta_HIv1_PredGene_g15631.t1	Acerv_evm.model.Segkk3901_pilon.2, Acerv_evm.model.Segkk2839_pilon.2
OG0005474	Pocillopora_acuta_HIv1_PredGene_g32294.t1, Pocillopora_acuta_HIv1_PredGene_g32294.t2	Acerv_evm.model.Segkk2855_pilon.1
OG0005475	Pocillopora_acuta_HIv1_PredGene_g640.t1, Pocillopora_acuta_HIv1_PredGene_g30493.t1, Pocillopora_acuta_HIv1_PredGene_23389_t	Acerv_evm.model.Segkk2860_pilon.11
OG0005476	Pocillopora_acuta_HIv1_PredGene_27686_t	Acerv_evm.model.Segkk2860_pilon.12, Acerv_evm.model.Segkk4015_pilon.6
OG0005477	Pocillopora_acuta_HIv1_PredGene_g16826.t1, Pocillopora_acuta_HIv1_PredGene_g16826.t2	Acerv_evm.model.Segkk2861_pilon.2
OG0005478	Pocillopora_acuta_HIv1_PredGene_g1513.t1	Acerv_evm.model.Segkk2868_pilon.6, Acerv_evm.model.Segkk2868_pilon.5
OG0005479	Pocillopora_acuta_HIv1_PredGene_26906_t, Pocillopora_acuta_HIv1_PredGene_g6110.t1	Acerv_evm.model.Segkk2871_pilon.2
OG0005480	Pocillopora_acuta_HIv1_PredGene_g32511.t1, Pocillopora_acuta_HIv1_PredGene_g5015.t1	Acerv_evm.model.Segkk2875_pilon.13
OG0005481	Pocillopora_acuta_HIv1_PredGene_g32505.t1	Acerv_evm.model.Segkk2875_pilon.10
OG0005482	Pocillopora_acuta_HIv1_PredGene_g5024.t1, Pocillopora_acuta_HIv1_PredGene_g32502.t1, Pocillopora_acuta_HIv1_PredGene_g6072.t1	Acerv_evm.model.Segkk2875_pilon.7
OG0005483	Pocillopora_acuta_HIv1_PredGene_g27545.t1, Pocillopora_acuta_HIv1_PredGene_g27993.t1	Acerv_evm.model.Segkk2885_pilon.13
OG0005484	Pocillopora_acuta_HIv1_PredGene_g20286.t2, Pocillopora_acuta_HIv1_PredGene_g30772.t1, Pocillopora_acuta_HIv1_PredGene_g20286.t1	Acerv_evm.model.Segkk2887_pilon.10
OG0005485	Pocillopora_acuta_HIv1_PredGene_g13275.t1	Acerv_evm.model.Segkk2889_pilon.12
OG0005486	Pocillopora_acuta_HIv1_PredGene_g13335.t1, Pocillopora_acuta_HIv1_PredGene_g8572.t2, Pocillopora_acuta_HIv1_PredGene_g8572.t1	Acerv_evm.model.Segkk2889_pilon.15
OG0005487	Pocillopora_acuta_HIv1_PredGene_g30440.t1, Pocillopora_acuta_HIv1_PredGene_g13271.t1, Pocillopora_acuta_HIv1_PredGene_g13272.t1	Acerv_evm.model.Segkk2889_pilon.5
OG0005488	Pocillopora_acuta_HIv1_PredGene_g29469.t1, Pocillopora_acuta_HIv1_PredGene_g19570.t1	Acerv_evm.model.Segkk2890_pilon.6
OG0005489	Pocillopora_acuta_HIv1_PredGene_g19574.t1	Acerv_evm.model.Segkk2890_pilon.2
OG0005490	Pocillopora_acuta_HIv1_PredGene_21317_t, Pocillopora_acuta_HIv1_PredGene_24594_t, Pocillopora_acuta_HIv1_PredGene_g19550.t1, Pocillopora_acuta_HIv1_PredGene_29990_t, Pocillopora_acuta_HIv1_PredGene_g14631.t1	Acerv_evm.model.Segkk2891_pilon.3
OG0005492	Pocillopora_acuta_HIv1_PredGene_g21716.t1	Acerv_evm.model.Segkk2898_pilon.2
OG0005493	Pocillopora_acuta_HIv1_PredGene_g31851.t1, Pocillopora_acuta_HIv1_PredGene_g23017.t1	Acerv_evm.model.Segkk2908_pilon.10
OG0005494	Pocillopora_acuta_HIv1_PredGene_g31850.t1, Pocillopora_acuta_HIv1_PredGene_g31850.t2	Acerv_evm.model.Segkk2908_pilon.11
OG0005495	Pocillopora_acuta_HIv1_PredGene_g11952.t1, Pocillopora_acuta_HIv1_PredGene_g11952.t2	Acerv_evm.model.Segkk2909_pilon.1, Acerv_evm.model.Segkk3426_pilon.4
OG0005496	Pocillopora_acuta_HIv1_PredGene_g3961.t1	Acerv_evm.model.Segkk2922_pilon.5
OG0005497	Pocillopora_acuta_HIv1_PredGene_g18319.t1	Acerv_evm.model.Segkk2923_pilon.4, Acerv_evm.model.Segkk2923_pilon.5
OG0005498	Pocillopora_acuta_HIv1_PredGene_g10563.t2, Pocillopora_acuta_HIv1_PredGene_g10563.t1	Acerv_evm.model.Segkk2924_pilon.9
OG0005499	Pocillopora_acuta_HIv1_PredGene_g11374.t1	Acerv_evm.model.Segkk2924_pilon.20
OG0005500	Pocillopora_acuta_HIv1_PredGene_g11363.t1	Acerv_evm.model.Segkk2924_pilon.27
OG0005502	Pocillopora_acuta_HIv1_PredGene_g11111.t1, Pocillopora_acuta_HIv1_PredGene_28355_t	Acerv_evm.model.Segkk2933_pilon.4
OG0005503	Pocillopora_acuta_HIv1_PredGene_g1188.t1	Acerv_evm.model.Segkk2938_pilon.13
OG0005504	Pocillopora_acuta_HIv1_PredGene_g12946.t1, Pocillopora_acuta_HIv1_PredGene_25022_t	Acerv_evm.model.Segkk2954_pilon.21
OG0005505	Pocillopora_acuta_HIv1_PredGene_26555_t, Pocillopora_acuta_HIv1_PredGene_g22577.t1	Acerv_evm.model.Segkk2959_pilon.4
OG0005506	Pocillopora_acuta_HIv1_PredGene_g4759.t1, Pocillopora_acuta_HIv1_PredGene_g4764.t1, Pocillopora_acuta_HIv1_PredGene_g4757.t1, Pocillopora_acuta_HIv1_PredGene_g4762.t1, Pocillopora_acuta_HIv1_PredGene_g4760.t1	Acerv_evm.model.Segkk2973_pilon.3, Acerv_evm.model.Segkk2973_pilon.2
OG0005507	Pocillopora_acuta_HIv1_PredGene_g32278.t2, Pocillopora_acuta_HIv1_PredGene_g32278.t1, Pocillopora_acuta_HIv1_PredGene_g32279.t1	Acerv_evm.model.Segkk2975_pilon.2
OG0005508	Pocillopora_acuta_HIv1_PredGene_g32281.t1	Acerv_evm.model.Segkk2975_pilon.5
OG0005510	Pocillopora_acuta_HIv1_PredGene_g17742.t1	Acerv_evm.model.Segkk2978_pilon.6
OG0005511	Pocillopora_acuta_HIv1_PredGene_g8951.t1	Acerv_evm.model.Segkk2985_pilon.7
OG0005512	Pocillopora_acuta_HIv1_PredGene_g8949.t1, Pocillopora_acuta_HIv1_PredGene_g8950.t1	Acerv_evm.model.Segkk2985_pilon.8
OG0005513	Pocillopora_acuta_HIv1_PredGene_g33101.t2, Pocillopora_acuta_HIv1_PredGene_g33101.t1	Acerv_evm.model.Segkk2985_pilon.13
OG0005514	Pocillopora_acuta_HIv1_PredGene_g33110.t1, Pocillopora_acuta_HIv1_PredGene_g33109.t1, Pocillopora_acuta_HIv1_PredGene_16374_t	Acerv_evm.model.Segkk2985_pilon.16
OG0005515	Pocillopora_acuta_HIv1_PredGene_g22389.t1	Acerv_evm.model.Segkk2992_pilon.4, Acerv_evm.model.Segkk2992_pilon.1
OG0005516	Pocillopora_acuta_HIv1_PredGene_g26980.t1, Pocillopora_acuta_HIv1_PredGene_g2256.t1	Acerv_evm.model.Segkk2994_pilon.4
OG0005517	Pocillopora_acuta_HIv1_PredGene_g20541.t1	Acerv_evm.model.Segkk3009_pilon.20, Acerv_evm.model.Segkk3009_pilon.17
OG0005518	Pocillopora_acuta_HIv1_PredGene_g14222.t1, Pocillopora_acuta_HIv1_PredGene_g20548.t1	Acerv_evm.model.Segkk3009_pilon.4
OG0005519	Pocillopora_acuta_HIv1_PredGene_g20550.t1, Pocillopora_acuta_HIv1_PredGene_g14220.t1	Acerv_evm.model.Segkk3009_pilon.3
OG0005520	Pocillopora_acuta_HIv1_PredGene_g1628.t2	Acerv_evm.model.Segkk3018_pilon.3
OG0005520	Pocillopora_acuta_HIv1_PredGene_g1628.t1	Acerv_evm.model.Segkk3018_pilon.2
OG0005521	Pocillopora_acuta_HIv1_PredGene_g29427.t1, Pocillopora_acuta_HIv1_PredGene_18007_t	Acerv_evm.model.Segkk3028_pilon.15
OG0005521	Pocillopora_acuta_HIv1_PredGene_g11329.t1	Acerv_evm.model.Segkk3028_pilon.14
OG0005522	Pocillopora_acuta_HIv1_PredGene_g28088.t1	Acerv_evm.model.Segkk3874_pilon.2
OG0005523	Pocillopora_acuta_HIv1_PredGene_g1906.t1, Pocillopora_acuta_HIv1_PredGene_g18933.t1	Acerv_evm.model.Segkk3031_pilon.2
OG0005524	Pocillopora_acuta_HIv1_PredGene_g26478.t1, Pocillopora_acuta_HIv1_PredGene_g28390.t1, Pocillopora_acuta_HIv1_PredGene_g28390.t2	Acerv_evm.model.Segkk3047_pilon.40
OG0005525	Pocillopora_acuta_HIv1_PredGene_g3116.t1	Acerv_evm.model.Segkk3047_pilon.33
OG0005526	Pocillopora_acuta_HIv1_PredGene_g7900.t1	Acerv_evm.model.Segkk3051_pilon.9, Acerv_evm.model.Segkk3051_pilon.10
OG0005527	Pocillopora_acuta_HIv1_PredGene_g13099.t1, Pocillopora_acuta_HIv1_PredGene_g13099.t2	Acerv_evm.model.Segkk3053_pilon.8
OG0005528	Pocillopora_acuta_HIv1_PredGene_g3630.t1, Pocillopora_acuta_HIv1_PredGene_21568_t	Acerv_evm.model.Segkk3063_pilon.4
OG0005529	Pocillopora_acuta_HIv1_PredGene_g6103.t1, Pocillopora_acuta_HIv1_PredGene_g5057.t1	Acerv_evm.model.Segkk3082_pilon.8
OG0005530	Pocillopora_acuta_HIv1_PredGene_g6108.t1, Pocillopora_acuta_HIv1_PredGene_g6108.t2	Acerv_evm.model.Segkk3082_pilon.12
OG0005531	Pocillopora_acuta_HIv1_PredGene_g1445.t1, Pocillopora_acuta_HIv1_PredGene_g23173.t1	Acerv_evm.model.Segkk3084_pilon.31
OG0005532	Pocillopora_acuta_HIv1_PredGene_g3022.t1, Pocillopora_acuta_HIv1_PredGene_g3022.t2, Pocillopora_acuta_HIv1_PredGene_g21625.t1	Acerv_evm.model.Segkk3086_pilon.1
OG0005533	Pocillopora_acuta_HIv1_PredGene_g14616.t1	Acerv_evm.model.Segkk3089_pilon.8
OG0005534	Pocillopora_acuta_HIv1_PredGene_g17851.t1	Acerv_evm.model.Segkk3090_pilon.8
OG0005535	Pocillopora_acuta_HIv1_PredGene_3770_t, Pocillopora_acuta_HIv1_PredGene_g611.t1, Pocillopora_acuta_HIv1_PredGene_g14764.t1	Acerv_evm.model.Segkk3092_pilon.11
OG0005536	Pocillopora_acuta_HIv1_PredGene_g8373.t1	Acerv_evm.model.Segkk3093_pilon.15
OG0005537	Pocillopora_acuta_HIv1_PredGene_g2512.t2, Pocillopora_acuta_HIv1_PredGene_g2512.t1	Acerv_evm.model.Segkk3095_pilon.10
OG0005538	Pocillopora_acuta_HIv1_PredGene_g29832.t1, Pocillopora_acuta_HIv1_PredGene_10052_t, Pocillopora_acuta_HIv1_PredGene_g29834.t1	Acerv_evm.model.Segkk3095_pilon.34
OG0005539	Pocillopora_acuta_HIv1_PredGene_g7360.t1	Acerv_evm.model.Segkk3097_pilon.2
OG0005540	Pocillopora_acuta_HIv1_PredGene_g28009.t1	Acerv_evm.model.Segkk3097_pilon.6
OG0005541	Pocillopora_acuta_HIv1_PredGene_g10059.t1	Acerv_evm.model.Segkk3100_pilon.2
OG0005542	Pocillopora_acuta_HIv1_PredGene_613_t, Pocillopora_acuta_HIv1_PredGene_g7637.t1, Pocillopora_acuta_HIv1_PredGene_g5194.t1	Acerv_evm.model.Segkk3102_pilon.39
OG0005543	Pocillopora_acuta_HIv1_PredGene_g7618.t1	Acerv_evm.model.Segkk3102_pilon.9
OG0005544	Pocillopora_acuta_HIv1_PredGene_g31463.t1, Pocillopora_acuta_HIv1_PredGene_g32073.t1	Acerv_evm.model.Segkk3103_pilon.1
OG0005545	Pocillopora_acuta_HIv1_PredGene_g26954.t2, Pocillopora_acuta_HIv1_PredGene_g26954.t1	Acerv_evm.model.Segkk3106_pilon.2
OG0005546	Pocillopora_acuta_HIv1_PredGene_g26955.t1	Acerv_evm.model.Segkk3106_pilon.1
OG0005547	Pocillopora_acuta_HIv1_PredGene_g31449.t1	Acerv_evm.model.Segkk3107_pilon.4, Acerv_evm.model.Segkk3107_pilon.5
OG0005548	Pocillopora_acuta_HIv1_PredGene_g14110.t2, Pocillopora_acuta_HIv1_PredGene_g14110.t1, Pocillopora_acuta_HIv1_PredGene_g14110.t3	Acerv_evm.model.Segkk3110_pilon.7
OG0005549	Pocillopora_acuta_HIv1_PredGene_g22760.t1	Acerv_evm.model.Segkk3112_pilon.43
OG0005550	Pocillopora_acuta_HIv1_PredGene_2888_t, Pocillopora_acuta_HIv1_PredGene_g10727.t1, Pocillopora_acuta_HIv1_PredGene_g22778.t1	Acerv_evm.model.Segkk3112_pilon.37
OG0005551	Pocillopora_acuta_HIv1_PredGene_g24516.t1	Acerv_evm.model.Segkk3126_pilon.11
OG0005552	Pocillopora_acuta_HIv1_PredGene_g1667.t1, Pocillopora_acuta_HIv1_PredGene_g18480.t1	Acerv_evm.model.Segkk3128_pilon.3
OG0005553	Pocillopora_acuta_HIv1_PredGene_8905_t, Pocillopora_acuta_HIv1_PredGene_g4655.t2, Pocillopora_acuta_HIv1_PredGene_g4655.t1	Acerv_evm.model.Segkk3132_pilon.14
OG0005554	Pocillopora_acuta_HIv1_PredGene_g20181.t1, Pocillopora_acuta_HIv1_PredGene_g28253.t1, Pocillopora_acuta_HIv1_PredGene_19706_t	Acerv_evm.model.Segkk3134_pilon.34
OG0005555	Pocillopora_acuta_HIv1_PredGene_19704_t, Pocillopora_acuta_HIv1_PredGene_g28251.t1	Acerv_evm.model.Segkk3134_pilon.35
OG0005556	Pocillopora_acuta_HIv1_PredGene_g11475.t1, Pocillopora_acuta_HIv1_PredGene_g14508.t1, Pocillopora_acuta_HIv1_PredGene_g14508.t2	Acerv_evm.model.Segkk3137_pilon.6
OG0005557	Pocillopora_acuta_HIv1_PredGene_g9913.t1, Pocillopora_acuta_HIv1_PredGene_26185_t	Acerv_evm.model.Segkk3145_pilon.5
OG0005558	Pocillopora_acuta_HIv1_PredGene_g14445.t1	Acerv_evm.model.Segkk3147_pilon.1
OG0005558	Pocillopora_acuta_HIv1_PredGene_g14446.t1	Acerv_evm.model.Segkk3147_pilon.2
OG0005559	Pocillopora_acuta_HIv1_PredGene_g22202.t1, Pocillopora_acuta_HIv1_PredGene_g27247.t1	Acerv_evm.model.Segkk3150_pilon.7
OG0005560	Pocillopora_acuta_HIv1_PredGene_g553.t1, Pocillopora_acuta_HIv1_PredGene_g2662.t1, Pocillopora_acuta_HIv1_PredGene_15925_t, Pocillopora_acuta_HIv1_PredGene_3713_t	Acerv_evm.model.Segkk3152_pilon.3
OG0005561	Pocillopora_acuta_HIv1_PredGene_19229_t, Pocillopora_acuta_HIv1_PredGene_g23792.t1	Acerv_evm.model.Segkk3157_pilon.5
OG0005562	Pocillopora_acuta_HIv1_PredGene_g17613.t1, Pocillopora_acuta_HIv1_PredGene_1834_t	Acerv_evm.model.Segkk3171_pilon.9, Acerv_evm.model.Segkk3308_pilon.3
OG0005563	Pocillopora_acuta_HIv1_PredGene_g10292.t1	Acerv_evm.model.Segkk3175_pilon.3
OG0005564	Pocillopora_acuta_HIv1_PredGene_3219_t, Pocillopora_acuta_HIv1_PredGene_g9042.t1	Acerv_evm.model.Segkk3176_pilon.5
OG0005565	Pocillopora_acuta_HIv1_PredGene_7389_t, Pocillopora_acuta_HIv1_PredGene_g25541.t1, Pocillopora_acuta_HIv1_PredGene_g25541.t2	Acerv_evm.model.Segkk3181_pilon.2
OG0005566	Pocillopora_acuta_HIv1_PredGene_g23817.t1	Acerv_evm.model.Segkk3189_pilon.3
OG0005567	Pocillopora_acuta_HIv1_PredGene_g7580.t1, Pocillopora_acuta_HIv1_PredGene_g7580.t2	Acerv_evm.model.Segkk3192_pilon.23
OG0005568	Pocillopora_acuta_HIv1_PredGene_g7560.t1, Pocillopora_acuta_HIv1_PredGene_544_t	Acerv_evm.model.Segkk3192_pilon.41, Acerv_evm.model.Segkk3241_pilon.5
OG0005569	Pocillopora_acuta_HIv1_PredGene_g13003.t1	Acerv_evm.model.Segkk3193_pilon.4
OG0005570	Pocillopora_acuta_HIv1_PredGene_g4484.t1, Pocillopora_acuta_HIv1_PredGene_g25774.t1	Acerv_evm.model.Segkk3209_pilon.39
OG0005571	Pocillopora_acuta_HIv1_PredGene_g25776.t1, Pocillopora_acuta_HIv1_PredGene_4695_t, Pocillopora_acuta_HIv1_PredGene_g4486.t1	Acerv_evm.model.Segkk3209_pilon.38
OG0005573	Pocillopora_acuta_HIv1_PredGene_g7810.t1	Acerv_evm.model.Segkk3215_pilon.2, Acerv_evm.model.Segkk3215_pilon.1
OG0005574	Pocillopora_acuta_HIv1_PredGene_g15779.t1, Pocillopora_acuta_HIv1_PredGene_g15779.t2	Acerv_evm.model.Segkk3218_pilon.15
OG0005575	Pocillopora_acuta_HIv1_PredGene_g15782.t1	Acerv_evm.model.Segkk3218_pilon.12
OG0005576	Pocillopora_acuta_HIv1_PredGene_g26645.t1, Pocillopora_acuta_HIv1_PredGene_g1712.t1	Acerv_evm.model.Segkk3218_pilon.16
OG0005577	Pocillopora_acuta_HIv1_PredGene_g25014.t1	Acerv_evm.model.Segkk3219_pilon.12
OG0005578	Pocillopora_acuta_HIv1_PredGene_g23551.t1, Pocillopora_acuta_HIv1_PredGene_g16876.t1	Acerv_evm.model.Segkk3222_pilon.9, Acerv_evm.model.Segkk4308_pilon.18
OG0005579	Pocillopora_acuta_HIv1_PredGene_g23903.t1, Pocillopora_acuta_HIv1_PredGene_g23902.t1	Acerv_evm.model.Segkk3234_pilon.3
OG0005580	Pocillopora_acuta_HIv1_PredGene_g28339.t1, Pocillopora_acuta_HIv1_PredGene_g26136.t1, Pocillopora_acuta_HIv1_PredGene_21921_t	Acerv_evm.model.Segkk3235_pilon.3
OG0005582	Pocillopora_acuta_HIv1_PredGene_g27419.t1, Pocillopora_acuta_HIv1_PredGene_g31111.t1	Acerv_evm.model.Segkk3252_pilon.2
OG0005583	Pocillopora_acuta_HIv1_PredGene_g32623.t1	Acerv_evm.model.Segkk3255_pilon.5
OG0005584	Pocillopora_acuta_HIv1_PredGene_g15099.t1	Acerv_evm.model.Segkk3261_pilon.6, Acerv_evm.model.Segkk3545_pilon.3
OG0005585	Pocillopora_acuta_HIv1_PredGene_g15102.t1, Pocillopora_acuta_HIv1_PredGene_3559_t	Acerv_evm.model.Segkk3261_pilon.3
OG0005586	Pocillopora_acuta_HIv1_PredGene_g18454.t1, Pocillopora_acuta_HIv1_PredGene_g22972.t1	Acerv_evm.model.Segkk3262_pilon.11
OG0005587	Pocillopora_acuta_HIv1_PredGene_g11935.t1	Acerv_evm.model.Segkk3946_pilon.18, Acerv_evm.model.Segkk3946_pilon.24, Acerv_evm.model.Segkk3263_pilon.43
OG0005588	Pocillopora_acuta_HIv1_PredGene_g31930.t1	Acerv_evm.model.Segkk3263_pilon.11
OG0005589	Pocillopora_acuta_HIv1_PredGene_g31927.t1	Acerv_evm.model.Segkk3263_pilon.10
OG0005590	Pocillopora_acuta_HIv1_PredGene_g30314.t1, Pocillopora_acuta_HIv1_PredGene_g25296.t1	Acerv_evm.model.Segkk3264_pilon.1
OG0005591	Pocillopora_acuta_HIv1_PredGene_g25297.t1, Pocillopora_acuta_HIv1_PredGene_g30315.t1	Acerv_evm.model.Segkk3264_pilon.2
OG0005592	Pocillopora_acuta_HIv1_PredGene_g27167.t1, Pocillopora_acuta_HIv1_PredGene_16838_t	Acerv_evm.model.Segkk3264_pilon.8
OG0005593	Pocillopora_acuta_HIv1_PredGene_31181_t, Pocillopora_acuta_HIv1_PredGene_g3698.t1, Pocillopora_acuta_HIv1_PredGene_g23865.t1	Acerv_evm.model.Segkk3268_pilon.4
OG0005594	Pocillopora_acuta_HIv1_PredGene_g23863.t1, Pocillopora_acuta_HIv1_PredGene_g3700.t1	Acerv_evm.model.Segkk3268_pilon.8
OG0005595	Pocillopora_acuta_HIv1_PredGene_g3701.t1, Pocillopora_acuta_HIv1_PredGene_g23862.t1, Pocillopora_acuta_HIv1_PredGene_g23860.t1, Pocillopora_acuta_HIv1_PredGene_g3704.t1	Acerv_evm.model.Segkk3268_pilon.9
OG0005596	Pocillopora_acuta_HIv1_PredGene_g16519.t1, Pocillopora_acuta_HIv1_PredGene_24099_t	Acerv_evm.model.Segkk3271_pilon.28
OG0005597	Pocillopora_acuta_HIv1_PredGene_g24152.t2, Pocillopora_acuta_HIv1_PredGene_g24152.t1	Acerv_evm.model.Segkk3290_pilon.20
OG0005598	Pocillopora_acuta_HIv1_PredGene_g24159.t1	Acerv_evm.model.Segkk3290_pilon.26
OG0005599	Pocillopora_acuta_HIv1_PredGene_g9384.t1, Pocillopora_acuta_HIv1_PredGene_g12192.t1	Acerv_evm.model.Segkk3290_pilon.7
OG0005600	Pocillopora_acuta_HIv1_PredGene_28208_t, Pocillopora_acuta_HIv1_PredGene_g12191.t1, Pocillopora_acuta_HIv1_PredGene_g9383.t1	Acerv_evm.model.Segkk3290_pilon.8
OG0005601	Pocillopora_acuta_HIv1_PredGene_13778_t, Pocillopora_acuta_HIv1_PredGene_g12186.t1, Pocillopora_acuta_HIv1_PredGene_g9378.t1	Acerv_evm.model.Segkk3290_pilon.12
OG0005602	Pocillopora_acuta_HIv1_PredGene_g30848.t2, Pocillopora_acuta_HIv1_PredGene_14339_t, Pocillopora_acuta_HIv1_PredGene_g30848.t1	Acerv_evm.model.Segkk3293_pilon.1
OG0005603	Pocillopora_acuta_HIv1_PredGene_g20808.t1	Acerv_evm.model.Segkk3306_pilon.15
OG0005604	Pocillopora_acuta_HIv1_PredGene_g20809.t1	Acerv_evm.model.Segkk3306_pilon.14
OG0005605	Pocillopora_acuta_HIv1_PredGene_g22264.t1, Pocillopora_acuta_HIv1_PredGene_g10736.t1	Acerv_evm.model.Segkk4291_pilon.3, Acerv_evm.model.Segkk3316_pilon.1
OG0005606	Pocillopora_acuta_HIv1_PredGene_g6933.t1	Acerv_evm.model.Segkk3319_pilon.7
OG0005607	Pocillopora_acuta_HIv1_PredGene_g10203.t1	Acerv_evm.model.Segkk3319_pilon.2
OG0005608	Pocillopora_acuta_HIv1_PredGene_g5254.t1, Pocillopora_acuta_HIv1_PredGene_g1285.t1, Pocillopora_acuta_HIv1_PredGene_g1286.t1	Acerv_evm.model.Segkk3320_pilon.20
OG0005609	Pocillopora_acuta_HIv1_PredGene_g5229.t1, Pocillopora_acuta_HIv1_PredGene_g5230.t1	Acerv_evm.model.Segkk3320_pilon.10
OG0005610	Pocillopora_acuta_HIv1_PredGene_g5214.t1, Pocillopora_acuta_HIv1_PredGene_g5909.t1	Acerv_evm.model.Segkk3320_pilon.4
OG0005611	Pocillopora_acuta_HIv1_PredGene_g16569.t1	Acerv_evm.model.Segkk3323_pilon.6
OG0005612	Pocillopora_acuta_HIv1_PredGene_g23720.t1	Acerv_evm.model.Segkk3323_pilon.23
OG0005613	Pocillopora_acuta_HIv1_PredGene_g26807.t2, Pocillopora_acuta_HIv1_PredGene_6734_t, Pocillopora_acuta_HIv1_PredGene_g26807.t1	Acerv_evm.model.Segkk3323_pilon.19
OG0005614	Pocillopora_acuta_HIv1_PredGene_g12051.t1, Pocillopora_acuta_HIv1_PredGene_g12050.t1	Acerv_evm.model.Segkk3324_pilon.7
OG0005615	Pocillopora_acuta_HIv1_PredGene_g12052.t1	Acerv_evm.model.Segkk3324_pilon.8
OG0005616	Pocillopora_acuta_HIv1_PredGene_g12054.t1, Pocillopora_acuta_HIv1_PredGene_9795_t	Acerv_evm.model.Segkk3324_pilon.10
OG0005617	Pocillopora_acuta_HIv1_PredGene_g32799.t1	Acerv_evm.model.Segkk3325_pilon.30
OG0005618	Pocillopora_acuta_HIv1_PredGene_g28621.t1, Pocillopora_acuta_HIv1_PredGene_g6337.t1	Acerv_evm.model.Segkk3326_pilon.24
OG0005619	Pocillopora_acuta_HIv1_PredGene_g24533.t1	Acerv_evm.model.Segkk3326_pilon.1
OG0005620	Pocillopora_acuta_HIv1_PredGene_g4084.t1	Acerv_evm.model.Segkk3327_pilon.9
OG0005621	Pocillopora_acuta_HIv1_PredGene_14346_t	Acerv_evm.model.Segkk3327_pilon.17
OG0005622	Pocillopora_acuta_HIv1_PredGene_g30692.t1, Pocillopora_acuta_HIv1_PredGene_5089_t	Acerv_evm.model.Segkk3330_pilon.9
OG0005623	Pocillopora_acuta_HIv1_PredGene_g20301.t1	Acerv_evm.model.Segkk3330_pilon.19
OG0005624	Pocillopora_acuta_HIv1_PredGene_g20291.t1, Pocillopora_acuta_HIv1_PredGene_g30777.t2, Pocillopora_acuta_HIv1_PredGene_g30777.t1	Acerv_evm.model.Segkk3330_pilon.17
OG0005625	Pocillopora_acuta_HIv1_PredGene_g28725.t1	Acerv_evm.model.Segkk3331_pilon.14
OG0005626	Pocillopora_acuta_HIv1_PredGene_g14374.t2, Pocillopora_acuta_HIv1_PredGene_g14374.t1	Acerv_evm.model.Segkk3331_pilon.4
OG0005627	Pocillopora_acuta_HIv1_PredGene_g21200.t1	Acerv_evm.model.Segkk3343_pilon.14
OG0005628	Pocillopora_acuta_HIv1_PredGene_g12797.t1	Acerv_evm.model.Segkk3345_pilon.4
OG0005629	Pocillopora_acuta_HIv1_PredGene_g12798.t1, Pocillopora_acuta_HIv1_PredGene_g12798.t2	Acerv_evm.model.Segkk3345_pilon.3
OG0005630	Pocillopora_acuta_HIv1_PredGene_318_t	Acerv_evm.model.Segkk3349_pilon.5
OG0005630	Pocillopora_acuta_HIv1_PredGene_g7322.t1	Acerv_evm.model.Segkk3349_pilon.6
OG0005631	Pocillopora_acuta_HIv1_PredGene_g7319.t1	Acerv_evm.model.Segkk3349_pilon.10
OG0005632	Pocillopora_acuta_HIv1_PredGene_g7318.t1	Acerv_evm.model.Segkk3349_pilon.11
OG0005633	Pocillopora_acuta_HIv1_PredGene_g30286.t1	Acerv_evm.model.Segkk3361_pilon.13
OG0005634	Pocillopora_acuta_HIv1_PredGene_g6186.t3, Pocillopora_acuta_HIv1_PredGene_g6186.t1, Pocillopora_acuta_HIv1_PredGene_g6186.t2	Acerv_evm.model.Segkk3362_pilon.5
OG0005635	Pocillopora_acuta_HIv1_PredGene_g21320.t1, Pocillopora_acuta_HIv1_PredGene_g21320.t2	Acerv_evm.model.Segkk3363_pilon.19
OG0005636	Pocillopora_acuta_HIv1_PredGene_g28183.t1, Pocillopora_acuta_HIv1_PredGene_g28183.t2	Acerv_evm.model.Segkk3364_pilon.23
OG0005637	Pocillopora_acuta_HIv1_PredGene_g28182.t1	Acerv_evm.model.Segkk3364_pilon.22
OG0005638	Pocillopora_acuta_HIv1_PredGene_g16668.t1	Acerv_evm.model.Segkk3365_pilon.13
