"","gene","prot","scaffold","Gene.Predict","id.x","gene.start","gene.stop","pos1.x","pos2.x","pos3.x","attr.x","Predict","id.y","start","stop","pos1.y","pos2.y","pos3.y","attr.y"
"1","LOC110039914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","LOC110042871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",120238,120883,".","-","0","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1677,1699,"0.0088","+",".","date=25-09-2020;Target=XP_020605257.1 1677 1699;Ontology_term=GO:0005515;ID=match$231972_1677_1699;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"72","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",120238,120883,".","-","0","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1705,1727,"8.9E-5","+",".","date=25-09-2020;Target=XP_020605257.1 1705 1727;Ontology_term=GO:0005515;ID=match$231972_1705_1727;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"73","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",120238,120883,".","-","0","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1201,1223,"0.0054","+",".","date=25-09-2020;Target=XP_020605257.1 1201 1223;Ontology_term=GO:0005515;ID=match$231972_1201_1223;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"74","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",877,899,"0.32","+",".","date=25-09-2020;Target=XP_020605257.1 877 899;Ontology_term=GO:0005515;ID=match$231972_877_899;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"75","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1509,1531,"0.021","+",".","date=25-09-2020;Target=XP_020605257.1 1509 1531;Ontology_term=GO:0005515;ID=match$231972_1509_1531;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"76","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1341,1363,"0.0036","+",".","date=25-09-2020;Target=XP_020605257.1 1341 1363;Ontology_term=GO:0005515;ID=match$231972_1341_1363;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"77","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1649,1671,"0.028","+",".","date=25-09-2020;Target=XP_020605257.1 1649 1671;Ontology_term=GO:0005515;ID=match$231972_1649_1671;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"78","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1369,1391,"6.0E-6","+",".","date=25-09-2020;Target=XP_020605257.1 1369 1391;Ontology_term=GO:0005515;ID=match$231972_1369_1391;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"79","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1761,1783,"5.9E-4","+",".","date=25-09-2020;Target=XP_020605257.1 1761 1783;Ontology_term=GO:0005515;ID=match$231972_1761_1783;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"80","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",933,955,"0.0042","+",".","date=25-09-2020;Target=XP_020605257.1 933 955;Ontology_term=GO:0005515;ID=match$231972_933_955;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"81","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1537,1559,"0.065","+",".","date=25-09-2020;Target=XP_020605257.1 1537 1559;Ontology_term=GO:0005515;ID=match$231972_1537_1559;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"82","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",112219,112326,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1145,1167,"0.0062","+",".","date=25-09-2020;Target=XP_020605257.1 1145 1167;Ontology_term=GO:0005515;ID=match$231972_1145_1167;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"83","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",112219,112326,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1397,1419,"1.0","+",".","date=25-09-2020;Target=XP_020605257.1 1397 1419;Ontology_term=GO:0005515;ID=match$231972_1397_1419;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"84","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",961,983,"0.02","+",".","date=25-09-2020;Target=XP_020605257.1 961 983;Ontology_term=GO:0005515;ID=match$231972_961_983;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"85","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1817,1838,"0.012","+",".","date=25-09-2020;Target=XP_020605257.1 1817 1838;Ontology_term=GO:0005515;ID=match$231972_1817_1838;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"86","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1313,1335,"0.66","+",".","date=25-09-2020;Target=XP_020605257.1 1313 1335;Ontology_term=GO:0005515;ID=match$231972_1313_1335;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"87","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1425,1447,"3.8E-6","+",".","date=25-09-2020;Target=XP_020605257.1 1425 1447;Ontology_term=GO:0005515;ID=match$231972_1425_1447;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"88","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1145,1167,"0.0062","+",".","date=25-09-2020;Target=XP_020605257.1 1145 1167;Ontology_term=GO:0005515;ID=match$231972_1145_1167;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"89","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1397,1419,"1.0","+",".","date=25-09-2020;Target=XP_020605257.1 1397 1419;Ontology_term=GO:0005515;ID=match$231972_1397_1419;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"90","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1229,1251,"0.0075","+",".","date=25-09-2020;Target=XP_020605257.1 1229 1251;Ontology_term=GO:0005515;ID=match$231972_1229_1251;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"91","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1017,1038,"0.2","+",".","date=25-09-2020;Target=XP_020605257.1 1017 1038;Ontology_term=GO:0005515;ID=match$231972_1017_1038;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"92","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",115074,115193,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1705,1727,"8.9E-5","+",".","date=25-09-2020;Target=XP_020605257.1 1705 1727;Ontology_term=GO:0005515;ID=match$231972_1705_1727;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"93","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",989,1011,"3.5E-4","+",".","date=25-09-2020;Target=XP_020605257.1 989 1011;Ontology_term=GO:0005515;ID=match$231972_989_1011;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"94","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1677,1699,"0.0088","+",".","date=25-09-2020;Target=XP_020605257.1 1677 1699;Ontology_term=GO:0005515;ID=match$231972_1677_1699;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"95","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1705,1727,"8.9E-5","+",".","date=25-09-2020;Target=XP_020605257.1 1705 1727;Ontology_term=GO:0005515;ID=match$231972_1705_1727;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"96","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1201,1223,"0.0054","+",".","date=25-09-2020;Target=XP_020605257.1 1201 1223;Ontology_term=GO:0005515;ID=match$231972_1201_1223;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"97","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",115074,115193,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",877,899,"0.32","+",".","date=25-09-2020;Target=XP_020605257.1 877 899;Ontology_term=GO:0005515;ID=match$231972_877_899;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"98","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",115074,115193,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1509,1531,"0.021","+",".","date=25-09-2020;Target=XP_020605257.1 1509 1531;Ontology_term=GO:0005515;ID=match$231972_1509_1531;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"99","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",115074,115193,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1341,1363,"0.0036","+",".","date=25-09-2020;Target=XP_020605257.1 1341 1363;Ontology_term=GO:0005515;ID=match$231972_1341_1363;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"100","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",115074,115193,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1649,1671,"0.028","+",".","date=25-09-2020;Target=XP_020605257.1 1649 1671;Ontology_term=GO:0005515;ID=match$231972_1649_1671;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"101","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",115074,115193,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1369,1391,"6.0E-6","+",".","date=25-09-2020;Target=XP_020605257.1 1369 1391;Ontology_term=GO:0005515;ID=match$231972_1369_1391;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"102","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",115074,115193,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1257,1279,"0.0054","+",".","date=25-09-2020;Target=XP_020605257.1 1257 1279;Ontology_term=GO:0005515;ID=match$231972_1257_1279;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"103","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",115074,115193,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",989,1011,"3.5E-4","+",".","date=25-09-2020;Target=XP_020605257.1 989 1011;Ontology_term=GO:0005515;ID=match$231972_989_1011;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
"104","LOC110044078","XP_020605257.1","NW_018148871.1","Gnomon","CDS",115074,115193,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)","Pfam","protein_match",1677,1699,"0.0088","+",".","date=25-09-2020;Target=XP_020605257.1 1677 1699;Ontology_term=GO:0005515;ID=match$231972_1677_1699;signature_desc=Leucine Rich repeat;Name=PF13516;status=T;Dbxref=InterPro:IPR001611"
