"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","length","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"1283","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0006820",0.0428248270060915,0.995688330831063,2,34,"anion transport","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1284","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0006700",0.00166865668171028,0.999978141182072,2,5,"C21-steroid hormone biosynthetic process","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1286","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:2000379",0.0188739180569451,0.997564416230665,3,52,"positive regulation of reactive oxygen species metabolic process","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1287","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0072656",0.00384410891493501,0.999907975015571,2,8,"maintenance of protein location in mitochondrion","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1288","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0048265",0.0390827354954397,0.993239405308163,3,90,"response to pain","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1289","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:2000853",0.000219555010745325,1,2,2,"negative regulation of corticosterone secretion","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1290","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0010042",0.0267497626889636,0.997922969852069,2,30,"response to manganese ion","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1291","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0006783",0.000230077591632319,0.999988337153774,4,24,"heme biosynthetic process","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1292","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0031397",0.00182739476841542,0.999757816348217,5,82,"negative regulation of protein ubiquitination","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1293","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0008347",0.00763649260639969,0.998911494130786,4,79,"glial cell migration","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1294","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0072655",0.00513503657835041,0.999853273109317,2,9,"establishment of protein localization to mitochondrion","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1295","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:1903147",0.00637064191870063,0.999774997470345,2,18,"negative regulation of autophagy of mitochondrion","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1296","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0032374",0.0120317903834113,0.999408744214956,2,18,"regulation of cholesterol transport","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1297","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0071476",0.00543040167091058,0.999829763009498,2,13,"cellular hypotonic response","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1298","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0006694",0.0307231173425446,0.993353968906869,4,96,"steroid biosynthetic process","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1299","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0010823",0.000938303021766533,0.999992097972221,2,4,"negative regulation of mitochondrion organization","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1300","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0051901",0.0119479559018091,0.99943050194542,2,14,"positive regulation of mitochondrial depolarization","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1301","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0010940",0.00323430086885657,0.999787036618422,3,29,"positive regulation of necrotic cell death","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1302","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0045019",0.048703333635075,0.994732680577177,2,35,"negative regulation of nitric oxide biosynthetic process","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1304","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0060242",0.00220818374963499,0.999963703468386,2,6,"contact inhibition","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1305","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0010266",0.000898251696944297,0.999992601047412,2,4,"response to vitamin B1","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1307","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0050810",0.00877242588244854,0.999647500201859,2,13,"regulation of steroid biosynthetic process","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1308","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:1903579",0.000664406262205026,0.999996673263262,2,3,"negative regulation of ATP metabolic process","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1309","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0060252",0.0272181276454752,0.997894164800233,2,24,"positive regulation of glial cell proliferation","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1310","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0032570",0.034040332503288,0.994461984604891,3,65,"response to progesterone","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1311","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0006626",0.0144729169294906,0.998318262451954,3,45,"protein targeting to mitochondrion","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1313","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0014012",0.0182293971595155,0.998863560974532,2,23,"peripheral nervous system axon regeneration","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1314","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0048266",0.00434418507076883,0.999678253060122,3,35,"behavioral response to pain","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1316","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0033574",0.0487020796913676,0.990854646307821,3,74,"response to testosterone","BP",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1318","Pocillopora_acuta_HIv1_PredGene_g24043.t1","GO:1901771",0.0136637166653367,1,1,1,"daunorubicin biosynthetic process","BP",834,24,9,137,152,38,29,13,19,88,126,51,25,46.3450326255758,1.71030050105666,0.37882841185308,4.51471021587462,6.34034028245144e-06,0.00227265815473985,"CvsHigh"
"1320","Pocillopora_acuta_HIv1_PredGene_g24043.t1","GO:0055114",0.0129138783984272,0.994023812817755,16,776,"oxidation-reduction process","BP",834,24,9,137,152,38,29,13,19,88,126,51,25,46.3450326255758,1.71030050105666,0.37882841185308,4.51471021587462,6.34034028245144e-06,0.00227265815473985,"CvsHigh"
"1321","Pocillopora_acuta_HIv1_PredGene_g24043.t1","GO:0017000",0.012024168313281,0.998698008717317,3,43,"antibiotic biosynthetic process","BP",834,24,9,137,152,38,29,13,19,88,126,51,25,46.3450326255758,1.71030050105666,0.37882841185308,4.51471021587462,6.34034028245144e-06,0.00227265815473985,"CvsHigh"
"1323","Pocillopora_acuta_HIv1_PredGene_g24448.t1","GO:0005981",0.00396168216789461,0.999907248683325,2,7,"regulation of glycogen catabolic process","BP",534,133,35,548,462,138,183,86,98,568,636,285,135,215.645026156372,1.33620325342425,0.290350211994731,4.60203987537813,4.1837307851718e-06,0.00166789036945806,"CvsHigh"
"1325","Pocillopora_acuta_HIv1_PredGene_g24448.t1","GO:0005979",0.00803382948078879,0.999695103223969,2,12,"regulation of glycogen biosynthetic process","BP",534,133,35,548,462,138,183,86,98,568,636,285,135,215.645026156372,1.33620325342425,0.290350211994731,4.60203987537813,4.1837307851718e-06,0.00166789036945806,"CvsHigh"
"1340","Pocillopora_acuta_HIv1_PredGene_g2511.t1","GO:0030277",0.0302467196990856,0.997476714481146,2,34,"maintenance of gastrointestinal epithelium","BP",1359,326,377,232,447,237,384,489,525,548,656,437,413,440.997832085432,-1.24781365616416,0.308327134115062,-4.04704457733033,5.18683664047871e-05,0.0103389478492118,"CvsHigh"
"1347","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:0007634",0.00525653665759239,0.999844681615405,2,10,"optokinetic behavior","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.45620057506805,0.323442292226395,-4.50219594056296,6.72549331726569e-06,0.00227265815473985,"CvsHigh"
"1348","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:0007634",0.00525653665759239,0.999844681615405,2,10,"optokinetic behavior","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.53477112810997,0.358084655453672,-4.28605667608267,1.8187260617709e-05,0.0318492027064724,"MidvsHigh"
"1349","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:1990384",0.0198986464693637,0.998709188463222,2,21,"hyaloid vascular plexus regression","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.45620057506805,0.323442292226395,-4.50219594056296,6.72549331726569e-06,0.00227265815473985,"CvsHigh"
"1350","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:1990384",0.0198986464693637,0.998709188463222,2,21,"hyaloid vascular plexus regression","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.53477112810997,0.358084655453672,-4.28605667608267,1.8187260617709e-05,0.0318492027064724,"MidvsHigh"
"1351","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:0071482",0.016072022795172,0.999072211210371,2,20,"cellular response to light stimulus","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.45620057506805,0.323442292226395,-4.50219594056296,6.72549331726569e-06,0.00227265815473985,"CvsHigh"
"1352","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:0071482",0.016072022795172,0.999072211210371,2,20,"cellular response to light stimulus","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.53477112810997,0.358084655453672,-4.28605667608267,1.8187260617709e-05,0.0318492027064724,"MidvsHigh"
"1353","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:0007601",0.00346343542378202,0.998884012391109,11,449,"visual perception","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.45620057506805,0.323442292226395,-4.50219594056296,6.72549331726569e-06,0.00227265815473985,"CvsHigh"
"1354","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:0007601",0.00346343542378202,0.998884012391109,11,449,"visual perception","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.53477112810997,0.358084655453672,-4.28605667608267,1.8187260617709e-05,0.0318492027064724,"MidvsHigh"
"1355","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:0050896",0.000696942642566455,0.999803892571211,12,433,"response to stimulus","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.45620057506805,0.323442292226395,-4.50219594056296,6.72549331726569e-06,0.00227265815473985,"CvsHigh"
"1356","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:0050896",0.000696942642566455,0.999803892571211,12,433,"response to stimulus","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.53477112810997,0.358084655453672,-4.28605667608267,1.8187260617709e-05,0.0318492027064724,"MidvsHigh"
"1357","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:0009584",0.0376224022910429,0.996509882452947,2,27,"detection of visible light","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.45620057506805,0.323442292226395,-4.50219594056296,6.72549331726569e-06,0.00227265815473985,"CvsHigh"
"1358","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:0009584",0.0376224022910429,0.996509882452947,2,27,"detection of visible light","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.53477112810997,0.358084655453672,-4.28605667608267,1.8187260617709e-05,0.0318492027064724,"MidvsHigh"
"1359","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:0042752",0.0101451864229339,0.998426430688318,4,87,"regulation of circadian rhythm","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.45620057506805,0.323442292226395,-4.50219594056296,6.72549331726569e-06,0.00227265815473985,"CvsHigh"
"1360","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:0042752",0.0101451864229339,0.998426430688318,4,87,"regulation of circadian rhythm","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.53477112810997,0.358084655453672,-4.28605667608267,1.8187260617709e-05,0.0318492027064724,"MidvsHigh"
"1363","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:0018298",0.00137799241530732,0.999880766553693,4,46,"protein-chromophore linkage","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.45620057506805,0.323442292226395,-4.50219594056296,6.72549331726569e-06,0.00227265815473985,"CvsHigh"
"1364","Pocillopora_acuta_HIv1_PredGene_g25362.t1","GO:0018298",0.00137799241530732,0.999880766553693,4,46,"protein-chromophore linkage","BP",1086,13,30,22,28,12,37,35,61,51,39,15,14,30.0835522076652,-1.53477112810997,0.358084655453672,-4.28605667608267,1.8187260617709e-05,0.0318492027064724,"MidvsHigh"
"1365","Pocillopora_acuta_HIv1_PredGene_g26402.t1","GO:0009617",0.0409539923573409,0.983912611664616,8,398,"response to bacterium","BP",5844,49,28,24,39,20,31,55,68,30,60,22,35,40.2041402293271,-1.46908976230188,0.372589147611439,-3.94292150407436,8.04950073082932e-05,0.0140246153103582,"CvsHigh"
"1366","Pocillopora_acuta_HIv1_PredGene_g26402.t1","GO:0071711",0.00341816863595082,0.999234925237579,7,225,"basement membrane organization","BP",5844,49,28,24,39,20,31,55,68,30,60,22,35,40.2041402293271,-1.46908976230188,0.372589147611439,-3.94292150407436,8.04950073082932e-05,0.0140246153103582,"CvsHigh"
"1367","Pocillopora_acuta_HIv1_PredGene_g26402.t1","GO:0007601",0.00346343542378202,0.998884012391109,11,449,"visual perception","BP",5844,49,28,24,39,20,31,55,68,30,60,22,35,40.2041402293271,-1.46908976230188,0.372589147611439,-3.94292150407436,8.04950073082932e-05,0.0140246153103582,"CvsHigh"
"1371","Pocillopora_acuta_HIv1_PredGene_g26402.t1","GO:0050896",0.000696942642566455,0.999803892571211,12,433,"response to stimulus","BP",5844,49,28,24,39,20,31,55,68,30,60,22,35,40.2041402293271,-1.46908976230188,0.372589147611439,-3.94292150407436,8.04950073082932e-05,0.0140246153103582,"CvsHigh"
"1372","Pocillopora_acuta_HIv1_PredGene_g26402.t1","GO:0090527",0.00293965236337904,0.999454705737304,6,161,"actin filament reorganization","BP",5844,49,28,24,39,20,31,55,68,30,60,22,35,40.2041402293271,-1.46908976230188,0.372589147611439,-3.94292150407436,8.04950073082932e-05,0.0140246153103582,"CvsHigh"
"1375","Pocillopora_acuta_HIv1_PredGene_g26402.t1","GO:0007156",0.0185475366352747,0.99371902052768,8,397,"homophilic cell adhesion via plasma membrane adhesion molecules","BP",5844,49,28,24,39,20,31,55,68,30,60,22,35,40.2041402293271,-1.46908976230188,0.372589147611439,-3.94292150407436,8.04950073082932e-05,0.0140246153103582,"CvsHigh"
"1376","Pocillopora_acuta_HIv1_PredGene_g26402.t1","GO:0007157",0.0226533344836594,0.993488118944654,6,267,"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP",5844,49,28,24,39,20,31,55,68,30,60,22,35,40.2041402293271,-1.46908976230188,0.372589147611439,-3.94292150407436,8.04950073082932e-05,0.0140246153103582,"CvsHigh"
"1379","Pocillopora_acuta_HIv1_PredGene_g26843.t1","GO:0006825",0.0330483267965394,0.997154705301486,2,25,"copper ion transport","BP",210,40,5,149,131,28,45,16,30,172,133,65,24,52.6397453349692,1.52322199553763,0.349962741681348,4.35252618098577,1.34577794987143e-05,0.0041109146959644,"CvsHigh"
"1382","Pocillopora_acuta_HIv1_PredGene_g2699.t1","GO:0010940",0.00323430086885657,0.999787036618422,3,29,"positive regulation of necrotic cell death","BP",843,12112,2088,29641,21625,4306,10955,1157,4437,47509,54062,15699,5239,12464.3317901632,1.84783630970106,0.481437090777272,3.83816773800656,0.000123955798515103,0.0188100924959595,"CvsHigh"
"1385","Pocillopora_acuta_HIv1_PredGene_g2699.t1","GO:0035794",0.049154805592998,0.999078322858305,1,4,"positive regulation of mitochondrial membrane permeability","BP",843,12112,2088,29641,21625,4306,10955,1157,4437,47509,54062,15699,5239,12464.3317901632,1.84783630970106,0.481437090777272,3.83816773800656,0.000123955798515103,0.0188100924959595,"CvsHigh"
"1386","Pocillopora_acuta_HIv1_PredGene_g2699.t1","GO:0042168",0.006722900642542,0.999770553027101,2,11,"heme metabolic process","BP",843,12112,2088,29641,21625,4306,10955,1157,4437,47509,54062,15699,5239,12464.3317901632,1.84783630970106,0.481437090777272,3.83816773800656,0.000123955798515103,0.0188100924959595,"CvsHigh"
"1388","Pocillopora_acuta_HIv1_PredGene_g27314.t1","GO:0009268",0.0218262648609795,0.997015500270239,3,57,"response to pH","BP",1548,26,30,46,36,19,39,47,43,57,52,39,18,37.2264601578276,-0.970320001206888,0.276826501327435,-3.50515574395522,0.00045634024502219,0.045481266538843,"CvsHigh"
"1391","Pocillopora_acuta_HIv1_PredGene_g27314.t1","GO:0061580",0.0304030990212485,0.997491466058932,2,26,"colon epithelial cell migration","BP",1548,26,30,46,36,19,39,47,43,57,52,39,18,37.2264601578276,-0.970320001206888,0.276826501327435,-3.50515574395522,0.00045634024502219,0.045481266538843,"CvsHigh"
"1393","Pocillopora_acuta_HIv1_PredGene_g27314.t1","GO:0097065",0.0441121894489807,0.995498705143643,2,32,"anterior head development","BP",1548,26,30,46,36,19,39,47,43,57,52,39,18,37.2264601578276,-0.970320001206888,0.276826501327435,-3.50515574395522,0.00045634024502219,0.045481266538843,"CvsHigh"
"1395","Pocillopora_acuta_HIv1_PredGene_g27509.t1","GO:0055114",0.0129138783984272,0.994023812817755,16,776,"oxidation-reduction process","BP",984,75,15,210,204,29,63,32,54,162,212,64,46,75.6776914379502,1.15551558896762,0.286628554133536,4.03140431162098,5.5444569634743e-05,0.0109589220367966,"CvsHigh"
"1399","Pocillopora_acuta_HIv1_PredGene_g27868.t1","GO:0045333",0.000126403146143639,0.999994625237907,4,21,"cellular respiration","BP",1209,56,29,222,209,37,46,49,75,175,206,88,54,83.8332092495097,0.874251254359517,0.24915197438971,3.50890759144481,0.000449951209145783,0.0454218986708925,"CvsHigh"
"1400","Pocillopora_acuta_HIv1_PredGene_g27868.t1","GO:0006784",0.000146539974358403,1,2,2,"heme A biosynthetic process","BP",1209,56,29,222,209,37,46,49,75,175,206,88,54,83.8332092495097,0.874251254359517,0.24915197438971,3.50890759144481,0.000449951209145783,0.0454218986708925,"CvsHigh"
"1402","Pocillopora_acuta_HIv1_PredGene_g27868.t1","GO:0006783",0.000230077591632319,0.999988337153774,4,24,"heme biosynthetic process","BP",1209,56,29,222,209,37,46,49,75,175,206,88,54,83.8332092495097,0.874251254359517,0.24915197438971,3.50890759144481,0.000449951209145783,0.0454218986708925,"CvsHigh"
"1406","Pocillopora_acuta_HIv1_PredGene_g27868.t1","GO:0008535",0.000217385062582059,0.999995430224501,3,9,"respiratory chain complex IV assembly","BP",1209,56,29,222,209,37,46,49,75,175,206,88,54,83.8332092495097,0.874251254359517,0.24915197438971,3.50890759144481,0.000449951209145783,0.0454218986708925,"CvsHigh"
"1408","Pocillopora_acuta_HIv1_PredGene_g27868.t1","GO:0055114",0.0129138783984272,0.994023812817755,16,776,"oxidation-reduction process","BP",1209,56,29,222,209,37,46,49,75,175,206,88,54,83.8332092495097,0.874251254359517,0.24915197438971,3.50890759144481,0.000449951209145783,0.0454218986708925,"CvsHigh"
"1410","Pocillopora_acuta_HIv1_PredGene_g28160.t1","GO:0030522",0.0229627729174012,0.998377488312834,2,24,"intracellular receptor signaling pathway","BP",1209,98,22,335,144,50,49,49,48,313,344,173,71,109.44423702657,1.56450050448362,0.303357542368126,5.1572823680945,2.50559809115547e-07,0.000145701095797773,"CvsHigh"
"1411","Pocillopora_acuta_HIv1_PredGene_g28160.t1","GO:0008585",0.0271895502346526,0.995940583342019,3,66,"female gonad development","BP",1209,98,22,335,144,50,49,49,48,313,344,173,71,109.44423702657,1.56450050448362,0.303357542368126,5.1572823680945,2.50559809115547e-07,0.000145701095797773,"CvsHigh"
"1413","Pocillopora_acuta_HIv1_PredGene_g28160.t1","GO:0048514",0.0169473881039845,0.996931152464447,4,105,"blood vessel morphogenesis","BP",1209,98,22,335,144,50,49,49,48,313,344,173,71,109.44423702657,1.56450050448362,0.303357542368126,5.1572823680945,2.50559809115547e-07,0.000145701095797773,"CvsHigh"
"1414","Pocillopora_acuta_HIv1_PredGene_g28160.t1","GO:0060707",0.0190755230918997,0.998794581606066,2,20,"trophoblast giant cell differentiation","BP",1209,98,22,335,144,50,49,49,48,313,344,173,71,109.44423702657,1.56450050448362,0.303357542368126,5.1572823680945,2.50559809115547e-07,0.000145701095797773,"CvsHigh"
"1415","Pocillopora_acuta_HIv1_PredGene_g28160.t1","GO:0060838",0.00220369382594515,0.999963814928877,2,6,"lymphatic endothelial cell fate commitment","BP",1209,98,22,335,144,50,49,49,48,313,344,173,71,109.44423702657,1.56450050448362,0.303357542368126,5.1572823680945,2.50559809115547e-07,0.000145701095797773,"CvsHigh"
"1416","Pocillopora_acuta_HIv1_PredGene_g28160.t1","GO:0001945",0.0238413422572863,0.996623607578771,3,60,"lymph vessel development","BP",1209,98,22,335,144,50,49,49,48,313,344,173,71,109.44423702657,1.56450050448362,0.303357542368126,5.1572823680945,2.50559809115547e-07,0.000145701095797773,"CvsHigh"
"1417","Pocillopora_acuta_HIv1_PredGene_g28160.t1","GO:0001893",0.00948179826267331,0.999603261309749,2,13,"maternal placenta development","BP",1209,98,22,335,144,50,49,49,48,313,344,173,71,109.44423702657,1.56450050448362,0.303357542368126,5.1572823680945,2.50559809115547e-07,0.000145701095797773,"CvsHigh"
"1418","Pocillopora_acuta_HIv1_PredGene_g28160.t1","GO:0001937",0.0206046301155725,0.997235673596863,3,62,"negative regulation of endothelial cell proliferation","BP",1209,98,22,335,144,50,49,49,48,313,344,173,71,109.44423702657,1.56450050448362,0.303357542368126,5.1572823680945,2.50559809115547e-07,0.000145701095797773,"CvsHigh"
"1419","Pocillopora_acuta_HIv1_PredGene_g28160.t1","GO:0060674",0.0148228491400867,0.998239083033208,3,65,"placenta blood vessel development","BP",1209,98,22,335,144,50,49,49,48,313,344,173,71,109.44423702657,1.56450050448362,0.303357542368126,5.1572823680945,2.50559809115547e-07,0.000145701095797773,"CvsHigh"
"1420","Pocillopora_acuta_HIv1_PredGene_g28160.t1","GO:0010596",0.00568413553512299,0.999532989391718,3,40,"negative regulation of endothelial cell migration","BP",1209,98,22,335,144,50,49,49,48,313,344,173,71,109.44423702657,1.56450050448362,0.303357542368126,5.1572823680945,2.50559809115547e-07,0.000145701095797773,"CvsHigh"
"1421","Pocillopora_acuta_HIv1_PredGene_g28160.t1","GO:0060173",0.00306939626866819,0.999539008792206,5,99,"limb development","BP",1209,98,22,335,144,50,49,49,48,313,344,173,71,109.44423702657,1.56450050448362,0.303357542368126,5.1572823680945,2.50559809115547e-07,0.000145701095797773,"CvsHigh"
"1422","Pocillopora_acuta_HIv1_PredGene_g28160.t1","GO:0009956",0.00220369382594515,0.999963814928877,2,6,"radial pattern formation","BP",1209,98,22,335,144,50,49,49,48,313,344,173,71,109.44423702657,1.56450050448362,0.303357542368126,5.1572823680945,2.50559809115547e-07,0.000145701095797773,"CvsHigh"
"1423","Pocillopora_acuta_HIv1_PredGene_g28160.t1","GO:0030900",3.93317542963552e-07,0.999999949733678,12,191,"forebrain development","BP",1209,98,22,335,144,50,49,49,48,313,344,173,71,109.44423702657,1.56450050448362,0.303357542368126,5.1572823680945,2.50559809115547e-07,0.000145701095797773,"CvsHigh"
