"","gene_id","19_T33_Ac_WK","24_T12_Ac_FM","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","31_T22_Ac_UV","35_T43_Ac_MT","37_T13_Ac_ML","38_T23_Ac_IN","41_ctl3_Ac_RN_1","45_T41_Ac_SC_1","47_T31_Ac_JB","52_T11_Ac_II","53_T21_Ac_NH","54_T42_Ac_JQ","57_T32_Ac_NM","scaffold","start","stop","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"3563","Acerv_evm.TU.Segkk2630_pilon.2",35,0,91,35,27,19,42,10,24,16,9,66,16,46,30,"Segkk2630_pilon",7528,9367,1839,NA,NA,NA,NA,NA,NA,NA
"3564","Acerv_evm.TU.Segkk2632_pilon.1",25,0,80,64,210,40,71,119,258,115,97,16,83,188,32,"Segkk2632_pilon",2179,2637,458,NA,NA,NA,NA,NA,NA,NA
"3565","Acerv_evm.TU.Segkk2632_pilon.11",1215,0,1685,2336,1020,1715,587,706,1043,1295,526,605,512,804,287,"Segkk2632_pilon",110298,158151,47853,NA,NA,NA,NA,NA,NA,NA
"3566","Acerv_evm.TU.Segkk2632_pilon.14",325,0,621,237,216,271,192,104,270,176,65,288,91,242,99,"Segkk2632_pilon",166273,186556,20283,NA,NA,NA,NA,NA,NA,NA
"3567","Acerv_evm.TU.Segkk2632_pilon.15",259,0,498,594,208,379,190,138,411,494,146,193,155,299,132,"Segkk2632_pilon",191608,197736,6128,NA,NA,NA,NA,NA,NA,NA
"3568","Acerv_evm.TU.Segkk2632_pilon.16",429,0,593,604,250,481,212,165,414,487,112,191,172,398,114,"Segkk2632_pilon",201998,224025,22027,NA,NA,NA,NA,NA,NA,NA
"3569","Acerv_evm.TU.Segkk2632_pilon.2",6,0,25,35,4,10,19,46,114,64,29,8,8,18,9,"Segkk2632_pilon",18652,19158,506,NA,NA,NA,NA,NA,NA,NA
"3570","Acerv_evm.TU.Segkk2632_pilon.6",56,0,97,99,36,71,39,36,62,111,31,41,23,73,31,"Segkk2632_pilon",67836,68342,506,NA,NA,NA,NA,NA,NA,NA
"3571","Acerv_evm.TU.Segkk2632_pilon.8",2128,0,4630,6538,1758,2916,2044,2825,6215,8915,2469,2958,1425,3167,1858,"Segkk2632_pilon",73194,78971,5777,NA,NA,NA,NA,NA,NA,NA
"3572","Acerv_evm.TU.Segkk2633_pilon.1",15855,4,21135,32082,10340,16368,10517,12608,22080,28645,7234,7855,10451,16769,7995,"Segkk2633_pilon",15,2292,2277,NA,NA,NA,NA,NA,NA,NA
"3573","Acerv_evm.TU.Segkk2633_pilon.3",54,0,89,116,31,53,22,43,145,151,30,23,16,47,19,"Segkk2633_pilon",13264,14811,1547,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"3574","Acerv_evm.TU.Segkk2633_pilon.5",284,0,615,529,193,348,188,303,520,699,201,187,124,312,132,"Segkk2633_pilon",25091,51339,26248,NA,NA,NA,NA,NA,NA,NA
"3575","Acerv_evm.TU.Segkk2633_pilon.8",215,8,356,347,136,248,116,190,327,445,113,109,121,221,60,"Segkk2633_pilon",61114,82557,21443,NA,NA,NA,NA,NA,NA,NA
"3576","Acerv_evm.TU.Segkk2633_pilon.9",57,1,120,79,37,46,28,36,88,129,27,13,23,44,7,"Segkk2633_pilon",88725,89564,839,NA,NA,NA,NA,NA,NA,NA
"3577","Acerv_evm.TU.Segkk2634_pilon.10",250,39,565,270,225,249,148,90,84,86,26,283,490,660,78,"Segkk2634_pilon",77520,83002,5482,NA,NA,NA,NA,NA,NA,NA
"3578","Acerv_evm.TU.Segkk2634_pilon.14",645,16,1497,705,364,394,566,138,709,435,193,1115,160,558,308,"Segkk2634_pilon",130256,148338,18082,NA,NA,NA,NA,NA,NA,NA
"3579","Acerv_evm.TU.Segkk2634_pilon.20",153,0,192,159,98,120,134,43,77,54,40,246,62,144,70,"Segkk2634_pilon",194109,203399,9290,NA,NA,NA,NA,NA,NA,NA
"3580","Acerv_evm.TU.Segkk2634_pilon.4",14,0,104,29,14,14,18,14,43,43,9,18,4,22,8,"Segkk2634_pilon",36849,37874,1025,NA,NA,NA,NA,NA,NA,NA
"3581","Acerv_evm.TU.Segkk2635_pilon.4",1322,0,3275,1763,775,1316,879,92,129,213,51,1180,481,1516,555,"Segkk2635_pilon",14435,30920,16485,NA,NA,NA,NA,NA,NA,NA
"3582","Acerv_evm.TU.Segkk2636_pilon.1",41,0,55,51,32,56,24,22,37,63,15,18,24,54,10,"Segkk2636_pilon",2441,5978,3537,NA,NA,NA,NA,NA,NA,NA
"3583","Acerv_evm.TU.Segkk2636_pilon.2",29,0,38,38,21,36,16,13,25,42,10,12,13,30,6,"Segkk2636_pilon",6408,7787,1379,NA,NA,NA,NA,NA,NA,NA
"3584","Acerv_evm.TU.Segkk2637_pilon.10",327,0,650,434,319,447,235,242,372,615,131,186,194,493,164,"Segkk2637_pilon",139566,146950,7384,NA,NA,NA,NA,NA,NA,NA
"3585","Acerv_evm.TU.Segkk2637_pilon.5",37,1,74,77,29,40,23,58,83,86,23,36,17,38,27,"Segkk2637_pilon",48801,57937,9136,NA,NA,NA,NA,NA,NA,NA
"3586","Acerv_evm.TU.Segkk2637_pilon.7",164,0,373,243,106,199,110,118,286,397,98,92,79,181,51,"Segkk2637_pilon",67843,99406,31563,NA,NA,NA,NA,NA,NA,NA
"3587","Acerv_evm.TU.Segkk2638_pilon.2",19,1,55,33,12,12,10,16,34,47,14,11,5,18,11,"Segkk2638_pilon",2152,2643,491,NA,NA,NA,NA,NA,NA,NA
"3588","Acerv_evm.TU.Segkk264_pilon.1",53,0,60,37,35,57,23,26,27,62,11,18,21,45,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3589","Acerv_evm.TU.Segkk264_pilon.2",59,0,66,62,50,65,47,40,63,75,23,35,23,72,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3590","Acerv_evm.TU.Segkk2640_pilon.1",152,2,250,261,92,208,80,101,175,304,73,76,75,171,46,"Segkk2640_pilon",1564,13734,12170,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"3591","Acerv_evm.TU.Segkk2641_pilon.1",31,0,60,58,19,32,26,23,61,73,15,21,13,37,16,"Segkk2641_pilon",457,1260,803,NA,NA,NA,NA,NA,NA,NA
"3592","Acerv_evm.TU.Segkk2641_pilon.11",42,0,93,85,35,45,42,13,60,68,26,45,12,47,16,"Segkk2641_pilon",77172,83105,5933,NA,NA,NA,NA,NA,NA,NA
"3593","Acerv_evm.TU.Segkk2641_pilon.6",20,0,39,44,20,20,19,27,46,83,16,23,18,32,13,"Segkk2641_pilon",25965,29525,3560,NA,NA,NA,NA,NA,NA,NA
"3594","Acerv_evm.TU.Segkk2641_pilon.8",60,5,47,53,62,96,18,25,43,53,18,13,35,58,15,"Segkk2641_pilon",34208,37591,3383,NA,NA,NA,NA,NA,NA,NA
"3595","Acerv_evm.TU.Segkk2641_pilon.9",110,0,258,179,83,120,90,72,186,255,52,45,46,172,33,"Segkk2641_pilon",39067,52556,13489,NA,NA,NA,NA,NA,NA,NA
"3596","Acerv_evm.TU.Segkk2642_pilon.6",95,0,187,178,62,122,84,70,160,152,47,86,65,139,47,"Segkk2642_pilon",65424,70968,5544,NA,NA,NA,NA,NA,NA,NA
"3597","Acerv_evm.TU.Segkk2642_pilon.7",1047,0,2129,2064,725,1201,694,727,1906,2422,643,934,445,1289,438,"Segkk2642_pilon",93766,136603,42837,NA,NA,NA,NA,NA,NA,NA
"3598","Acerv_evm.TU.Segkk2644_pilon.3",222,0,495,500,119,220,147,181,498,469,144,141,63,178,125,"Segkk2644_pilon",14807,17352,2545,NA,NA,NA,NA,NA,NA,NA
"3599","Acerv_evm.TU.Segkk2649_pilon.1",104,0,265,310,73,145,78,66,212,335,61,82,56,167,61,"Segkk2649_pilon",3396,7165,3769,NA,NA,NA,NA,NA,NA,NA
"3600","Acerv_evm.TU.Segkk2649_pilon.6",164,0,228,277,105,180,105,134,296,355,82,87,68,186,64,"Segkk2649_pilon",41490,48692,7202,NA,NA,NA,NA,NA,NA,NA
"3601","Acerv_evm.TU.Segkk2649_pilon.7",118,0,168,174,78,140,63,67,152,222,64,43,58,137,45,"Segkk2649_pilon",54659,62149,7490,NA,NA,NA,NA,NA,NA,NA
"3602","Acerv_evm.TU.Segkk265_pilon.1",198,0,356,297,121,245,119,125,301,385,93,120,90,230,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3603","Acerv_evm.TU.Segkk2651_pilon.11",114,0,265,326,118,226,89,84,184,248,67,35,62,156,43,"Segkk2651_pilon",106555,110488,3933,NA,NA,NA,NA,NA,NA,NA
"3604","Acerv_evm.TU.Segkk2651_pilon.12",42,0,85,91,24,46,28,35,79,99,21,21,13,42,11,"Segkk2651_pilon",115370,117565,2195,NA,NA,NA,NA,NA,NA,NA
"3605","Acerv_evm.TU.Segkk2651_pilon.13",247,0,526,423,175,285,166,183,426,570,127,123,128,248,84,"Segkk2651_pilon",120258,136563,16305,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"3606","Acerv_evm.TU.Segkk2651_pilon.15",334,0,652,648,201,340,208,270,622,715,218,364,157,389,178,"Segkk2651_pilon",146127,154288,8161,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"3607","Acerv_evm.TU.Segkk2651_pilon.5",184,0,384,449,156,268,162,205,397,533,143,156,83,273,107,"Segkk2651_pilon",54255,58046,3791,NA,NA,NA,NA,NA,NA,NA
"3608","Acerv_evm.TU.Segkk2651_pilon.9",82,0,220,158,71,92,57,78,186,250,60,57,51,119,37,"Segkk2651_pilon",90806,103322,12516,NA,NA,NA,NA,NA,NA,NA
"3609","Acerv_evm.TU.Segkk2652_pilon.1",12,0,43,27,13,29,18,9,13,21,4,7,15,27,6,"Segkk2652_pilon",55,4540,4485,NA,NA,NA,NA,NA,NA,NA
"3610","Acerv_evm.TU.Segkk2653_pilon.2",163,0,315,313,137,209,96,123,301,390,103,78,71,190,63,"Segkk2653_pilon",3755,7174,3419,NA,NA,NA,NA,NA,NA,NA
"3611","Acerv_evm.TU.Segkk2654_pilon.2",153,0,295,244,123,165,108,139,252,286,84,79,95,184,70,"Segkk2654_pilon",1755,2360,605,NA,NA,NA,NA,NA,NA,NA
"3612","Acerv_evm.TU.Segkk266_pilon.24",14,1,19,18,8,14,8,11,25,22,11,14,6,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3613","Acerv_evm.TU.Segkk2662_pilon.11",59,1,155,115,30,60,39,52,169,196,35,27,20,64,27,"Segkk2662_pilon",62414,63475,1061,NA,NA,NA,NA,NA,NA,NA
"3614","Acerv_evm.TU.Segkk2662_pilon.13",50,3,150,97,55,79,49,49,107,150,31,52,20,74,25,"Segkk2662_pilon",69392,75252,5860,NA,NA,NA,NA,NA,NA,NA
"3615","Acerv_evm.TU.Segkk2662_pilon.14",83,0,169,152,58,92,76,68,211,295,86,78,44,122,53,"Segkk2662_pilon",77519,78133,614,NA,NA,NA,NA,NA,NA,NA
"3616","Acerv_evm.TU.Segkk2662_pilon.16",103,0,208,209,91,121,57,51,56,46,13,24,66,170,42,"Segkk2662_pilon",100778,104846,4068,NA,NA,NA,NA,NA,NA,NA
"3617","Acerv_evm.TU.Segkk2662_pilon.20",233,0,258,223,130,309,148,179,199,283,115,87,107,229,64,"Segkk2662_pilon",121930,125584,3654,NA,NA,NA,NA,NA,NA,NA
"3618","Acerv_evm.TU.Segkk2662_pilon.22",210,0,349,344,124,253,125,117,341,400,105,93,86,252,62,"Segkk2662_pilon",151269,158259,6990,NA,NA,NA,NA,NA,NA,NA
"3619","Acerv_evm.TU.Segkk2662_pilon.3",248,0,481,326,208,410,99,113,220,419,88,57,93,289,53,"Segkk2662_pilon",8168,19130,10962,NA,NA,NA,NA,NA,NA,NA
"3620","Acerv_evm.TU.Segkk2662_pilon.4",208,0,532,376,179,353,121,117,315,589,108,66,90,279,60,"Segkk2662_pilon",19172,21758,2586,NA,NA,NA,NA,NA,NA,NA
"3621","Acerv_evm.TU.Segkk2662_pilon.6",292,0,579,601,232,391,177,187,368,351,113,96,134,380,98,"Segkk2662_pilon",37787,39365,1578,NA,NA,NA,NA,NA,NA,NA
"3622","Acerv_evm.TU.Segkk2662_pilon.9",60,2,188,122,51,90,43,39,81,139,32,37,33,115,30,"Segkk2662_pilon",53402,55404,2002,NA,NA,NA,NA,NA,NA,NA
"3623","Acerv_evm.TU.Segkk2663_pilon.1",13,0,30,25,9,18,8,10,17,25,9,15,8,18,3,"Segkk2663_pilon",66,2862,2796,NA,NA,NA,NA,NA,NA,NA
"3624","Acerv_evm.TU.Segkk2664_pilon.2",21,0,43,30,9,18,13,13,41,25,12,20,7,20,8,"Segkk2664_pilon",6803,12737,5934,NA,NA,NA,NA,NA,NA,NA
"3625","Acerv_evm.TU.Segkk2665_pilon.1",281,0,573,552,230,363,236,242,578,822,171,188,166,421,156,"Segkk2665_pilon",6835,11558,4723,NA,NA,NA,NA,NA,NA,NA
"3626","Acerv_evm.TU.Segkk2665_pilon.4",66,0,161,125,49,78,44,49,144,186,34,42,28,97,26,"Segkk2665_pilon",30401,31445,1044,NA,NA,NA,NA,NA,NA,NA
"3627","Acerv_evm.TU.Segkk2666_pilon.10",90,0,154,179,61,79,61,70,146,179,41,60,35,82,32,"Segkk2666_pilon",93628,105893,12265,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"3628","Acerv_evm.TU.Segkk2666_pilon.12",143,0,290,227,84,154,79,122,284,366,104,102,64,159,76,"Segkk2666_pilon",126482,152186,25704,NA,NA,NA,NA,NA,NA,NA
"3629","Acerv_evm.TU.Segkk2666_pilon.14",835,11,1614,1587,614,1221,531,974,1340,1904,637,406,409,1191,322,"Segkk2666_pilon",169134,183357,14223,NA,NA,NA,NA,NA,NA,NA
"3630","Acerv_evm.TU.Segkk2666_pilon.35",84,12,127,125,68,96,68,33,44,73,22,49,61,100,33,"Segkk2666_pilon",307262,315124,7862,NA,NA,NA,NA,NA,NA,NA
"3631","Acerv_evm.TU.Segkk2668_pilon.1",981,0,1348,2039,962,1427,524,552,1481,1233,448,398,552,962,327,"Segkk2668_pilon",397,9938,9541,NA,NA,NA,NA,NA,NA,NA
"3632","Acerv_evm.TU.Segkk2668_pilon.10",55,1,67,77,20,49,28,35,64,116,41,32,16,48,22,"Segkk2668_pilon",69960,70877,917,NA,NA,NA,NA,NA,NA,NA
"3633","Acerv_evm.TU.Segkk2668_pilon.11",28,15,33,41,12,26,7,17,8,26,6,8,11,20,3,"Segkk2668_pilon",83737,85684,1947,NA,NA,NA,NA,NA,NA,NA
"3634","Acerv_evm.TU.Segkk2668_pilon.12",34,0,69,72,20,35,26,12,66,82,22,17,13,36,7,"Segkk2668_pilon",91843,92748,905,NA,NA,NA,NA,NA,NA,NA
"3635","Acerv_evm.TU.Segkk2668_pilon.13",49,1,91,91,46,75,43,46,71,119,36,25,23,84,21,"Segkk2668_pilon",95032,96144,1112,NA,NA,NA,NA,NA,NA,NA
"3636","Acerv_evm.TU.Segkk2668_pilon.15",76,0,204,249,80,122,100,113,202,231,78,67,50,152,59,"Segkk2668_pilon",121304,122856,1552,NA,NA,NA,NA,NA,NA,NA
"3637","Acerv_evm.TU.Segkk2668_pilon.18",48,0,123,72,32,43,40,27,94,104,23,64,17,50,20,"Segkk2668_pilon",186264,189848,3584,NA,NA,NA,NA,NA,NA,NA
"3638","Acerv_evm.TU.Segkk2668_pilon.19",279,0,494,276,205,326,124,126,289,490,99,73,138,360,88,"Segkk2668_pilon",196925,211158,14233,NA,NA,NA,NA,NA,NA,NA
"3639","Acerv_evm.TU.Segkk2668_pilon.21",20,1,44,51,14,25,13,15,33,53,11,13,12,28,6,"Segkk2668_pilon",217872,218984,1112,NA,NA,NA,NA,NA,NA,NA
"3640","Acerv_evm.TU.Segkk2668_pilon.22",21,0,59,51,20,45,20,19,38,60,17,25,14,38,12,"Segkk2668_pilon",219294,220367,1073,NA,NA,NA,NA,NA,NA,NA
"3641","Acerv_evm.TU.Segkk2668_pilon.25",33,0,50,56,32,43,20,20,42,73,20,19,19,48,14,"Segkk2668_pilon",241959,246225,4266,NA,NA,NA,NA,NA,NA,NA
"3642","Acerv_evm.TU.Segkk2668_pilon.27",280,0,503,449,185,328,159,193,362,554,133,127,135,281,100,"Segkk2668_pilon",267041,276017,8976,NA,NA,NA,NA,NA,NA,NA
"3643","Acerv_evm.TU.Segkk2668_pilon.3",229,0,414,429,192,312,213,219,380,524,153,196,131,287,0,"Segkk2668_pilon",12064,18473,6409,NA,NA,NA,NA,NA,NA,NA
"3644","Acerv_evm.TU.Segkk2668_pilon.5",218,0,501,322,149,292,110,125,311,456,115,91,124,271,67,"Segkk2668_pilon",26011,44048,18037,NA,NA,NA,NA,NA,NA,NA
"3645","Acerv_evm.TU.Segkk2668_pilon.7",39,0,89,64,33,65,38,29,71,97,31,32,23,54,20,"Segkk2668_pilon",61771,62394,623,NA,NA,NA,NA,NA,NA,NA
"3646","Acerv_evm.TU.Segkk2669_pilon.2",25,0,37,72,11,35,11,22,52,76,19,9,7,19,8,"Segkk2669_pilon",16198,20258,4060,NA,NA,NA,NA,NA,NA,NA
"3647","Acerv_evm.TU.Segkk2670_pilon.1",86,0,196,151,86,119,67,86,144,214,35,32,47,113,38,"Segkk2670_pilon",156,4988,4832,NA,NA,NA,NA,NA,NA,NA
"3648","Acerv_evm.TU.Segkk2670_pilon.2",43,0,81,64,27,43,27,25,54,82,19,14,13,45,11,"Segkk2670_pilon",5226,7237,2011,NA,NA,NA,NA,NA,NA,NA
"3649","Acerv_evm.TU.Segkk2670_pilon.3",36,0,69,51,23,43,11,13,28,42,10,15,13,34,7,"Segkk2670_pilon",10226,11153,927,NA,NA,NA,NA,NA,NA,NA
"3650","Acerv_evm.TU.Segkk2671_pilon.2",48,0,90,83,40,60,36,18,89,96,44,20,18,46,12,"Segkk2671_pilon",13856,14299,443,NA,NA,NA,NA,NA,NA,NA
"3651","Acerv_evm.TU.Segkk2673_pilon.1",84,0,187,169,45,74,51,51,143,214,42,56,32,78,46,"Segkk2673_pilon",1162,3107,1945,NA,NA,NA,NA,NA,NA,NA
"3652","Acerv_evm.TU.Segkk2674_pilon.3",26,0,81,53,17,44,16,43,200,268,28,15,6,59,13,"Segkk2674_pilon",37562,43260,5698,NA,NA,NA,NA,NA,NA,NA
"3653","Acerv_evm.TU.Segkk2676_pilon.1",1084,0,2260,2004,645,1214,641,1052,2208,3189,679,439,424,1232,377,"Segkk2676_pilon",276,11589,11313,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"3654","Acerv_evm.TU.Segkk2678_pilon.1",116,0,163,217,81,133,90,99,267,322,89,123,71,129,52,"Segkk2678_pilon",22,1293,1271,NA,NA,NA,NA,NA,NA,NA
"3655","Acerv_evm.TU.Segkk2679_pilon.1",31,0,91,84,38,38,34,19,82,77,14,23,10,41,22,"Segkk2679_pilon",66,3076,3010,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"3656","Acerv_evm.TU.Segkk268_pilon.1",389,0,637,526,236,406,195,253,451,634,168,170,154,467,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3657","Acerv_evm.TU.Segkk268_pilon.2",163,3,262,282,90,181,93,93,248,338,59,63,81,185,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3658","Acerv_evm.TU.Segkk268_pilon.4",111,0,162,112,75,150,67,46,101,122,32,35,51,125,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3659","Acerv_evm.TU.Segkk268_pilon.5",49,0,140,112,58,80,37,41,85,137,22,31,31,95,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3660","Acerv_evm.TU.Segkk2682_pilon.2",34,0,83,47,29,60,16,17,21,42,11,9,12,44,6,"Segkk2682_pilon",9757,12430,2673,NA,NA,NA,NA,NA,NA,NA
"3661","Acerv_evm.TU.Segkk2683_pilon.2",103,0,451,207,108,171,116,175,534,460,141,79,78,201,83,"Segkk2683_pilon",19963,23858,3895,NA,NA,NA,NA,NA,NA,NA
"3662","Acerv_evm.TU.Segkk2684_pilon.1",72,0,137,143,38,58,47,43,150,203,39,103,33,67,39,"Segkk2684_pilon",892,10287,9395,NA,NA,NA,NA,NA,NA,NA
"3663","Acerv_evm.TU.Segkk2684_pilon.2",2020,0,5621,4315,1759,1987,2116,3223,3361,3692,1001,1053,972,3728,1252,"Segkk2684_pilon",10388,23968,13580,"GO:0016831",0.015846065214068,0.99990710472357,1,4,"carboxy-lyase activity","MF"
"3664","Acerv_evm.TU.Segkk2684_pilon.2",2020,0,5621,4315,1759,1987,2116,3223,3361,3692,1001,1053,972,3728,1252,"Segkk2684_pilon",10388,23968,13580,"GO:0019752",0.0213984456604476,0.999818939773616,1,5,"carboxylic acid metabolic process","BP"
"3665","Acerv_evm.TU.Segkk2685_pilon.1",733,0,1813,1260,376,667,238,324,971,1540,169,253,217,604,98,"Segkk2685_pilon",465,11771,11306,NA,NA,NA,NA,NA,NA,NA
"3666","Acerv_evm.TU.Segkk2686_pilon.1",136,0,116,328,50,176,32,157,135,195,55,138,78,104,19,"Segkk2686_pilon",733,6175,5442,NA,NA,NA,NA,NA,NA,NA
"3667","Acerv_evm.TU.Segkk2686_pilon.3",511,0,644,1501,260,529,133,596,640,688,232,430,313,415,81,"Segkk2686_pilon",10584,25755,15171,NA,NA,NA,NA,NA,NA,NA
"3668","Acerv_evm.TU.Segkk2686_pilon.5",51,0,43,73,25,54,9,16,15,16,14,17,36,51,8,"Segkk2686_pilon",38416,53248,14832,NA,NA,NA,NA,NA,NA,NA
"3669","Acerv_evm.TU.Segkk2687_pilon.1",230,0,383,409,179,275,201,403,727,852,295,231,90,318,103,"Segkk2687_pilon",614,12635,12021,NA,NA,NA,NA,NA,NA,NA
"3670","Acerv_evm.TU.Segkk2687_pilon.2",33,0,24,20,0,52,24,33,25,45,33,36,19,68,16,"Segkk2687_pilon",20642,27038,6396,NA,NA,NA,NA,NA,NA,NA
"3671","Acerv_evm.TU.Segkk2688_pilon.1",39,0,104,46,36,50,21,30,61,55,11,8,23,39,9,"Segkk2688_pilon",525,7930,7405,NA,NA,NA,NA,NA,NA,NA
"3672","Acerv_evm.TU.Segkk2689_pilon.4",64,0,33,55,35,72,23,42,16,20,20,32,26,52,12,"Segkk2689_pilon",27350,30624,3274,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"3673","Acerv_evm.TU.Segkk2689_pilon.6",145,0,314,222,101,158,82,75,208,224,58,68,57,158,47,"Segkk2689_pilon",45851,61562,15711,NA,NA,NA,NA,NA,NA,NA
"3674","Acerv_evm.TU.Segkk269_pilon.4",93,0,173,139,73,125,70,59,140,214,53,77,52,151,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3675","Acerv_evm.TU.Segkk2690_pilon.1",48,0,83,92,32,47,38,34,62,89,23,41,19,50,20,"Segkk2690_pilon",7388,13185,5797,NA,NA,NA,NA,NA,NA,NA
"3676","Acerv_evm.TU.Segkk2690_pilon.2",15,0,36,49,15,32,14,37,28,36,21,12,10,25,9,"Segkk2690_pilon",22045,25604,3559,NA,NA,NA,NA,NA,NA,NA
"3677","Acerv_evm.TU.Segkk2690_pilon.3",236,0,411,343,185,276,176,162,418,460,119,167,105,339,99,"Segkk2690_pilon",28823,32698,3875,NA,NA,NA,NA,NA,NA,NA
"3678","Acerv_evm.TU.Segkk2691_pilon.4",194,0,373,375,137,211,161,171,381,463,94,140,103,231,77,"Segkk2691_pilon",35948,88062,52114,NA,NA,NA,NA,NA,NA,NA
"3679","Acerv_evm.TU.Segkk2691_pilon.5",65,0,138,132,42,71,50,43,131,149,41,44,28,80,36,"Segkk2691_pilon",90721,91947,1226,NA,NA,NA,NA,NA,NA,NA
"3680","Acerv_evm.TU.Segkk2692_pilon.1",35,3,131,30,43,102,19,16,57,168,8,7,20,115,13,"Segkk2692_pilon",4108,12966,8858,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"3681","Acerv_evm.TU.Segkk2693_pilon.6",13,0,43,25,10,20,14,17,46,55,14,13,5,21,9,"Segkk2693_pilon",42899,45312,2413,NA,NA,NA,NA,NA,NA,NA
"3682","Acerv_evm.TU.Segkk2694_pilon.2",37,0,58,63,19,41,18,38,84,103,35,17,14,35,12,"Segkk2694_pilon",10959,13208,2249,NA,NA,NA,NA,NA,NA,NA
"3683","Acerv_evm.TU.Segkk2694_pilon.3",62,0,141,111,51,80,41,86,80,117,34,33,39,86,28,"Segkk2694_pilon",15137,20268,5131,NA,NA,NA,NA,NA,NA,NA
"3684","Acerv_evm.TU.Segkk2694_pilon.4",324,0,771,513,287,442,164,234,390,568,122,132,177,417,80,"Segkk2694_pilon",30867,43939,13072,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"3685","Acerv_evm.TU.Segkk2695_pilon.1",30,0,45,45,20,32,19,31,43,51,13,20,16,30,0,"Segkk2695_pilon",365,1096,731,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"3686","Acerv_evm.TU.Segkk2695_pilon.3",2673,466,5506,6594,1898,3465,2250,3104,8026,9586,2845,3403,1547,3611,1823,"Segkk2695_pilon",21979,28221,6242,NA,NA,NA,NA,NA,NA,NA
"3687","Acerv_evm.TU.Segkk2695_pilon.5",309,0,638,621,166,328,205,283,636,799,191,289,114,320,159,"Segkk2695_pilon",46970,73510,26540,NA,NA,NA,NA,NA,NA,NA
"3688","Acerv_evm.TU.Segkk2699_pilon.1",24,0,16,15,15,22,15,14,11,14,12,20,8,29,0,"Segkk2699_pilon",592,1678,1086,NA,NA,NA,NA,NA,NA,NA
"3689","Acerv_evm.TU.Segkk2699_pilon.3",164,0,328,298,102,192,109,121,256,318,107,123,74,154,61,"Segkk2699_pilon",12594,17341,4747,NA,NA,NA,NA,NA,NA,NA
"3690","Acerv_evm.TU.Segkk27_pilon.1",389,15,775,766,250,453,278,356,759,926,304,291,209,397,174,"Segkk27_pilon",2832,12221,9389,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"3691","Acerv_evm.TU.Segkk27_pilon.2",140,0,468,338,121,215,142,442,651,857,262,88,70,175,107,"Segkk27_pilon",15956,20134,4178,NA,NA,NA,NA,NA,NA,NA
"3692","Acerv_evm.TU.Segkk27_pilon.7",509,5,1002,870,326,616,302,271,1374,1847,433,363,191,494,249,"Segkk27_pilon",40187,46441,6254,NA,NA,NA,NA,NA,NA,NA
"3693","Acerv_evm.TU.Segkk27_pilon.8",46,0,85,128,42,80,36,28,68,102,38,15,31,72,15,"Segkk27_pilon",50406,53880,3474,NA,NA,NA,NA,NA,NA,NA
"3694","Acerv_evm.TU.Segkk27_pilon.9",217,0,411,287,128,211,140,91,273,214,55,161,71,178,84,"Segkk27_pilon",56098,64260,8162,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"3695","Acerv_evm.TU.Segkk270_pilon.4",263,0,602,541,213,336,191,209,511,661,148,184,141,386,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3696","Acerv_evm.TU.Segkk270_pilon.5",57,0,161,58,34,40,54,11,55,27,12,47,14,58,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
