,gene_id,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,X19_T33_Ac_WK,X25_ctl1_Ac_GF_1,X27_ctl2_Ac_YG_1,X31_T22_Ac_UV,X35_T43_Ac_MT,X37_T13_Ac_ML,X38_T23_Ac_IN,X41_ctl3_Ac_RN_1,X47_T31_Ac_JB,X52_T11_Ac_II,X53_T21_Ac_NH,X54_T42_Ac_JQ,X57_T32_Ac_NM,length,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Treatment_Compare
403,Acerv_evm.model.Segkk2551_pilon.2,GO:0050961,0.021285279,1,1,1,detection of temperature stimulus involved in sensory perception,BP,53,42,51,53,97,39,55,50,31,44,32,73,16,3015,48.28989415,-1.392129522,0.2880991,-4.832120339,1.35E-06,0.000555144,CvsT4
406,Acerv_evm.model.Segkk2551_pilon.2,GO:0070887,0.005174816,0.999374356,4,30,cellular response to chemical stimulus,BP,53,42,51,53,97,39,55,50,31,44,32,73,16,3015,48.28989415,-1.392129522,0.2880991,-4.832120339,1.35E-06,0.000555144,CvsT4
409,Acerv_evm.model.Segkk2551_pilon.2,GO:0010647,0.022565333,0.998571475,2,10,positive regulation of cell communication,BP,53,42,51,53,97,39,55,50,31,44,32,73,16,3015,48.28989415,-1.392129522,0.2880991,-4.832120339,1.35E-06,0.000555144,CvsT4
890,Acerv_evm.model.Segkk4122_pilon.1,GO:0007610,0.029789836,0.995580194,3,28,behavior,BP,61,44,54,33,68,44,40,31,38,42,23,64,23,266,43.93195934,-1.383563631,0.276374852,-5.006112616,5.55E-07,0.000226443,CvsT3
929,Acerv_evm.model.Segkk4318_pilon.2,GO:0022603,0.03029894,0.997684568,2,12,regulation of anatomical structure morphogenesis,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
930,Acerv_evm.model.Segkk4318_pilon.2,GO:0120036,0.047923355,0.995163446,2,15,plasma membrane bounded cell projection organization,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
931,Acerv_evm.model.Segkk4318_pilon.2,GO:0060627,0.003012716,0.999825416,3,13,regulation of vesicle-mediated transport,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
932,Acerv_evm.model.Segkk4318_pilon.2,GO:0030234,0.034102806,0.997190743,2,13,enzyme regulator activity,MF,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
933,Acerv_evm.model.Segkk4318_pilon.2,GO:0044092,0.019317243,0.998897711,2,9,negative regulation of molecular function,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
934,Acerv_evm.model.Segkk4318_pilon.2,GO:0032386,0.004612023,0.999898336,2,5,regulation of intracellular transport,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
935,Acerv_evm.model.Segkk4318_pilon.2,GO:0033365,0.017619837,0.999042542,2,9,protein localization to organelle,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
936,Acerv_evm.model.Segkk4318_pilon.2,GO:0048585,0.029278108,0.995674373,3,29,negative regulation of response to stimulus,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
937,Acerv_evm.model.Segkk4318_pilon.2,GO:0080134,0.040906836,0.996244729,2,14,regulation of response to stress,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
938,Acerv_evm.model.Segkk4318_pilon.2,GO:0010506,0.005764748,0.999567153,3,15,regulation of autophagy,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
939,Acerv_evm.model.Segkk4318_pilon.2,GO:0031966,0.011394667,0.998858583,3,20,mitochondrial membrane,CC,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
940,Acerv_evm.model.Segkk4318_pilon.2,GO:0030162,0.016539524,0.999130898,2,9,regulation of proteolysis,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
941,Acerv_evm.model.Segkk4318_pilon.2,GO:0001934,0.008243205,0.998849512,4,34,positive regulation of protein phosphorylation,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
942,Acerv_evm.model.Segkk4318_pilon.2,GO:0021537,0.028170726,0.997957627,2,11,telencephalon development,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
943,Acerv_evm.model.Segkk4318_pilon.2,GO:0032555,0.004566405,0.999899857,2,5,purine ribonucleotide binding,MF,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
944,Acerv_evm.model.Segkk4318_pilon.2,GO:0032269,0.004842216,0.999890538,2,5,negative regulation of cellular protein metabolic process,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
945,Acerv_evm.model.Segkk4318_pilon.2,GO:0033554,0.00793137,0.999313252,3,18,cellular response to stress,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
946,Acerv_evm.model.Segkk4318_pilon.2,GO:0036477,0.011094153,0.99830493,4,36,somatodendritic compartment,CC,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
947,Acerv_evm.model.Segkk4318_pilon.2,GO:0098793,0.00534615,0.999116134,5,47,presynapse,CC,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
948,Acerv_evm.model.Segkk4318_pilon.2,GO:0006996,0.003994456,0.99955402,4,28,organelle organization,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
949,Acerv_evm.model.Segkk4318_pilon.2,GO:1902531,0.001161044,0.999911653,4,20,regulation of intracellular signal transduction,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
950,Acerv_evm.model.Segkk4318_pilon.2,GO:0098588,0.025640408,0.996418532,3,27,bounding membrane of organelle,CC,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
951,Acerv_evm.model.Segkk4318_pilon.2,GO:0018193,0.014025163,0.999342788,2,8,peptidyl-amino acid modification,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
952,Acerv_evm.model.Segkk4318_pilon.2,GO:0005794,0.03647959,0.986181142,8,161,Golgi apparatus,CC,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
953,Acerv_evm.model.Segkk4318_pilon.2,GO:0060548,0.039230804,0.99647995,2,14,negative regulation of cell death,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
954,Acerv_evm.model.Segkk4318_pilon.2,GO:0071944,0.01490574,0.997494651,4,41,cell periphery,CC,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
955,Acerv_evm.model.Segkk4318_pilon.2,GO:0050804,0.045280817,0.991976703,3,35,modulation of chemical synaptic transmission,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
956,Acerv_evm.model.Segkk4318_pilon.2,GO:0042391,0.003613918,0.999457703,5,44,regulation of membrane potential,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
957,Acerv_evm.model.Segkk4318_pilon.2,GO:0009967,0.02321327,0.996878339,3,27,positive regulation of signal transduction,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
958,Acerv_evm.model.Segkk4318_pilon.2,GO:0070887,0.005174816,0.999374356,4,30,cellular response to chemical stimulus,BP,38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
857,Acerv_evm.model.Segkk3914_pilon.1,GO:0140268,0.008392615,0.999725621,2,6,endoplasmic reticulum-plasma membrane contact site,CC,52,70,62,30,62,37,37,43,27,67,24,70,22,2132,45.12414821,-1.348994207,0.334040415,-4.038416149,5.38E-05,0.010735538,CvsT1
858,Acerv_evm.model.Segkk3914_pilon.1,GO:0005543,0.001147086,0.999912368,4,21,phospholipid binding,MF,52,70,62,30,62,37,37,43,27,67,24,70,22,2132,45.12414821,-1.348994207,0.334040415,-4.038416149,5.38E-05,0.010735538,CvsT1
423,Acerv_evm.model.Segkk2701_pilon.2,GO:0045014,0.031028744,1,1,1,carbon catabolite repression of transcription by glucose,BP,108,110,135,100,164,77,176,161,74,37,101,186,29,381,107.7232898,-1.344041019,0.334610815,-4.016729165,5.90E-05,0.007410038,CvsT2
424,Acerv_evm.model.Segkk2701_pilon.2,GO:0005669,0.006189877,0.999841067,2,5,transcription factor TFIID complex,CC,108,110,135,100,164,77,176,161,74,37,101,186,29,381,107.7232898,-1.344041019,0.334610815,-4.016729165,5.90E-05,0.007410038,CvsT2
425,Acerv_evm.model.Segkk2701_pilon.2,GO:0016251,0.01439035,0.999316462,2,8,RNA polymerase II general transcription initiation factor activity,MF,108,110,135,100,164,77,176,161,74,37,101,186,29,381,107.7232898,-1.344041019,0.334610815,-4.016729165,5.90E-05,0.007410038,CvsT2
426,Acerv_evm.model.Segkk2701_pilon.2,GO:0006367,0.011477729,0.999533681,2,7,transcription initiation from RNA polymerase II promoter,BP,108,110,135,100,164,77,176,161,74,37,101,186,29,381,107.7232898,-1.344041019,0.334610815,-4.016729165,5.90E-05,0.007410038,CvsT2
90,Acerv_evm.model.Segkk1895_pilon.6,GO:0032728,0.007466085,0.999788633,2,5,positive regulation of interferon-beta production,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
92,Acerv_evm.model.Segkk1895_pilon.6,GO:0001934,0.008243205,0.998849512,4,34,positive regulation of protein phosphorylation,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
94,Acerv_evm.model.Segkk1895_pilon.6,GO:0051580,0.029697422,1,1,1,regulation of neurotransmitter uptake,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
96,Acerv_evm.model.Segkk1895_pilon.6,GO:0008180,0.032416611,0.997430553,2,12,COP9 signalosome,CC,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
98,Acerv_evm.model.Segkk1895_pilon.6,GO:0044854,0.029697422,1,1,1,plasma membrane raft assembly,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
100,Acerv_evm.model.Segkk1895_pilon.6,GO:0044291,0.015719267,0.999217637,2,8,cell-cell contact zone,CC,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
102,Acerv_evm.model.Segkk1895_pilon.6,GO:0048643,0.029697422,1,1,1,positive regulation of skeletal muscle tissue development,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
104,Acerv_evm.model.Segkk1895_pilon.6,GO:0035023,0.029697422,1,1,1,regulation of Rho protein signal transduction,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
106,Acerv_evm.model.Segkk1895_pilon.6,GO:0071360,0.029697422,1,1,1,cellular response to exogenous dsRNA,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
108,Acerv_evm.model.Segkk1895_pilon.6,GO:1901890,0.029697422,1,1,1,positive regulation of cell junction assembly,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
380,Acerv_evm.model.Segkk2551_pilon.2,GO:0050955,0.021285279,1,1,1,thermoception,BP,53,42,51,53,97,39,55,50,31,44,32,73,16,3015,48.28989415,-1.288132589,0.30950367,-4.161929937,3.16E-05,0.007132652,CvsT1
383,Acerv_evm.model.Segkk2551_pilon.2,GO:0097553,0.045259361,0.99947841,1,2,calcium ion transmembrane import into cytosol,BP,53,42,51,53,97,39,55,50,31,44,32,73,16,3015,48.28989415,-1.288132589,0.30950367,-4.161929937,3.16E-05,0.007132652,CvsT1
386,Acerv_evm.model.Segkk2551_pilon.2,GO:0007610,0.029789836,0.995580194,3,28,behavior,BP,53,42,51,53,97,39,55,50,31,44,32,73,16,3015,48.28989415,-1.288132589,0.30950367,-4.161929937,3.16E-05,0.007132652,CvsT1
389,Acerv_evm.model.Segkk2551_pilon.2,GO:0042330,0.021285279,1,1,1,taxis,BP,53,42,51,53,97,39,55,50,31,44,32,73,16,3015,48.28989415,-1.288132589,0.30950367,-4.161929937,3.16E-05,0.007132652,CvsT1
392,Acerv_evm.model.Segkk2551_pilon.2,GO:0051050,0.026336294,0.998158567,2,11,positive regulation of transport,BP,53,42,51,53,97,39,55,50,31,44,32,73,16,3015,48.28989415,-1.288132589,0.30950367,-4.161929937,3.16E-05,0.007132652,CvsT1
395,Acerv_evm.model.Segkk2551_pilon.2,GO:0033554,0.00793137,0.999313252,3,18,cellular response to stress,BP,53,42,51,53,97,39,55,50,31,44,32,73,16,3015,48.28989415,-1.288132589,0.30950367,-4.161929937,3.16E-05,0.007132652,CvsT1
398,Acerv_evm.model.Segkk2551_pilon.2,GO:0050907,0.021285279,1,1,1,detection of chemical stimulus involved in sensory perception,BP,53,42,51,53,97,39,55,50,31,44,32,73,16,3015,48.28989415,-1.288132589,0.30950367,-4.161929937,3.16E-05,0.007132652,CvsT1
401,Acerv_evm.model.Segkk2551_pilon.2,GO:0023056,0.038646019,0.996592363,2,13,positive regulation of signaling,BP,53,42,51,53,97,39,55,50,31,44,32,73,16,3015,48.28989415,-1.288132589,0.30950367,-4.161929937,3.16E-05,0.007132652,CvsT1
404,Acerv_evm.model.Segkk2551_pilon.2,GO:0050961,0.021285279,1,1,1,detection of temperature stimulus involved in sensory perception,BP,53,42,51,53,97,39,55,50,31,44,32,73,16,3015,48.28989415,-1.288132589,0.30950367,-4.161929937,3.16E-05,0.007132652,CvsT1
407,Acerv_evm.model.Segkk2551_pilon.2,GO:0070887,0.005174816,0.999374356,4,30,cellular response to chemical stimulus,BP,53,42,51,53,97,39,55,50,31,44,32,73,16,3015,48.28989415,-1.288132589,0.30950367,-4.161929937,3.16E-05,0.007132652,CvsT1
410,Acerv_evm.model.Segkk2551_pilon.2,GO:0010647,0.022565333,0.998571475,2,10,positive regulation of cell communication,BP,53,42,51,53,97,39,55,50,31,44,32,73,16,3015,48.28989415,-1.288132589,0.30950367,-4.161929937,3.16E-05,0.007132652,CvsT1
961,Acerv_evm.model.Segkk451_pilon.2,GO:0060291,0.009677982,0.99964044,2,7,long-term synaptic potentiation,BP,457,739,877,672,925,269,468,513,184,167,403,570,118,1335,444.618314,-1.237140051,0.325944119,-3.795558748,0.000147311,0.031101355,T1vsT2
963,Acerv_evm.model.Segkk451_pilon.2,GO:0007611,0.016329401,0.998095676,3,24,learning or memory,BP,457,739,877,672,925,269,468,513,184,167,403,570,118,1335,444.618314,-1.237140051,0.325944119,-3.795558748,0.000147311,0.031101355,T1vsT2
412,Acerv_evm.model.Segkk2585_pilon.5,GO:0002280,0.045156981,0.999480794,1,2,monocyte activation involved in immune response,BP,52,61,96,65,97,30,59,38,24,16,40,65,23,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
413,Acerv_evm.model.Segkk2585_pilon.5,GO:1902915,0.023378402,1,1,1,negative regulation of protein polyubiquitination,BP,52,61,96,65,97,30,59,38,24,16,40,65,23,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
414,Acerv_evm.model.Segkk2585_pilon.5,GO:0005770,0.037718377,0.993812216,3,32,late endosome,CC,52,61,96,65,97,30,59,38,24,16,40,65,23,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
415,Acerv_evm.model.Segkk2585_pilon.5,GO:0010629,0.036726776,0.991764584,4,54,negative regulation of gene expression,BP,52,61,96,65,97,30,59,38,24,16,40,65,23,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
416,Acerv_evm.model.Segkk2585_pilon.5,GO:1901842,0.023378402,1,1,1,negative regulation of high voltage-gated calcium channel activity,BP,52,61,96,65,97,30,59,38,24,16,40,65,23,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
417,Acerv_evm.model.Segkk2585_pilon.5,GO:0005794,0.03647959,0.986181142,8,161,Golgi apparatus,CC,52,61,96,65,97,30,59,38,24,16,40,65,23,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
418,Acerv_evm.model.Segkk2585_pilon.5,GO:0045444,0.043494567,0.995870775,2,14,fat cell differentiation,BP,52,61,96,65,97,30,59,38,24,16,40,65,23,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
419,Acerv_evm.model.Segkk2585_pilon.5,GO:0005543,0.001147086,0.999912368,4,21,phospholipid binding,MF,52,61,96,65,97,30,59,38,24,16,40,65,23,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
420,Acerv_evm.model.Segkk2585_pilon.5,GO:0045785,0.007375547,0.999774583,2,6,positive regulation of cell adhesion,BP,52,61,96,65,97,30,59,38,24,16,40,65,23,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
421,Acerv_evm.model.Segkk2585_pilon.5,GO:0001938,0.020910948,0.998728953,2,10,positive regulation of endothelial cell proliferation,BP,52,61,96,65,97,30,59,38,24,16,40,65,23,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
892,Acerv_evm.model.Segkk4122_pilon.1,GO:0007610,0.029789836,0.995580194,3,28,behavior,BP,61,44,54,33,68,44,40,31,38,42,23,64,23,266,43.93195934,-1.18928297,0.289963697,-4.101489198,4.10E-05,0.00796593,CvsT4
89,Acerv_evm.model.Segkk1895_pilon.6,GO:0032728,0.007466085,0.999788633,2,5,positive regulation of interferon-beta production,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
91,Acerv_evm.model.Segkk1895_pilon.6,GO:0001934,0.008243205,0.998849512,4,34,positive regulation of protein phosphorylation,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
93,Acerv_evm.model.Segkk1895_pilon.6,GO:0051580,0.029697422,1,1,1,regulation of neurotransmitter uptake,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
95,Acerv_evm.model.Segkk1895_pilon.6,GO:0008180,0.032416611,0.997430553,2,12,COP9 signalosome,CC,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
97,Acerv_evm.model.Segkk1895_pilon.6,GO:0044854,0.029697422,1,1,1,plasma membrane raft assembly,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
99,Acerv_evm.model.Segkk1895_pilon.6,GO:0044291,0.015719267,0.999217637,2,8,cell-cell contact zone,CC,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
101,Acerv_evm.model.Segkk1895_pilon.6,GO:0048643,0.029697422,1,1,1,positive regulation of skeletal muscle tissue development,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
103,Acerv_evm.model.Segkk1895_pilon.6,GO:0035023,0.029697422,1,1,1,regulation of Rho protein signal transduction,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
105,Acerv_evm.model.Segkk1895_pilon.6,GO:0071360,0.029697422,1,1,1,cellular response to exogenous dsRNA,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
107,Acerv_evm.model.Segkk1895_pilon.6,GO:1901890,0.029697422,1,1,1,positive regulation of cell junction assembly,BP,106,116,145,64,136,116,91,128,94,113,44,123,91,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
194,Acerv_evm.model.Segkk1991_pilon.4,GO:0036477,0.011094153,0.99830493,4,36,somatodendritic compartment,CC,129,166,161,104,202,67,144,100,28,59,94,356,43,537,115.7966242,-1.171529562,0.340101952,-3.444642279,0.000571816,0.03869906,CvsT2
196,Acerv_evm.model.Segkk1991_pilon.4,GO:0010506,0.005764748,0.999567153,3,15,regulation of autophagy,BP,129,166,161,104,202,67,144,100,28,59,94,356,43,537,115.7966242,-1.171529562,0.340101952,-3.444642279,0.000571816,0.03869906,CvsT2
198,Acerv_evm.model.Segkk1991_pilon.4,GO:0060627,0.003012716,0.999825416,3,13,regulation of vesicle-mediated transport,BP,129,166,161,104,202,67,144,100,28,59,94,356,43,537,115.7966242,-1.171529562,0.340101952,-3.444642279,0.000571816,0.03869906,CvsT2
200,Acerv_evm.model.Segkk1991_pilon.4,GO:0042391,0.003613918,0.999457703,5,44,regulation of membrane potential,BP,129,166,161,104,202,67,144,100,28,59,94,356,43,537,115.7966242,-1.171529562,0.340101952,-3.444642279,0.000571816,0.03869906,CvsT2
202,Acerv_evm.model.Segkk1991_pilon.4,GO:0006996,0.003994456,0.99955402,4,28,organelle organization,BP,129,166,161,104,202,67,144,100,28,59,94,356,43,537,115.7966242,-1.171529562,0.340101952,-3.444642279,0.000571816,0.03869906,CvsT2
204,Acerv_evm.model.Segkk1991_pilon.4,GO:0070887,0.005174816,0.999374356,4,30,cellular response to chemical stimulus,BP,129,166,161,104,202,67,144,100,28,59,94,356,43,537,115.7966242,-1.171529562,0.340101952,-3.444642279,0.000571816,0.03869906,CvsT2
206,Acerv_evm.model.Segkk1991_pilon.4,GO:0031966,0.011394667,0.998858583,3,20,mitochondrial membrane,CC,129,166,161,104,202,67,144,100,28,59,94,356,43,537,115.7966242,-1.171529562,0.340101952,-3.444642279,0.000571816,0.03869906,CvsT2
208,Acerv_evm.model.Segkk1991_pilon.4,GO:1902531,0.001161044,0.999911653,4,20,regulation of intracellular signal transduction,BP,129,166,161,104,202,67,144,100,28,59,94,356,43,537,115.7966242,-1.171529562,0.340101952,-3.444642279,0.000571816,0.03869906,CvsT2
210,Acerv_evm.model.Segkk1991_pilon.4,GO:0009967,0.02321327,0.996878339,3,27,positive regulation of signal transduction,BP,129,166,161,104,202,67,144,100,28,59,94,356,43,537,115.7966242,-1.171529562,0.340101952,-3.444642279,0.000571816,0.03869906,CvsT2
212,Acerv_evm.model.Segkk1991_pilon.4,GO:0098793,0.00534615,0.999116134,5,47,presynapse,CC,129,166,161,104,202,67,144,100,28,59,94,356,43,537,115.7966242,-1.171529562,0.340101952,-3.444642279,0.000571816,0.03869906,CvsT2
214,Acerv_evm.model.Segkk1991_pilon.4,GO:0098588,0.025640408,0.996418532,3,27,bounding membrane of organelle,CC,129,166,161,104,202,67,144,100,28,59,94,356,43,537,115.7966242,-1.171529562,0.340101952,-3.444642279,0.000571816,0.03869906,CvsT2
330,Acerv_evm.model.Segkk2166_pilon.1,GO:0032240,0.032049452,1,1,1,negative regulation of nucleobase-containing compound transport,BP,105,148,188,85,180,103,85,111,61,128,54,145,55,323,106.6697326,-1.136195707,0.264768492,-4.291279901,1.78E-05,0.004907944,CvsT1
818,Acerv_evm.model.Segkk3463_pilon.1,GO:1902043,0.002156658,0.99998033,2,3,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,BP,235,525,305,212,363,132,268,316,119,64,152,304,78,1090,209.564896,-1.084721328,0.30178225,-3.594384125,0.00032516,0.043399141,T1vsT2
891,Acerv_evm.model.Segkk4122_pilon.1,GO:0007610,0.029789836,0.995580194,3,28,behavior,BP,61,44,54,33,68,44,40,31,38,42,23,64,23,266,43.93195934,-1.042633545,0.282853463,-3.686126149,0.000227694,0.020182128,CvsT2
960,Acerv_evm.model.Segkk451_pilon.2,GO:0060291,0.009677982,0.99964044,2,7,long-term synaptic potentiation,BP,457,739,877,672,925,269,468,513,184,167,403,570,118,1335,444.618314,-1.026201933,0.287067255,-3.57477878,0.000350524,0.027177699,CvsT2
962,Acerv_evm.model.Segkk451_pilon.2,GO:0007611,0.016329401,0.998095676,3,24,learning or memory,BP,457,739,877,672,925,269,468,513,184,167,403,570,118,1335,444.618314,-1.026201933,0.287067255,-3.57477878,0.000350524,0.027177699,CvsT2
707,Acerv_evm.model.Segkk3450_pilon.3,GO:0045087,0.047720622,0.991366613,3,35,innate immune response,BP,604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
