"","GO.IDs","gene_id","term","ontology","over_represented_pvalue","log2FoldChange","padj","Treatment_Compare","Species","Site","GO.Term","GO.Slim.Term","Cat"
"23254","GO:0046416","plut2.m8.33379","D-amino acid metabolic process","BP",0.0182556,-2.185855725,0.002447518,"CvsMid","P.lobata","Hawaii","D-amino acid metabolic process","other metabolic processes","P"
"23385","GO:0046552","plut2.m8.3398","photoreceptor cell fate commitment","BP",0.00858916,-2.300655171,0.000930568,"CvsHigh","P.lobata","Hawaii","photoreceptor cell fate commitment","developmental processes","P"
"23491","GO:0046651","plut2.m8.20774","lymphocyte proliferation","BP",0.049264267,-1.456292091,0.002357389,"CvsMid","P.lobata","Hawaii","lymphocyte proliferation","cell cycle and proliferation","P"
"23492","GO:0046651","plut2.m8.20774","lymphocyte proliferation","BP",0.049264267,-1.345956868,0.007601892,"CvsHigh","P.lobata","Hawaii","lymphocyte proliferation","cell cycle and proliferation","P"
"23564","GO:0046713","plut2.m8.21315","borate transport","BP",0.007286888,0.86326496,0.045253115,"CvsHigh","P.lobata","Hawaii","boron transport","transport","P"
"23764","GO:0046902","plut2.m8.23282","regulation of mitochondrial membrane permeability","BP",0.024167594,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii","regulation of mitochondrial membrane permeability","cell organization and biogenesis","P"
"23765","GO:0046902","plut2.m8.23282","regulation of mitochondrial membrane permeability","BP",0.024167594,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii","regulation of mitochondrial membrane permeability","transport","P"
"23766","GO:0046902","plut2.m8.23282","regulation of mitochondrial membrane permeability","BP",0.024167594,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii","regulation of mitochondrial membrane permeability","cell organization and biogenesis","P"
"23767","GO:0046902","plut2.m8.23282","regulation of mitochondrial membrane permeability","BP",0.024167594,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii","regulation of mitochondrial membrane permeability","transport","P"
"25372","GO:0048561","jamg1.model.Sc0000225.27","establishment of animal organ orientation","BP",0.014964977,-1.229896511,0.001063275,"CvsHigh","P.lobata","Hawaii","establishment of organ orientation","developmental processes","P"
"25380","GO:0048568","plut2.m8.16218","embryonic organ development","BP",0.020394238,1.048623884,0.006832556,"CvsMid","P.lobata","Hawaii","embryonic organ development","developmental processes","P"
"25381","GO:0048568","plut2.m8.10671","embryonic organ development","BP",0.020394238,-2.029422588,3.37e-05,"CvsHigh","P.lobata","Hawaii","embryonic organ development","developmental processes","P"
"25382","GO:0048568","plut2.m8.10671","embryonic organ development","BP",0.020394238,-1.923426966,0.000224193,"CvsMid","P.lobata","Hawaii","embryonic organ development","developmental processes","P"
"25437","GO:0048626","plut2.m8.21703","myoblast fate specification","BP",0.007992687,2.383461607,0.022625602,"MidvsHigh","P.lobata","Hawaii","myoblast cell fate specification","developmental processes","P"
"25438","GO:0048626","plut2.m8.21703","myoblast fate specification","BP",0.007992687,-1.971244026,0.029822319,"CvsMid","P.lobata","Hawaii","myoblast cell fate specification","developmental processes","P"
"26909","GO:0051089","plut2.m8.28828","constitutive protein ectodomain proteolysis","BP",0.029110426,-1.196145046,0.005462134,"CvsMid","P.lobata","Hawaii","constitutive protein ectodomain proteolysis","protein metabolism","P"
"26910","GO:0051089","plut2.m8.28828","constitutive protein ectodomain proteolysis","BP",0.029110426,-1.127810969,0.011382662,"CvsHigh","P.lobata","Hawaii","constitutive protein ectodomain proteolysis","protein metabolism","P"
"27051","GO:0051225","jamg1.model.Sc0000117.30","spindle assembly","BP",0.01120444,-1.146763458,0.000271203,"CvsMid","P.lobata","Hawaii","spindle assembly","cell cycle and proliferation","P"
"27052","GO:0051225","jamg1.model.Sc0000117.30","spindle assembly","BP",0.01120444,-1.146763458,0.000271203,"CvsMid","P.lobata","Hawaii","spindle assembly","cell organization and biogenesis","P"
"27053","GO:0051225","jamg1.model.Sc0000051.45","spindle assembly","BP",0.01120444,0.635514209,0.035957066,"CvsMid","P.lobata","Hawaii","spindle assembly","cell cycle and proliferation","P"
"27054","GO:0051225","jamg1.model.Sc0000051.45","spindle assembly","BP",0.01120444,0.635514209,0.035957066,"CvsMid","P.lobata","Hawaii","spindle assembly","cell organization and biogenesis","P"
"27538","GO:0051638","plut2.m8.1011","barbed-end actin filament uncapping","BP",0.026548309,-1.080374428,0.010504116,"CvsHigh","P.lobata","Hawaii","barbed-end actin filament uncapping","cell organization and biogenesis","P"
"27539","GO:0051638","plut2.m8.1011","barbed-end actin filament uncapping","BP",0.026548309,-1.080374428,0.010504116,"CvsHigh","P.lobata","Hawaii","barbed-end actin filament uncapping","protein metabolism","P"
"27540","GO:0051639","plut2.m8.1011","actin filament network formation","BP",0.049385607,-1.080374428,0.010504116,"CvsHigh","P.lobata","Hawaii","actin filament network formation","cell organization and biogenesis","P"
"27611","GO:0051707","plut2.m8.32471","response to other organism","BP",0.049013967,-1.991283662,0.000877092,"CvsHigh","P.lobata","Hawaii","response to other organism","other biological processes","P"
"27612","GO:0051707","plut2.m8.32471","response to other organism","BP",0.049013967,-2.015044234,0.000836122,"CvsMid","P.lobata","Hawaii","response to other organism","other biological processes","P"
"27613","GO:0051707","plut2.m8.11052","response to other organism","BP",0.049013967,2.489789467,0.000930568,"CvsHigh","P.lobata","Hawaii","response to other organism","other biological processes","P"
"27614","GO:0051707","plut2.m8.11052","response to other organism","BP",0.049013967,2.532751212,0.007425666,"MidvsHigh","P.lobata","Hawaii","response to other organism","other biological processes","P"
"27785","GO:0051881","plut2.m8.21315","regulation of mitochondrial membrane potential","BP",0.00586522,0.86326496,0.045253115,"CvsHigh","P.lobata","Hawaii","regulation of mitochondrial membrane potential","other biological processes","P"
"27786","GO:0051881","plut2.m8.23282","regulation of mitochondrial membrane potential","BP",0.00586522,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii","regulation of mitochondrial membrane potential","other biological processes","P"
"27787","GO:0051881","plut2.m8.23282","regulation of mitochondrial membrane potential","BP",0.00586522,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii","regulation of mitochondrial membrane potential","other biological processes","P"
"28514","GO:0055067","plut2.m8.10411","monovalent inorganic cation homeostasis","BP",0.038600592,-1.599185928,0.002147226,"CvsMid","P.lobata","Hawaii","monovalent inorganic cation homeostasis","other biological processes","P"
"28642","GO:0060061","jamg1.model.Sc0000225.27","Spemann organizer formation","BP",0.03872187,-1.229896511,0.001063275,"CvsHigh","P.lobata","Hawaii","Spemann organizer formation","cell-cell signaling","P"
"28824","GO:0060218","plut2.m8.10671","hematopoietic stem cell differentiation","BP",0.008446077,-2.029422588,3.37e-05,"CvsHigh","P.lobata","Hawaii","hemopoietic stem cell differentiation","developmental processes","P"
"28825","GO:0060218","plut2.m8.10671","hematopoietic stem cell differentiation","BP",0.008446077,-1.923426966,0.000224193,"CvsMid","P.lobata","Hawaii","hemopoietic stem cell differentiation","developmental processes","P"
"28826","GO:0060218","plut2.m8.24994","hematopoietic stem cell differentiation","BP",0.008446077,-2.155101955,0.001160142,"CvsMid","P.lobata","Hawaii","hemopoietic stem cell differentiation","developmental processes","P"
"29117","GO:0060480","plut2.m8.9273","lung goblet cell differentiation","BP",0.015449775,-1.628173656,0.003605271,"CvsMid","P.lobata","Hawaii","lung goblet cell differentiation","developmental processes","P"
"29244","GO:0060576","plut2.m8.9273","intestinal epithelial cell development","BP",0.032689766,-1.628173656,0.003605271,"CvsMid","P.lobata","Hawaii","intestinal epithelial cell development","developmental processes","P"
"29500","GO:0060788","jamg1.model.Sc0000225.27","ectodermal placode formation","BP",0.038352051,-1.229896511,0.001063275,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"29501","GO:0060996","plut2.m8.32388","dendritic spine development","BP",0.003081911,1.583034924,3.35e-05,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"29502","GO:0060996","plut2.m8.32388","dendritic spine development","BP",0.003081911,1.23335001,0.001564529,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"29503","GO:0060996","plut2.m8.32950","dendritic spine development","BP",0.003081911,-2.105848127,0.00527347,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"29504","GO:0061317","jamg1.model.Sc0000225.27","canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment","BP",0.014964977,-1.229896511,0.001063275,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"29505","GO:0061320","plut2.m8.21703","pericardial nephrocyte differentiation","BP",0.007992687,-1.971244026,0.029822319,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"29506","GO:0061320","plut2.m8.21703","pericardial nephrocyte differentiation","BP",0.007992687,2.383461607,0.022625602,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"29507","GO:0062009","jamg1.model.Sc0000225.27","secondary palate development","BP",0.029755393,-1.229896511,0.001063275,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"30137","GO:0070487","plut2.m8.33377","monocyte aggregation","BP",0.035266334,-1.68023545,0.040333312,"CvsHigh","P.lobata","Hawaii","monocyte aggregation","cell adhesion","P"
"30544","GO:0070901","plut2.m8.15873","mitochondrial tRNA methylation","BP",0.026643561,-1.436264646,0.028529172,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"30575","GO:0071312","plut2.m8.23282","cellular response to alkaloid","BP",0.016381358,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"30576","GO:0071312","plut2.m8.23282","cellular response to alkaloid","BP",0.016381358,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"30577","GO:0071476","plut2.m8.21315","cellular hypotonic response","BP",0.035760072,0.86326496,0.045253115,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"30578","GO:0071630","plut2.m8.11877","nuclear protein quality control by the ubiquitin-proteasome system","BP",0.035161542,-1.33614768,0.040333312,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"30579","GO:0071716","plut2.m8.33084","leukotriene transport","BP",0.018371988,-1.94782431,0.000414935,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"30580","GO:0071716","plut2.m8.24269","leukotriene transport","BP",0.018371988,-1.974312514,0.028575763,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"30583","GO:0071900","plut2.m8.20146","regulation of protein serine/threonine kinase activity","BP",0.049532279,-2.414284833,1.51e-08,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"30584","GO:0071900","plut2.m8.20146","regulation of protein serine/threonine kinase activity","BP",0.049532279,-2.322847798,9.76e-08,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"30586","GO:0072234","plut2.m8.10411","metanephric nephron tubule development","BP",0.038600592,-1.599185928,0.002147226,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"30587","GO:0072673","plut2.m8.9923","lamellipodium morphogenesis","BP",0.013296085,-0.955282539,0.044180526,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"30940","GO:0075713","plut2.m8.18568","establishment of integrated proviral latency","BP",0.026948575,-1.507463261,0.00478441,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31117","GO:0090100","plut2.m8.3398","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",0.030657231,-2.300655171,0.000930568,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31118","GO:0090166","plut2.m8.8613","Golgi disassembly","BP",0.042042746,-1.452190361,0.045435252,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31122","GO:0097155","plut2.m8.7302","fasciculation of sensory neuron axon","BP",0.016548984,1.145686845,0.01548172,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31126","GO:0098885","plut2.m8.9923","modification of postsynaptic actin cytoskeleton","BP",0.037075838,-0.955282539,0.044180526,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31129","GO:0110122","plut2.m8.21703","myotube cell migration","BP",0.007992687,2.383461607,0.022625602,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31130","GO:0110122","plut2.m8.21703","myotube cell migration","BP",0.007992687,-1.971244026,0.029822319,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31131","GO:0140115","plut2.m8.24269","export across plasma membrane","BP",0.019975787,-1.974312514,0.028575763,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31132","GO:0140115","plut2.m8.33084","export across plasma membrane","BP",0.019975787,-1.94782431,0.000414935,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31133","GO:0150013","plut2.m8.20146","negative regulation of neuron projection arborization","BP",0.014460734,-2.322847798,9.76e-08,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31134","GO:0150013","plut2.m8.20146","negative regulation of neuron projection arborization","BP",0.014460734,-2.414284833,1.51e-08,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31135","GO:0198738","plut2.m8.4878","cell-cell signaling by wnt","BP",0.035091823,-1.674559072,0.01191564,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31136","GO:0198738","plut2.m8.4878","cell-cell signaling by wnt","BP",0.035091823,-1.763739655,0.005622696,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31137","GO:1900118","plut2.m8.23282","negative regulation of execution phase of apoptosis","BP",0.007990254,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31138","GO:1900118","plut2.m8.23282","negative regulation of execution phase of apoptosis","BP",0.007990254,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31139","GO:1900452","plut2.m8.23282","regulation of long-term synaptic depression","BP",0.015973913,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31140","GO:1900452","plut2.m8.23282","regulation of long-term synaptic depression","BP",0.015973913,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31141","GO:1901564","plut2.m8.29610","organonitrogen compound metabolic process","BP",0.02682594,-2.127020095,3.66e-06,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31142","GO:1901564","plut2.m8.22577","organonitrogen compound metabolic process","BP",0.02682594,-1.29524329,0.019956248,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31143","GO:1901564","plut2.m8.28609","organonitrogen compound metabolic process","BP",0.02682594,0.912398144,0.0215433,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31144","GO:1901564","plut2.m8.22577","organonitrogen compound metabolic process","BP",0.02682594,-1.536936467,0.001440721,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31145","GO:1901888","plut2.m8.32388","regulation of cell junction assembly","BP",0.040831056,1.583034924,3.35e-05,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31146","GO:1901888","plut2.m8.32388","regulation of cell junction assembly","BP",0.040831056,1.23335001,0.001564529,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31147","GO:1902230","plut2.m8.23282","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","BP",0.02042233,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31148","GO:1902230","plut2.m8.23282","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","BP",0.02042233,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31149","GO:1902603","plut2.m8.29610","carnitine transmembrane transport","BP",0.0297436,-2.127020095,3.66e-06,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31150","GO:1902723","plut2.m8.7302","negative regulation of skeletal muscle satellite cell proliferation","BP",0.007039714,1.145686845,0.01548172,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31151","GO:1902725","plut2.m8.7302","negative regulation of satellite cell differentiation","BP",0.007039714,1.145686845,0.01548172,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31152","GO:1902745","plut2.m8.1011","positive regulation of lamellipodium organization","BP",0.026548309,-1.080374428,0.010504116,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31155","GO:1902990","plut2.m8.25740","mitotic telomere maintenance via semi-conservative replication","BP",0.026771311,-1.94377471,0.002447518,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31156","GO:1902990","plut2.m8.25740","mitotic telomere maintenance via semi-conservative replication","BP",0.026771311,-2.119604544,0.00059459,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31157","GO:1903077","plut2.m8.23282","negative regulation of protein localization to plasma membrane","BP",0.048940543,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31158","GO:1903077","plut2.m8.23282","negative regulation of protein localization to plasma membrane","BP",0.048940543,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31159","GO:1903748","plut2.m8.31278","negative regulation of establishment of protein localization to mitochondrion","BP",0.014658604,-1.838326569,0.012682206,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31160","GO:1903977","plut2.m8.21703","positive regulation of glial cell migration","BP",0.007992687,-1.971244026,0.029822319,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31161","GO:1903977","plut2.m8.21703","positive regulation of glial cell migration","BP",0.007992687,2.383461607,0.022625602,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31162","GO:1904382","jamg1.model.Sc0000551.3","mannose trimming involved in glycoprotein ERAD pathway","BP",0.017888094,-2.356621914,1.04e-05,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31163","GO:1904382","jamg1.model.Sc0000551.3","mannose trimming involved in glycoprotein ERAD pathway","BP",0.017888094,-1.999720223,0.000800948,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31164","GO:1904579","plut2.m8.23282","cellular response to thapsigargin","BP",0.01751754,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31165","GO:1904579","plut2.m8.23282","cellular response to thapsigargin","BP",0.01751754,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31166","GO:1904743","jamg1.model.Sc0000051.45","negative regulation of telomeric DNA binding","BP",0.039470849,0.635514209,0.035957066,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31167","GO:1905218","plut2.m8.23282","cellular response to astaxanthin","BP",0.007990254,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31168","GO:1905218","plut2.m8.23282","cellular response to astaxanthin","BP",0.007990254,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31169","GO:1905259","plut2.m8.31278","negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway","BP",0.014658604,-1.838326569,0.012682206,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31170","GO:1905448","plut2.m8.8613","positive regulation of mitochondrial ATP synthesis coupled electron transport","BP",0.017024887,-1.452190361,0.045435252,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31171","GO:1905709","jamg1.model.Sc0000654.3","negative regulation of membrane permeability","BP",0.03808967,-1.662393424,0.016735359,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31172","GO:1905709","jamg1.model.Sc0000654.3","negative regulation of membrane permeability","BP",0.03808967,-1.931220689,0.001544453,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31173","GO:1990549","plut2.m8.20873","mitochondrial NAD transmembrane transport","BP",0.011807868,-1.465204765,0.019067049,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31174","GO:1990549","plut2.m8.20873","mitochondrial NAD transmembrane transport","BP",0.011807868,-1.448735094,0.02418362,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31175","GO:1990646","plut2.m8.23282","cellular response to prolactin","BP",0.015964799,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31176","GO:1990646","plut2.m8.23282","cellular response to prolactin","BP",0.015964799,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31181","GO:2000044","jamg1.model.Sc0000225.27","negative regulation of cardiac cell fate specification","BP",0.014964977,-1.229896511,0.001063275,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31182","GO:2000047","plut2.m8.32950","regulation of cell-cell adhesion mediated by cadherin","BP",0.008068669,-2.105848127,0.00527347,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31183","GO:2000146","plut2.m8.23195","negative regulation of cell motility","BP",0.029620326,-1.193636839,0.035878906,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31184","GO:2000299","jamg1.model.Sc0000654.3","negative regulation of Rho-dependent protein serine/threonine kinase activity","BP",0.03808967,-1.931220689,0.001544453,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31185","GO:2000299","jamg1.model.Sc0000654.3","negative regulation of Rho-dependent protein serine/threonine kinase activity","BP",0.03808967,-1.662393424,0.016735359,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31186","GO:2000302","plut2.m8.23282","positive regulation of synaptic vesicle exocytosis","BP",0.007990254,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31187","GO:2000302","plut2.m8.23282","positive regulation of synaptic vesicle exocytosis","BP",0.007990254,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31188","GO:2000601","plut2.m8.9923","positive regulation of Arp2/3 complex-mediated actin nucleation","BP",0.025714804,-0.955282539,0.044180526,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31189","GO:2000739","plut2.m8.21315","regulation of mesenchymal stem cell differentiation","BP",0.014621855,0.86326496,0.045253115,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31190","GO:2000809","plut2.m8.23282","positive regulation of synaptic vesicle clustering","BP",0.007990254,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31191","GO:2000809","plut2.m8.23282","positive regulation of synaptic vesicle clustering","BP",0.007990254,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31192","GO:2000811","plut2.m8.23282","negative regulation of anoikis","BP",0.04618892,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31193","GO:2000811","plut2.m8.23282","negative regulation of anoikis","BP",0.04618892,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31194","GO:2000813","plut2.m8.1011","negative regulation of barbed-end actin filament capping","BP",0.031983971,-1.080374428,0.010504116,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31195","GO:2001107","plut2.m8.21703","negative regulation of Rho guanyl-nucleotide exchange factor activity","BP",0.017354604,-1.971244026,0.029822319,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"31196","GO:2001107","plut2.m8.21703","negative regulation of Rho guanyl-nucleotide exchange factor activity","BP",0.017354604,2.383461607,0.022625602,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31197","GO:2001108","plut2.m8.7302","positive regulation of Rho guanyl-nucleotide exchange factor activity","BP",0.007039714,1.145686845,0.01548172,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"31198","GO:2001171","plut2.m8.23282","positive regulation of ATP biosynthetic process","BP",0.035017046,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"31199","GO:2001171","plut2.m8.23282","positive regulation of ATP biosynthetic process","BP",0.035017046,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
